"StofCV";"nInNm";"fInNm";"NBase";"NInNmX";"NSaltEstr";"FBase";"FInNmX";"FSaltEstr";"Amb";"Hosp"
"00228";"boorzuur";"acide borique";"boorzuur";"_";"_";"acide borique";"_";"_";true;false
"00513";"diclofenac natrium (onder de vorm van epolaminediclofenac)";"diclofénac sodium (sous forme de diclofénac épolamine)";"diclofenac";"onder de vorm van epolaminediclofenac";"natrium";"diclofénac";"sous forme de diclofénac épolamine";"sodium";true;false
"00518";"difenylpyraline";"diphénylpyraline";"difenylpyraline";"_";"_";"diphénylpyraline";"_";"_";true;false
"01611";"silibinine";"silibinine";"silibinine";"[plantaardig]";"_";"silibinine";"[végétal]";"_";true;false
"01612";"silodosine";"silodosine";"silodosine";"_";"_";"silodosine";"_";"_";true;false
"01615";"simvastatine";"simvastatine";"simvastatine";"_";"_";"simvastatine";"_";"_";true;false
"01618";"sitagliptine";"sitagliptine";"sitagliptine";"_";"_";"sitagliptine";"_";"_";true;false
"01621";"solifenacine succinaat";"solifénacine succinate";"solifenacine";"_";"succinaat";"solifénacine";"_";"succinate";true;false
"01622";"somatoreline";"somatoréline";"somatoreline";"_";"_";"somatoréline";"_";"_";true;false
"01623";"somatoreline acetaat";"somatoréline acétate";"somatoreline";"_";"acetaat";"somatoréline";"_";"acétate";true;false
"01624";"somatostatine";"somatostatine";"somatostatine";"_";"_";"somatostatine";"_";"_";true;false
"00525";"dihydro-ergotamine mesilaat";"dihydroergotamine mésilate";"dihydro-ergotamine";"_";"mesilaat";"dihydroergotamine";"_";"mésilate";true;false
"00527";"dihydrocodeïne waterstoftartraat";"dihydrocodéine hydrogénotartrate";"dihydrocodeïne";"_";"waterstoftartraat";"dihydrocodéine";"_";"hydrogénotartrate";true;false
"01411";"piperacilline";"pipéracilline";"piperacilline";"_";"_";"pipéracilline";"_";"_";true;false
"00529";"diltiazem hydrochloride";"diltiazem chlorhydrate";"diltiazem";"_";"hydrochloride";"diltiazem";"_";"chlorhydrate";true;false
"00534";"dinoproston";"dinoprostone";"dinoproston";"_";"_";"dinoprostone";"_";"_";true;false
"00536";"diosmine";"diosmine";"diosmine";"[plantaardig]";"_";"diosmine";"[végétal]";"_";true;false
"00799";"gadopentetaat dimeglumine";"gadopentétate diméglumine";"gadopentetaat";"_";"dimeglumine";"gadopentétate";"_";"diméglumine";true;false
"00157";"aztreonam";"aztréonam";"aztreonam";"_";"_";"aztréonam";"_";"_";true;false
"00372";"cinchocaïne";"cinchocaïne";"cinchocaïne";"_";"_";"cinchocaïne";"_";"_";true;false
"00399";"clobetasol";"clobétasol";"clobetasol";"_";"_";"clobétasol";"_";"_";true;false
"00401";"clobetason";"clobétasone";"clobetason";"_";"_";"clobétasone";"_";"_";true;false
"00406";"clomifeen";"clomifène";"clomifeen";"_";"_";"clomifène";"_";"_";true;false
"01626";"somatropine";"somatropine";"somatropine";"[biologisch, biosynthetisch]";"_";"somatropine";"[biologique, biosynthétique]";"_";true;false
"00547";"docusaat natrium";"docusate sodium";"docusaat";"_";"natrium";"docusate";"_";"sodium";true;false
"00549";"domperidon";"dompéridone";"domperidon";"_";"_";"dompéridone";"_";"_";true;false
"00161";"bacitracine";"bacitracine";"bacitracine";"_";"_";"bacitracine";"_";"_";true;false
"00162";"baclofen";"baclofène";"baclofen";"_";"_";"baclofène";"_";"_";true;false
"00175";"benazepril hydrochloride";"bénazépril chlorhydrate";"benazepril";"_";"hydrochloride";"bénazépril";"_";"chlorhydrate";true;false
"01960";"albiglutide";"albiglutide";"albiglutide";"[biologisch, biosynthetisch]";"_";"albiglutide";"[biologique, biosynthétique]";"_";true;false
"00177";"bendamustine hydrochloride";"bendamustine chlorhydrate";"bendamustine";"_";"hydrochloride";"bendamustine";"_";"chlorhydrate";true;false
"00187";"benzoxonium chloride";"benzoxonium chlorure";"benzoxonium";"_";"chloride";"benzoxonium";"_";"chlorure";true;false
"00685";"fenazopyridine";"phénazopyridine";"fenazopyridine";"_";"_";"phénazopyridine";"_";"_";true;false
"00690";"feniramine";"phéniramine";"feniramine";"_";"_";"phéniramine";"_";"_";true;false
"01700";"testosteron";"testostérone";"testosteron";"_";"_";"testostérone";"_";"_";true;false
"00182";"benzalkonium chloride";"benzalkonium chlorure";"benzalkonium";"_";"chloride";"benzalkonium";"_";"chlorure";true;false
"00199";"betamethason natriumfosfaat";"bétaméthasone phosphate sodique";"betamethason";"_";"natriumfosfaat";"bétaméthasone";"_";"phosphate sodique";true;false
"01215";"mupirocine calcium";"mupirocine calcium";"mupirocine";"[bacterieel]";"calcium";"mupirocine";"[bactérien]";"calcium";true;false
"01236";"nandrolon decanoaat";"nandrolone décanoate";"nandrolon";"_";"decanoaat";"nandrolone";"_";"décanoate";true;false
"01627";"sorafenib";"sorafénib";"sorafenib";"_";"_";"sorafénib";"_";"_";true;false
"01631";"sotalol hydrochloride";"sotalol chlorhydrate";"sotalol";"_";"hydrochloride";"sotalol";"_";"chlorhydrate";true;false
"01632";"spectinomycine";"spectinomycine";"spectinomycine";"[bacterieel]";"_";"spectinomycine";"[bactérien]";"_";true;false
"01633";"spectinomycine hydrochloride";"spectinomycine chlorhydrate";"spectinomycine";"[bacterieel]";"hydrochloride";"spectinomycine";"[bactérien]";"chlorhydrate";true;false
"01634";"spiramycine";"spiramycine";"spiramycine";"_";"_";"spiramycine";"_";"_";true;false
"01962";"magnesium chloride";"magnésium chlorure";"magnesium";"hexahydraat";"chloride";"magnésium";"hexahydraté";"chlorure";true;false
"01619";"sitagliptine fosfaat";"sitagliptine phosphate";"sitagliptine";"monohydraat";"fosfaat";"sitagliptine";"monohydraté";"phosphate";true;false
"01746";"tiotropium bromide";"tiotropium bromure";"tiotropium";"monohydraat";"bromide";"tiotropium";"monohydraté";"bromure";true;false
"01635";"spironolacton";"spironolactone";"spironolacton";"_";"_";"spironolactone";"_";"_";true;false
"01637";"Sterculia urens (gom)";"Sterculia urens (gomme)";"Sterculia urens";"gom [plantaardig]";"_";"Sterculia urens";"gomme [végétal]";"_";true;false
"01640";"strontium ranelaat";"strontium ranélate";"strontium";"_";"ranelaat";"strontium";"_";"ranélate";true;false
"01642";"sufentanil citraat";"sufentanil citrate";"sufentanil";"_";"citraat";"sufentanil";"_";"citrate";true;false
"01646";"sulconazol nitraat";"sulconazole nitrate";"sulconazol";"_";"nitraat";"sulconazole";"_";"nitrate";true;false
"00200";"betamethason valeraat";"bétaméthasone valérate";"betamethason";"_";"valeraat";"bétaméthasone";"_";"valérate";true;false
"00252";"buprenorfine";"buprénorphine";"buprenorfine";"_";"_";"buprénorphine";"_";"_";true;false
"00568";"doxycycline";"doxycycline";"doxycycline";"monohydraat";"_";"doxycycline";"monohydraté";"_";true;false
"01953";"umeclidinium";"uméclidinium";"umeclidinium";"_";"_";"uméclidinium";"_";"_";true;false
"01954";"umeclidinium bromide";"uméclidinium bromure";"umeclidinium";"_";"bromide";"uméclidinium";"_";"bromure";true;false
"00565";"doxorubicine hydrochloride";"doxorubicine chlorhydrate";"doxorubicine";"_";"hydrochloride";"doxorubicine";"_";"chlorhydrate";true;false
"00569";"doxycycline hyclaat";"doxycycline hyclate";"doxycycline";"_";"hyclaat";"doxycycline";"_";"hyclate";true;false
"01973";"polyquad";"polyquad";"polyquad";"_";"_";"polyquad";"_";"_";true;false
"01118";"memantine";"mémantine";"memantine";"_";"_";"mémantine";"_";"_";true;false
"01647";"sulfacetamide";"sulfacétamide";"sulfacetamide";"_";"_";"sulfacétamide";"_";"_";true;false
"01610";"sildenafil citraat";"sildénafil citrate";"sildenafil";"_";"citraat";"sildénafil";"_";"citrate";true;false
"01628";"sorafenib tosylaat";"sorafénib tosylate";"sorafenib";"_";"tosylaat";"sorafénib";"_";"tosylate";true;false
"01648";"sulfacetamide natrium";"sulfacétamide sodium";"sulfacetamide";"_";"natrium";"sulfacétamide";"_";"sodium";true;false
"01650";"sulfadiazine zilver";"sulfadiazine argent";"sulfadiazine";"_";"zilver";"sulfadiazine";"_";"argent";true;false
"01651";"sulfamethoxazol";"sulfaméthoxazole";"sulfamethoxazol";"_";"_";"sulfaméthoxazole";"_";"_";true;false
"00342";"chloorhexidine digluconaat";"chlorhexidine digluconate";"chloorhexidine";"_";"digluconaat";"chlorhexidine";"_";"digluconate";true;false
"01655";"sulfoguaiacol";"sulfogaïacol";"sulfoguaiacol";"_";"_";"sulfogaïacol";"_";"_";true;false
"01666";"tacrolimus";"tacrolimus";"tacrolimus";"monohydraat";"_";"tacrolimus";"monohydraté";"_";true;false
"01665";"tacalcitol";"tacalcitol";"tacalcitol";"monohydraat";"_";"tacalcitol";"monohydraté";"_";true;false
"01663";"suxamethonium chloride";"suxaméthonium chlorure";"suxamethonium";"dihydraat";"chloride";"suxaméthonium";"dihydraté";"chlorure";true;false
"01658";"sumatriptan succinaat";"sumatriptan succinate";"sumatriptan";"_";"succinaat";"sumatriptan";"_";"succinate";true;false
"01660";"sunitinib malaat";"sunitinib malate";"sunitinib";"_";"malaat";"sunitinib";"_";"malate";true;false
"01589";"sapropterine";"saproptérine";"sapropterine";"_";"_";"saproptérine";"_";"_";true;false
"00576";"duloxetine hydrochloride";"duloxétine chlorhydrate";"duloxetine";"_";"hydrochloride";"duloxétine";"_";"chlorhydrate";true;false
"00579";"ebastine";"ébastine";"ebastine";"_";"_";"ébastine";"_";"_";true;false
"01662";"suxamethonium";"suxaméthonium";"suxamethonium";"_";"_";"suxaméthonium";"_";"_";true;false
"01670";"tamoxifen";"tamoxifène";"tamoxifen";"_";"_";"tamoxifène";"_";"_";true;false
"01671";"tamoxifen citraat";"tamoxifène citrate";"tamoxifen";"_";"citraat";"tamoxifène";"_";"citrate";true;false
"01672";"tamsulosine";"tamsulosine";"tamsulosine";"_";"_";"tamsulosine";"_";"_";true;false
"01673";"tamsulosine hydrochloride";"tamsulosine chlorhydrate";"tamsulosine";"_";"hydrochloride";"tamsulosine";"_";"chlorhydrate";true;false
"01674";"tasonermin";"tasonermine";"tasonermin";"[biologisch, biosynthetisch]";"_";"tasonermine";"[biologique, biosynthétique]";"_";true;false
"01676";"tazobactam natrium";"tazobactam sodium";"tazobactam";"_";"natrium";"tazobactam";"_";"sodium";true;false
"01677";"tegafur";"tégafur";"tegafur";"_";"_";"tégafur";"_";"_";true;false
"01678";"teicoplanine";"teicoplanine";"teicoplanine";"_";"_";"teicoplanine";"_";"_";true;false
"01679";"telaprevir";"télaprévir";"telaprevir";"_";"_";"télaprévir";"_";"_";true;false
"01680";"telithromycine";"télithromycine";"telithromycine";"_";"_";"télithromycine";"_";"_";true;false
"01682";"temocilline";"témocilline";"temocilline";"_";"_";"témocilline";"_";"_";true;false
"01683";"temocilline dinatrium";"témocilline disodium";"temocilline";"_";"dinatrium";"témocilline";"_";"disodium";true;false
"01684";"temoporfine";"témoporfine";"temoporfine";"_";"_";"témoporfine";"_";"_";true;false
"01685";"temozolomide";"témozolomide";"temozolomide";"_";"_";"témozolomide";"_";"_";true;false
"01686";"temsirolimus";"temsirolimus";"temsirolimus";"_";"_";"temsirolimus";"_";"_";true;false
"01687";"tenecteplase";"ténectéplase";"tenecteplase";"[biologisch, biosynthetisch]";"_";"ténectéplase";"[biologique, biosynthétique]";"_";true;false
"01689";"tenofovir disoproxil";"ténofovir disoproxil";"tenofovir";"_";"disoproxil";"ténofovir";"_";"disoproxil";true;false
"01691";"terazosine";"térazosine";"terazosine";"_";"_";"térazosine";"_";"_";true;false
"01981";"empagliflozine";"empagliflozine";"empagliflozine";"_";"_";"empagliflozine";"_";"_";true;false
"01692";"terazosine hydrochloride";"térazosine chlorhydrate";"terazosine";"_";"hydrochloride";"térazosine";"_";"chlorhydrate";true;false
"01694";"terbinafine hydrochloride";"terbinafine chlorhydrate";"terbinafine";"_";"hydrochloride";"terbinafine";"_";"chlorhydrate";true;false
"01699";"terpentijn (vluchtige olie)";"térébenthine (huile essentielle)";"terpentijn";"vluchtige olie [plantaardig]";"_";"térébenthine";"huile essentielle [végétal]";"_";true;false
"00582";"efavirenz";"éfavirenz";"efavirenz";"_";"_";"éfavirenz";"_";"_";true;false
"00583";"efedrine";"éphédrine";"efedrine";"_";"_";"éphédrine";"_";"_";true;false
"01443";"pramipexol dihydrochloride";"pramipexole dichlorhydrate";"pramipexol";"monohydraat";"dihydrochloride";"pramipexole";"monohydraté";"dichlorhydrate";true;false
"00193";"betahistine dihydrochloride";"bétahistine dichlorhydrate";"betahistine";"_";"dihydrochloride";"bétahistine";"_";"dichlorhydrate";true;false
"00544";"docetaxel";"docétaxel";"docetaxel";"watervrij";"_";"docétaxel";"anhydre";"_";true;false
"00197";"betamethason acetaat";"bétaméthasone acétate";"betamethason";"_";"acetaat";"bétaméthasone";"_";"acétate";true;false
"00180";"benserazide hydrochloride";"bensérazide chlorhydrate";"benserazide";"_";"hydrochloride";"bensérazide";"_";"chlorhydrate";true;false
"00204";"bethanechol chloride";"béthanéchol chlorure";"bethanechol";"_";"chloride";"béthanéchol";"_";"chlorure";true;false
"00216";"biperideen hydrochloride";"bipéridène chlorhydrate";"biperideen";"_";"hydrochloride";"bipéridène";"_";"chlorhydrate";true;false
"00221";"bisoprolol fumaraat";"bisoprolol fumarate";"bisoprolol";"_";"fumaraat";"bisoprolol";"_";"fumarate";true;false
"01701";"testosteron decanoaat";"testostérone décanoate";"testosteron";"_";"decanoaat";"testostérone";"_";"décanoate";true;false
"01702";"testosteron fenylpropionaat";"testostérone phénylpropionate";"testosteron";"_";"fenylpropionaat";"testostérone";"_";"phénylpropionate";true;false
"01703";"testosteron isocaproaat";"testostérone isocaproate";"testosteron";"_";"isocaproaat";"testostérone";"_";"isocaproate";true;false
"01738";"tilidine hydrochloride";"tilidine chlorhydrate";"tilidine";"hemihydraat";"hydrochloride";"tilidine";"hémihydraté";"chlorhydrate";true;false
"01704";"testosteron propionaat";"testostérone propionate";"testosteron";"_";"propionaat";"testostérone";"_";"propionate";true;false
"01705";"testosteron undecanoaat";"testostérone undécanoate";"testosteron";"_";"undecanoaat";"testostérone";"_";"undécanoate";true;false
"01706";"tetanus-anatoxine";"anatoxine tétanique";"tetanus-anatoxine";"[bacterieel, biologisch]";"_";"anatoxine tétanique";"[bactérien, biologique]";"_";true;false
"01707";"tetracaïne";"tétracaïne";"tetracaïne";"_";"_";"tétracaïne";"_";"_";true;false
"01708";"tetracaïne hydrochloride";"tétracaïne chlorhydrate";"tetracaïne";"_";"hydrochloride";"tétracaïne";"_";"chlorhydrate";true;false
"01709";"tetracosactide";"tétracosactide";"tetracosactide";"_";"_";"tétracosactide";"_";"_";true;false
"01710";"tetracosactide hexa-acetaat";"tétracosactide hexa-acétate";"tetracosactide";"_";"hexa-acetaat";"tétracosactide";"_";"hexa-acétate";true;false
"00225";"bleomycine sulfaat";"bléomycine sulfate";"bleomycine";"_";"sulfaat";"bléomycine";"_";"sulfate";true;false
"00538";"dipyridamol";"dipyridamole";"dipyridamol";"_";"_";"dipyridamole";"_";"_";true;false
"00541";"disulfiram";"disulfirame";"disulfiram";"_";"_";"disulfirame";"_";"_";true;false
"00198";"betamethason dipropionaat";"bétaméthasone dipropionate";"betamethason";"_";"dipropionaat";"bétaméthasone";"_";"dipropionate";true;false
"00202";"betaxolol hydrochloride";"bétaxolol chlorhydrate";"betaxolol";"_";"hydrochloride";"bétaxolol";"_";"chlorhydrate";true;false
"00214";"biotine";"biotine";"biotine";"_";"_";"biotine";"_";"_";true;false
"00226";"boceprevir";"bocéprévir";"boceprevir";"_";"_";"bocéprévir";"_";"_";true;false
"00577";"dutasteride";"dutastéride";"dutasteride";"_";"_";"dutastéride";"_";"_";true;false
"00813";"gelekoortsvirus (levend verzwakt)";"virus de la fièvre jaune (vivants atténués)";"gelekoortsvirus";"levend verzwakt [biologisch, viraal]";"_";"virus de la fièvre jaune";"vivants atténués [biologique, viral]";"_";true;false
"00584";"efedrine hydrochloride";"éphédrine chlorhydrate";"efedrine";"_";"hydrochloride";"éphédrine";"_";"chlorhydrate";true;false
"00165";"barium sulfaat";"baryum sulfate";"barium";"_";"sulfaat";"baryum";"_";"sulfate";true;false
"01525";"rasburicase";"rasburicase";"rasburicase";"[biologisch, biosynthetisch]";"_";"rasburicase";"[biologique, biosynthétique]";"_";true;false
"00222";"bisoxatine acetaat";"bisoxatine acétate";"bisoxatine";"_";"acetaat";"bisoxatine";"_";"acétate";true;false
"00606";"epinastine hydrochloride";"épinastine chlorhydrate";"epinastine";"_";"hydrochloride";"épinastine";"_";"chlorhydrate";true;false
"01932";"dolutegravir";"dolutégravir";"dolutegravir";"_";"_";"dolutégravir";"_";"_";true;false
"00106";"amylase";"amylase";"amylase";"[biologisch, pancreas varken]";"_";"amylase";"[biologique, pancréas de porc]";"_";true;false
"00107";"amylmetacresol";"amylmétacrésol";"amylmetacresol";"_";"_";"amylmétacrésol";"_";"_";true;false
"00101";"amoxicilline";"amoxicilline";"amoxicilline";"trihydraat";"_";"amoxicilline";"trihydraté";"_";true;false
"00251";"bupivacaïne hydrochloride";"bupivacaïne chlorhydrate";"bupivacaïne";"_";"hydrochloride";"bupivacaïne";"_";"chlorhydrate";true;false
"01814";"vardenafil hydrochloride";"vardénafil chlorhydrate";"vardenafil";"trihydraat";"hydrochloride";"vardénafil";"trihydraté";"chlorhydrate";true;false
"00255";"bupropion hydrochloride";"bupropione chlorhydrate";"bupropion";"_";"hydrochloride";"bupropione";"_";"chlorhydrate";true;false
"00261";"butoconazol nitraat";"butoconazole nitrate";"butoconazol";"_";"nitraat";"butoconazole";"_";"nitrate";true;false
"00280";"candesartan cilexetil";"candésartan cilexétil";"candesartan";"_";"cilexetil";"candésartan";"_";"cilexétil";true;false
"00616";"epoprostenol";"époprosténol";"epoprostenol";"_";"_";"époprosténol";"_";"_";true;false
"00640";"estradiol";"estradiol";"estradiol";"hemihydraat";"_";"estradiol";"hémihydraté";"_";true;false
"00650";"ethinylestradiol";"éthinylestradiol";"ethinylestradiol";"_";"_";"éthinylestradiol";"_";"_";true;false
"00652";"ethosuximide";"éthosuximide";"ethosuximide";"_";"_";"éthosuximide";"_";"_";true;false
"00657";"etilefrine";"étiléfrine";"etilefrine";"_";"_";"étiléfrine";"_";"_";true;false
"00661";"etonogestrel";"étonogestrel";"etonogestrel";"_";"_";"étonogestrel";"_";"_";true;false
"00662";"etoposide";"étoposide";"etoposide";"_";"_";"étoposide";"_";"_";true;false
"00663";"etoricoxib";"étoricoxib";"etoricoxib";"_";"_";"étoricoxib";"_";"_";true;false
"00664";"etravirine";"étravirine";"etravirine";"_";"_";"étravirine";"_";"_";true;false
"00667";"everolimus";"évérolimus";"everolimus";"_";"_";"évérolimus";"_";"_";true;false
"00669";"exenatide";"exénatide";"exenatide";"[biologisch]";"_";"exénatide";"[biologique]";"_";true;false
"00677";"factor von Willebrand";"facteur von Willebrand";"factor von Willebrand";"[biologisch, humaan plasma]";"_";"facteur von Willebrand";"[biologique, plasma humain]";"_";true;false
"01711";"tetryzoline";"tétryzoline";"tetryzoline";"_";"_";"tétryzoline";"_";"_";true;false
"01712";"tetryzoline hydrochloride";"tétryzoline chlorhydrate";"tetryzoline";"_";"hydrochloride";"tétryzoline";"_";"chlorhydrate";true;false
"01714";"theofylline";"théophylline";"theofylline";"_";"_";"théophylline";"_";"_";true;false
"01715";"thiamazol";"thiamazol";"thiamazol";"_";"_";"thiamazol";"_";"_";true;false
"01716";"thiamfenicol";"thiamphénicol";"thiamfenicol";"_";"_";"thiamphénicol";"_";"_";true;false
"01720";"thiamine hydrochloride";"thiamine chlorhydrate";"thiamine";"_";"hydrochloride";"thiamine";"_";"chlorhydrate";true;false
"01721";"thiamine nitraat";"thiamine nitrate";"thiamine";"_";"nitraat";"thiamine";"_";"nitrate";true;false
"00687";"fenelzine";"phénelzine";"fenelzine";"_";"_";"phénelzine";"_";"_";true;false
"00688";"fenelzine sulfaat";"phénelzine sulfate";"fenelzine";"_";"sulfaat";"phénelzine";"_";"sulfate";true;false
"00693";"fenofibraat";"fénofibrate";"fenofibraat";"_";"_";"fénofibrate";"_";"_";true;false
"00699";"fenoxymethylpenicilline";"phénoxyméthylpénicilline";"fenoxymethylpenicilline";"_";"_";"phénoxyméthylpénicilline";"_";"_";true;false
"00704";"fenticonazol";"fenticonazole";"fenticonazol";"_";"_";"fenticonazole";"_";"_";true;false
"01726";"thyrotropine alfa";"thyrotropine alfa";"thyrotropine alfa";"[biologisch, biosynthetisch]";"_";"thyrotropine alfa";"[biologique, biosynthétique]";"_";true;false
"01731";"tibolon";"tibolone";"tibolon";"_";"_";"tibolone";"_";"_";true;false
"01732";"ticagrelor";"ticagrélor";"ticagrelor";"_";"_";"ticagrélor";"_";"_";true;false
"00679";"factor XIII";"facteur XIII";"factor XIII";"[biologisch, humaan plasma]";"_";"facteur XIII";"[biologique, plasma humain]";"_";true;false
"01991";"apomorfine";"apomorphine";"apomorfine";"_";"_";"apomorphine";"_";"_";true;false
"01734";"ticlopidine hydrochloride";"ticlopidine chlorhydrate";"ticlopidine";"_";"hydrochloride";"ticlopidine";"_";"chlorhydrate";true;false
"01735";"tigecycline";"tigécycline";"tigecycline";"_";"_";"tigécycline";"_";"_";true;false
"01741";"tinidazol";"tinidazole";"tinidazol";"_";"_";"tinidazole";"_";"_";true;false
"01742";"tinzaparine";"tinzaparine";"tinzaparine";"[biologisch, varken]";"_";"tinzaparine";"[biologique, porc]";"_";true;false
"01743";"tinzaparine natrium";"tinzaparine sodium";"tinzaparine";"[biologisch, varken]";"natrium";"tinzaparine";"[biologique, porc]";"sodium";true;false
"01806";"valganciclovir hydrochloride";"valganciclovir chlorhydrate";"valganciclovir";"_";"hydrochloride";"valganciclovir";"_";"chlorhydrate";true;false
"01749";"tirofiban hydrochloride";"tirofiban chlorhydrate";"tirofiban";"_";"hydrochloride";"tirofiban";"_";"chlorhydrate";true;false
"01750";"titaanoxide";"titane oxyde";"titaanoxide";"_";"_";"titane oxyde";"_";"_";true;false
"01752";"tizanidine hydrochloride";"tizanidine chlorhydrate";"tizanidine";"_";"hydrochloride";"tizanidine";"_";"chlorhydrate";true;false
"01753";"tobramycine";"tobramycine";"tobramycine";"[bacterieel]";"_";"tobramycine";"[bactérien]";"_";true;false
"00708";"fenytoïne";"phénytoïne";"fenytoïne";"_";"_";"phénytoïne";"_";"_";true;false
"00710";"fesoterodine";"fésotérodine";"fesoterodine";"_";"_";"fésotérodine";"_";"_";true;false
"00112";"anetholtrithion";"anétholtrithione";"anetholtrithion";"_";"_";"anétholtrithione";"_";"_";true;false
"00114";"anidulafungine";"anidulafungine";"anidulafungine";"_";"_";"anidulafungine";"_";"_";true;false
"00119";"aprepitant";"aprépitant";"aprepitant";"_";"_";"aprépitant";"_";"_";true;false
"00120";"aprotinine";"aprotinine";"aprotinine";"[biologisch]";"_";"aprotinine";"[biologique]";"_";true;false
"00122";"aripiprazol";"aripiprazole";"aripiprazol";"_";"_";"aripiprazole";"_";"_";true;false
"00124";"arseentrioxide";"arsenic trioxyde";"arseentrioxide";"_";"_";"arsenic trioxyde";"_";"_";true;false
"00298";"carteolol hydrochloride";"cartéolol chlorhydrate";"carteolol";"_";"hydrochloride";"cartéolol";"_";"chlorhydrate";true;false
"00712";"fexofenadine";"fexofénadine";"fexofenadine";"_";"_";"fexofénadine";"_";"_";true;false
"00716";"finasteride";"finastéride";"finasteride";"_";"_";"finastéride";"_";"_";true;false
"00268";"calcipotriol";"calcipotriol";"calcipotriol";"monohydraat";"_";"calcipotriol";"monohydraté";"_";true;false
"01101";"medroxyprogesteron";"médroxyprogestérone";"medroxyprogesteron";"_";"_";"médroxyprogestérone";"_";"_";true;false
"01106";"megestrol";"mégestrol";"megestrol";"_";"_";"mégestrol";"_";"_";true;false
"01759";"tolubalsem";"baume de tolu";"tolubalsem";"[plantaardig]";"_";"baume de tolu";"[végétal]";"_";true;false
"01760";"topiramaat";"topiramate";"topiramaat";"_";"_";"topiramate";"_";"_";true;false
"01761";"topotecan";"topotécan";"topotecan";"_";"_";"topotécan";"_";"_";true;false
"01762";"topotecan hydrochloride";"topotécan chlorhydrate";"topotecan";"_";"hydrochloride";"topotécan";"_";"chlorhydrate";true;false
"00721";"flavonoïden (hesperidine)";"flavonoïdes (hespéridine)";"flavonoïden";"hesperidine [plantaardig]";"_";"flavonoïdes";"hespéridine [végétal]";"_";true;false
"00321";"celiprolol hydrochloride";"céliprolol chlorhydrate";"celiprolol";"_";"hydrochloride";"céliprolol";"_";"chlorhydrate";true;false
"00722";"flavoxaat";"flavoxate";"flavoxaat";"_";"_";"flavoxate";"_";"_";true;false
"00723";"flavoxaat hydrochloride";"flavoxate chlorhydrate";"flavoxaat";"_";"hydrochloride";"flavoxate";"_";"chlorhydrate";true;false
"00724";"flecaïnide";"flécaïnide";"flecaïnide";"_";"_";"flécaïnide";"_";"_";true;false
"00725";"flecaïnide acetaat";"flécaïnide acétate";"flecaïnide";"_";"acetaat";"flécaïnide";"_";"acétate";true;false
"00726";"flucloxacilline";"flucloxacilline";"flucloxacilline";"_";"_";"flucloxacilline";"_";"_";true;false
"01124";"menopauzegonadotrofine (HMG) (FSH 600 IE + LH 600 IE)";"ménotropine (HMG) (FSH 600 UI + LH 600 UI)";"menopauzegonadotrofine (HMG)";"FSH 600 IE + LH 600 IE [biologisch, humane urine]";"_";"ménotropine (HMG)";"FSH 600 UI + LH 600 UI [biologique, urine humaine]";"_";true;false
"01129";"mepivacaïne";"mépivacaïne";"mepivacaïne";"_";"_";"mépivacaïne";"_";"_";true;false
"00327";"cetirizine dihydrochloride";"cétirizine dichlorhydrate";"cetirizine";"_";"dihydrochloride";"cétirizine";"_";"dichlorhydrate";true;false
"00450";"cyclopentolaat";"cyclopentolate";"cyclopentolaat";"_";"_";"cyclopentolate";"_";"_";true;false
"00672";"ezetimibe";"ézétimibe";"ezetimibe";"_";"_";"ézétimibe";"_";"_";true;false
"00692";"fenobarbital";"phénobarbital";"fenobarbital";"_";"_";"phénobarbital";"_";"_";true;false
"00706";"fenylefrine";"phényléphrine";"fenylefrine";"_";"_";"phényléphrine";"_";"_";true;false
"00346";"chloorprocaïne hydrochloride";"chloroprocaïne chlorhydrate";"chloorprocaïne";"_";"hydrochloride";"chloroprocaïne";"_";"chlorhydrate";true;false
"00292";"carbomeer";"carbomère";"carbomeer";"_";"_";"carbomère";"_";"_";true;false
"00295";"carboprost trometamol";"carboprost trométamol";"carboprost";"_";"trometamol";"carboprost";"_";"trométamol";true;false
"00339";"chloorfenamine maleaat";"chlorphénamine maléate";"chloorfenamine";"_";"maleaat";"chlorphénamine";"_";"maléate";true;false
"00341";"chloorhexidine diacetaat";"chlorhexidine diacétate";"chloorhexidine";"_";"diacetaat";"chlorhexidine";"_";"diacétate";true;false
"00349";"chloortetracycline hydrochloride";"chlortétracycline chlorhydrate";"chloortetracycline";"_";"hydrochloride";"chlortétracycline";"_";"chlorhydrate";true;false
"00407";"clomifeen citraat";"clomifène citrate";"clomifeen";"_";"citraat";"clomifène";"_";"citrate";true;false
"00409";"clomipramine hydrochloride";"clomipramine chlorhydrate";"clomipramine";"_";"hydrochloride";"clomipramine";"_";"chlorhydrate";true;false
"00614";"epoëtine bèta";"époétine bêta";"epoëtine bèta";"[biologisch, biosynthetisch]";"_";"époétine bêta";"[biologique, biosynthétique]";"_";true;false
"00615";"epoëtine zèta";"époétine zêta";"epoëtine zèta";"[biologisch, biosynthetisch]";"_";"époétine zêta";"[biologique, biosynthétique]";"_";true;false
"01763";"torasemide";"torasémide";"torasemide";"_";"_";"torasémide";"_";"_";true;false
"00749";"fluoxetine hydrochloride";"fluoxétine chlorhydrate";"fluoxetine";"_";"hydrochloride";"fluoxétine";"_";"chlorhydrate";true;false
