"mppcv";"Stofcv";"ppid";"hyr_";"hyrcv_";"mpcv_";"mppnm_";"ppq";"ppgal";"InRank";"StofNm_";"Dim";"InX";"InQ";"InU";"Add";"InBasQ";"InBasU";"InQ2";"InU2";"Amb";"Hosp"
"1597194";"01522";"1";"CAAAB";"0002535";"22707-612";"Ranitidine EG compr. pellic. (séc.) 56x 300mg";0;"compr. pellic. (séc.)";1;"ranitidine";"_";"_";300.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2542462";"00019";"1";"BAAAB";"0006460";"2147-1800";"Asaflow compr. gastro-résist. 112x 80mg";0;"compr. gastro-résist.";1;"acide acétylsalicylique";"_";"_";80.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1589183";"01056";"1";"AGAE";"0000943";"29975-1529";"Zestril (PIP) compr. 56x 20mg";0;"compr.";1;"lisinopril";"_";"_";20.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"0083063";"01432";"1";"LAAAA";"0011270";"12898-2097";"Imovax Polio susp. inj. [ser. préremplie] 1x0,5ml";0;"susp. inj. i.m./s.c. [ser. préremplie]";1;"virus de la poliomyélite types I, II, III (inactivés)";"_";"_";0.0000;"_";"_";0.0000;"_";0.0000;"_";true;false
"1342617";"01004";"1";"CECAB";"0003061";"14365-612";"Lactulose EG sirop sol. 500ml 3,35g/5ml";0;"sirop sol.";1;"lactulose";"_";"_";3.3500;"g";"/";5.0000;"ml";0.0000;"_";true;false
"0057604";"01112";"1";"PCA";"0015248";"17202-1164";"Minhavez 0,015/1 collyre sol. 15ml";0;"collyre sol.";1;"Melissa officinalis (composé alcoolat)";"_";"_";0.0150;"ml";"/";1.0000;"ml";0.0000;"_";true;false
"0057604";"01225";"1";"PCA";"0015248";"17202-1164";"Minhavez 0,015/1 collyre sol. 15ml";0;"collyre sol.";2;"naphazoline nitrate";"_";"_";1.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"1349307";"00758";"1";"QCBCBC";"0025767";"10488-828";"Flixonase Aqua susp. spray nas. 150dos. 50µg/1dos.";0;"susp. spray nas.";1;"fluticasone propionate";"_";"_";50.0000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"1349422";"01415";"1";"AJD";"0001479";"21501-612";"Piracetam EG compr. pellic. (séc.) 56x 1,2g";0;"compr. pellic. (séc.)";1;"piracétam";"_";"_";1.2000;"g";"_";0.0000;"_";0.0000;"_";true;false
"1349273";"01860";"1";"JIAAG";"0009233";"30353-257";"Zomig compr. pellic. 12x 2,5mg";0;"compr. pellic.";1;"zolmitriptan";"_";"_";2.5000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2765006";"01397";"1";"AADE";"0000158";"6601-1529";"Coveram (PIP) 5/5 compr. 90x";0;"compr.";1;"périndopril arginine";"_";"_";5.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2765006";"00094";"1";"AADE";"0000158";"6601-1529";"Coveram (PIP) 5/5 compr. 90x";0;"compr.";2;"amlodipine";"_";"_";5.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1414390";"01522";"1";"CAAAB";"0002535";"22707-612";"Ranitidine EG compr. pellic. (séc.) 56x 150mg";0;"compr. pellic. (séc.)";1;"ranitidine";"_";"_";150.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2765022";"00094";"1";"AADE";"0000158";"6601-1529";"Coveram (PIP) 10/5 compr. 90x";0;"compr.";2;"amlodipine";"_";"_";5.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1349505";"00456";"1";"MBCC";"0012849";"6908-1446";"Cytosar sol. inj./perf. à diluer i.v. Cytosafe [flac.] 1x 1g/10ml";0;"sol. inj./perf. à diluer i.v. Cytosafe [flac.]";1;"cytarabine";"_";"_";1.0000;"g";"/";10.0000;"ml";0.0000;"_";true;false
"1349497";"00456";"1";"MBCC";"0012849";"6908-1446";"Cytosar sol. inj./perf. à diluer i.v. Cytosafe [flac.] 1x 2g/20ml";0;"sol. inj./perf. à diluer i.v. Cytosafe [flac.]";1;"cytarabine";"_";"_";2.0000;"g";"/";20.0000;"ml";0.0000;"_";true;false
"1349430";"01415";"1";"AJD";"0001479";"21501-612";"Piracetam EG compr. pellic. (séc.) 112x 1,2g";0;"compr. pellic. (séc.)";1;"piracétam";"_";"_";1.2000;"g";"_";0.0000;"_";0.0000;"_";true;false
"1360155";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal compr. lib. prol. Retard 20x 200mg";0;"compr. lib. prol. Retard";1;"tramadol chlorhydrate";"_";"_";200.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2246544";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal compr. lib. prol. Retard 60x 200mg";0;"compr. lib. prol. Retard";1;"tramadol chlorhydrate";"_";"_";200.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2246577";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal compr. lib. prol. Retard 60x 150mg";0;"compr. lib. prol. Retard";1;"tramadol chlorhydrate";"_";"_";150.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1360148";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal compr. lib. prol. Retard 20x 150mg";0;"compr. lib. prol. Retard";1;"tramadol chlorhydrate";"_";"_";150.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"0025635";"00451";"1";"PDB";"0015271";"6809-273";"Cyclopentolate chlorhydrate Minims collyre sol. (unidose) 20x 2,5mg/0,5ml";0;"collyre sol. (unidose) [sans cons.]";1;"cyclopentolate chlorhydrate";"_";"_";2.5000;"mg";"/";0.5000;"ml";0.0000;"_";true;false
"2536225";"01004";"1";"CECAB";"0003061";"14407-1818";"Lactulose Teva sirop sol. 300ml 3,1g/5ml";0;"sirop sol.";1;"lactulose";"_";"_";3.1000;"g";"/";5.0000;"ml";0.0000;"_";true;false
"1711902";"01049";"1";"RBD";"0021006";"31435-2337";"Xogel 50/1,5 gel Adulte 50g";0;"gel gingiv./oromuq. Adulte";1;"lidocaïne";"_";"_";50.0000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"1711902";"00328";"1";"RBD";"0021006";"31435-2337";"Xogel 50/1,5 gel Adulte 50g";0;"gel gingiv./oromuq. Adulte";2;"cétrimide";"_";"_";1.5000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"1613843";"01990";"1";"OMAA";"0014738";"28035-1917";"Urgosorb pansement 16x (10x10cm)";0;"pansement";1;"pas de principes actifs";"10 x 10 cm";"_";0.0000;"_";"_";0.0000;"_";0.0000;"_";true;false
"1711910";"01049";"1";"RBD";"0021006";"31435-2337";"Xogel 50/1,5 gel Enfants 50g";0;"gel gingiv./oromuq. Enfants";1;"lidocaïne";"_";"_";50.0000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"1711910";"00328";"1";"RBD";"0021006";"31435-2337";"Xogel 50/1,5 gel Enfants 50g";0;"gel gingiv./oromuq. Enfants";2;"cétrimide";"_";"_";1.5000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"2246551";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal compr. lib. prol. Retard 60x 100mg";0;"compr. lib. prol. Retard";1;"tramadol chlorhydrate";"_";"_";100.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1349513";"00456";"1";"MBCC";"0012849";"6908-1446";"Cytosar sol. inj./perf. Cytosafe [flac.] 1x 100mg/5ml";0;"sol. inj./perf. i.v./s.c./i.théc. Cytosafe [flac.]";1;"cytarabine";"_";"_";100.0000;"mg";"/";5.0000;"ml";0.0000;"_";true;false
"1360130";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal compr. lib. prol. Retard 30x 100mg";0;"compr. lib. prol. Retard";1;"tramadol chlorhydrate";"_";"_";100.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1378488";"00640";"1";"FCABA";"0005611";"10066-1818";"Feminova dispositif transderm. 12x 50µg/24h";0;"dispositif transderm.";1;"estradiol";"_";"_";50.0000;"µg";"/";24.0000;"h";0.0000;"_";true;false
"1063809";"00343";"1";"ODA";"0014407";"18671-1487";"Nestosyl 10/10/100 pommade 30g";0;"pommade";1;"chlorhexidine chlorhydrate";"_";"_";10.0000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"1063809";"01445";"1";"ODA";"0014407";"18671-1487";"Nestosyl 10/10/100 pommade 30g";0;"pommade";2;"pramocaïne chlorhydrate";"_";"_";10.0000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"1063809";"01855";"1";"ODA";"0014407";"18671-1487";"Nestosyl 10/10/100 pommade 30g";0;"pommade";3;"zinc oxyde";"_";"_";100.0000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"1337419";"00217";"1";"CEDBA";"0003210";"3368-1818";"Bisacodyl Teva compr. gastro-résist. 30x 10mg";0;"compr. gastro-résist.";1;"bisacodyl";"_";"_";10.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2200343";"00375";"1";"ALBB";"0001628";"5322-1289";"Ciprofibrate Mylan gél. 30x 100mg";0;"gél.";1;"ciprofibrate";"_";"_";100.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"0615203";"01100";"1";"LDABG";"0012492";"695-1552";"Agyrax compr. (séc.) 50x 25mg";0;"compr. (séc.)";1;"méclozine dichlorhydrate";"_";"_";25.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2574986";"00217";"1";"CEDBA";"0003210";"3376-1305";"Bisolax compr. gastro-résist. 40x 5mg";0;"compr. gastro-résist.";1;"bisacodyl";"_";"_";5.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1350453";"00578";"1";"FFAA";"0005942";"8516-2386";"Duphaston compr. pellic. (séc.) 42x 10mg";0;"compr. pellic. (séc.)";1;"dydrogestérone";"_";"_";10.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1351394";"00767";"1";"NBGA";"0013565";"10975-968";"Folavit compr. (séc.) 40x 4mg";0;"compr. (séc.)";1;"acide folique";"_";"_";4.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1402270";"00791";"1";"OBEA";"0014332";"11270-1040";"Fucidin Hydrocortisone 20/10 crème 15g";0;"crème";1;"acide fusidique";"_";"_";20.0000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"1402270";"00868";"1";"OBEA";"0014332";"11270-1040";"Fucidin Hydrocortisone 20/10 crème 15g";0;"crème";3;"hydrocortisone acétate";"_";"_";10.0000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"2547958";"00888";"1";"IAABB";"0006866";"19471-1610";"Nurofen compr. enr. 30x 400mg";0;"compr. enr.";1;"ibuprofène";"_";"_";400.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3181229";"00888";"1";"IAABB";"0006866";"19471-1610";"Nurofen compr. enr. Enfants 24x 200mg";0;"compr. enr. Enfants";1;"ibuprofène";"_";"_";200.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1527530";"01990";"1";"OMAA";"0014738";"24901-2279";"Sorbalgon mèche T 3x (2x30cm)";0;"mèche T";1;"pas de principes actifs";"2 x 30 cm";"_";0.0000;"_";"_";0.0000;"_";0.0000;"_";true;false
"1639772";"01522";"1";"CAAAB";"0002535";"22715-1289";"Ranitidine Mylan compr. pellic. 100x 150mg";0;"compr. pellic.";1;"ranitidine";"_";"_";150.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1351402";"00343";"1";"QDAA";"0016014";"1768-968";"Angiocine 5/1,5 past. orophar. 24x";0;"past. orophar.";1;"chlorhexidine chlorhydrate";"_";"_";5.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1351402";"02099";"1";"QDAA";"0016014";"1768-968";"Angiocine 5/1,5 past. orophar. 24x";0;"past. orophar.";2;"lidocaïne chlorhydrate";"_";"_";1.5000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1354406";"00772";"1";"DAABA";"0003590";"20438-257";"Oxis poudre inhal. (unidose) Turbohaler 60dos. 6µg/1dos.";0;"poudre inhal. (unidose) Turbohaler";1;"formotérol fumarate";"_";"_";6.0000;"µg";"/";1.0000;"dos.";0.0000;"_";true;false
"1713056";"00660";"1";"RAAA";"0019091";"9597-265";"Etomidate-Lipuro émuls. inj. i.v. [amp.] 10x 20mg/10ml";0;"émuls. inj. i.v. [amp.]";1;"étomidate";"_";"_";20.0000;"mg";"/";10.0000;"ml";0.0000;"_";true;false
"1385566";"00960";"1";"KBCB";"0010470";"25098-935";"Sporanox sirop sol. 150ml 50mg/5ml";0;"sirop sol.";1;"itraconazole";"_";"_";50.0000;"mg";"/";5.0000;"ml";0.0000;"_";true;false
"1411925";"00713";"1";"LDAAE";"0012443";"26146-2097";"Telfast compr. 20x 180mg";0;"compr.";1;"fexofénadine chlorhydrate";"_";"_";180.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2051928";"01180";"1";"OACC";"0014076";"7039-943";"Daktarin poudre spray cut. 8g 20mg/1g";0;"poudre spray cut.";1;"miconazole nitrate";"_";"_";20.0000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"1414853";"01615";"1";"ALAE";"0001594";"30114-1263";"Zocor compr. pellic. 28x 40mg";0;"compr. pellic.";1;"simvastatine";"_";"_";40.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1381458";"00280";"1";"AGBA";"0001008";"2261-257";"Atacand compr. (séc.) 28x 16mg";0;"compr. (séc.)";1;"candésartan cilexétil";"_";"_";16.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"0056887";"00549";"1";"CDAB";"0002857";"17814-943";"Motilium susp. 200ml 5mg/5ml";0;"susp.";1;"dompéridone";"_";"_";5.0000;"mg";"/";5.0000;"ml";0.0000;"_";true;false
"1693829";"02005";"1";"QCBAA";"0015834";"21402-1602";"Physiologicasol sol. irrig. (unidose) 30x 405mg/45ml";0;"sol. irrig. cut./nas./opht. (unidose)";1;"chlorure sodium";"_";"_";405.0000;"mg";"/";45.0000;"ml";0.0000;"_";true;false
"1381466";"00280";"1";"AGBA";"0001008";"2261-257";"Atacand compr. (séc.) 28x 8mg";0;"compr. (séc.)";1;"candésartan cilexétil";"_";"_";8.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1721125";"00280";"1";"AGBA";"0001008";"2261-257";"Atacand compr. (séc.) 98x 16mg";0;"compr. (séc.)";1;"candésartan cilexétil";"_";"_";16.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1721141";"00280";"1";"AGBA";"0001008";"2261-257";"Atacand compr. (séc.) 98x 8mg";0;"compr. (séc.)";1;"candésartan cilexétil";"_";"_";8.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1070366";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal gtts sol. (flac. compte-gouttes) 3x10ml 100mg/1ml";0;"gtts sol. (flac. compte-gouttes)";1;"tramadol chlorhydrate";"_";"_";100.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"1328103";"02099";"1";"QDAA";"0016014";"27789-1164";"Tyrothricine-Lidocaine 2/1 compr. à sucer orophar. Citron 48x";0;"compr. à sucer orophar. Citron";1;"lidocaïne chlorhydrate";"_";"_";2.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1328103";"01795";"1";"QDAA";"0016014";"27789-1164";"Tyrothricine-Lidocaine 2/1 compr. à sucer orophar. Citron 48x";0;"compr. à sucer orophar. Citron";2;"tyrothricine";"_";"_";1.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1394360";"00431";"1";"DBAA";"0003905";"3723-1602";"Bromophar sirop sol. 180ml 3,1mg/5ml";0;"sirop sol.";1;"codéine phosphate";"_";"_";3.1000;"mg";"/";5.0000;"ml";0.0000;"_";true;false
"1394352";"00431";"1";"DBAA";"0003905";"27110-1602";"Toularynx Codeini sirop sol. 180ml 3,7mg/5ml";0;"sirop sol.";1;"codéine phosphate";"_";"_";3.7000;"mg";"/";5.0000;"ml";0.0000;"_";true;false
"1070358";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal gtts sol. (flac. compte-gouttes) 1x10ml 100mg/1ml";0;"gtts sol. (flac. compte-gouttes)";1;"tramadol chlorhydrate";"_";"_";100.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"1356641";"01760";"1";"JGADA";"0008797";"26989-935";"Topamax compr. pellic. 60x 100mg";0;"compr. pellic.";1;"topiramate";"_";"_";100.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1356880";"00343";"1";"OAAC";"0013813";"2253-1552";"Astrexine poudre cut. 30g 5mg/1g";0;"poudre cut.";1;"chlorhexidine chlorhydrate";"_";"_";5.0000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"1356625";"01760";"1";"JGADA";"0008797";"26989-935";"Topamax compr. pellic. 60x 25mg";0;"compr. pellic.";1;"topiramate";"_";"_";25.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1356633";"01760";"1";"JGADA";"0008797";"26989-935";"Topamax compr. pellic. 60x 50mg";0;"compr. pellic.";1;"topiramate";"_";"_";50.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1358365";"01777";"1";"MHA";"0013243";"28696-448";"Vesanoid caps. molle 100x 10mg";0;"caps. molle";1;"trétinoïne";"_";"_";10.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2556264";"00888";"1";"IAABB";"0006866";"19471-1610";"Nurofen sirop susp. (sans sucre) Rouge Enfants 200ml 100mg/5ml";0;"sirop susp. (sans sucre) Rouge Enfants";1;"ibuprofène";"_";"_";100.0000;"mg";"/";5.0000;"ml";0.0000;"_";true;false
"1358399";"00072";"1";"CABA";"0002634";"16121-2097";"Maalox Antacid 600/400 compr. à croquer Forte 40x";0;"compr. à croquer Forte";1;"aluminium oxyde";"_";"_";600.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1358399";"01084";"1";"CABA";"0002634";"16121-2097";"Maalox Antacid 600/400 compr. à croquer Forte 40x";0;"compr. à croquer Forte";2;"magnésium hydroxyde";"_";"_";400.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"3021433";"00888";"1";"IAABB";"0006866";"12724-612";"Ibuprofen EG compr. enr. 30x 200mg";0;"compr. enr.";1;"ibuprofène";"_";"_";200.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1559665";"01282";"1";"FFAA";"0005942";"16022-1818";"Lutenyl compr. (séc.) 30x 5mg";0;"compr. (séc.)";1;"nomégestrol acétate";"_";"_";5.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1396118";"00237";"1";"PECA";"0015412";"1198-166";"Alphagan collyre sol. 1x5ml 2mg/1ml";0;"collyre sol.";1;"brimonidine tartrate";"_";"_";2.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"1403401";"01401";"1";"CEDBC";"0003236";"8417-372";"Dulcolax Picosulphate caps. molle 50x 2,5mg";0;"caps. molle";1;"picosulfate sodium";"_";"_";2.5000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2137925";"00029";"1";"OEDA";"0014514";"7708-745";"Differin crème 60g 1mg/1g";0;"crème";1;"adapalène";"_";"_";1.0000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"2678498";"01282";"1";"FFAA";"0005942";"16022-1818";"Lutenyl compr. (séc.) 90x 5mg";0;"compr. (séc.)";1;"nomégestrol acétate";"_";"_";5.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1445709";"00074";"1";"CBA";"0002675";"25007-1115";"Spasmine gél. 40x 60mg";0;"gél.";1;"alvérine citrate";"_";"_";60.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2204204";"00358";"1";"FEBB";"0026062";"5215-661";"Choragon sol. inj. (pdr+solv.) i.m. [2x amp.] 3x 5000UI";0;"sol. inj. (pdr + solv.) i.m. [2x amp.]";1;"gonadotrophine chorionique (HCG)";"_";"_";5000.0000;"UI";"_";0.0000;"_";0.0000;"_";true;false
"1395060";"01301";"1";"EEEB";"0017707";"23986-1347";"Sandostatine susp. inj. lib. prol. (pdr+solv.) i.m. L.A.R. [flac.+ser. préremplie] 1x 20mg";0;"susp. inj. lib. prol. (pdr + solv.) i.m. L.A.R. [flac. + ser. préremplie]";1;"octréotide";"_";"_";20.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1390558";"01758";"1";"GAAH";"0006130";"7468-1446";"Detrusitol compr. pellic. 56x 2mg";0;"compr. pellic.";1;"toltérodine tartrate";"_";"_";2.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"0819557";"00342";"1";"QDBA";"0016030";"6551-828";"Corsodyl sol. spray orophar. 60ml 2mg/1ml";0;"sol. spray orophar.";1;"chlorhexidine digluconate";"_";"_";2.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"1686690";"01990";"1";"OMEA";"0014811";"26740-851";"Tielle pansement Sacrum 5x (18x18cm)";0;"pansement Sacrum";1;"pas de principes actifs";"18 x 18 cm";"_";0.0000;"_";"_";0.0000;"_";0.0000;"_";true;false
"1358449";"01467";"1";"FFCA";"0005983";"6684-1693";"Crinone gel vag. (unidose) 15x 90mg/1,125g";0;"gel vag. (unidose)";1;"progestérone (micronisé)";"_";"_";90.0000;"mg";"/";1.1250;"g";0.0000;"_";true;false
"2662161";"00646";"1";"LCBQC";"0025833";"9076-1446";"Enbrel sol. inj. s.c. [stylo prérempli] 4x 50mg/1ml";0;"sol. inj. s.c. [stylo prérempli]";1;"étanercept";"_";"_";50.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"0040402";"00402";"1";"OBCA";"0014290";"9688-828";"Eumovate pommade 30g 0,5mg/1g";0;"pommade";1;"clobétasone butyrate";"_";"_";0.5000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"1359728";"01295";"1";"DBAE";"0003954";"19281-968";"Noscaflex compr. 20x 15mg";0;"compr.";1;"noscapine";"_";"_";15.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2441236";"01317";"1";"CDBB";"0002931";"20016-711";"Ondansetron Fresenius Kabi sol. inj./perf. i.v. [amp.] 5x 8mg/4ml";0;"sol. inj./perf. i.v. [amp.]";1;"ondansétron";"_";"_";8.0000;"mg";"/";4.0000;"ml";0.0000;"_";true;false
"1272665";"00853";"1";"LACCA";"0011379";"27748-828";"Twinrix 720/20 susp. inj. [ser. préremplie] 1x1ml";0;"susp. inj. i.m./s.c. [ser. préremplie]";1;"virus de l'hépatite A (inactivés)";"_";"_";720.0000;"U.Elisa";"/";1.0000;"ml";0.0000;"_";true;false
"1272665";"00855";"1";"LACCA";"0011379";"27748-828";"Twinrix 720/20 susp. inj. [ser. préremplie] 1x1ml";0;"susp. inj. i.m./s.c. [ser. préremplie]";2;"virus de l'hépatite B (antigènes de surface)";"_";"_";20.0000;"µg";"/";1.0000;"ml";0.0000;"_";true;false
"0107235";"00101";"1";"KAAACB";"0009530";"5579-828";"Clamoxyl gél. 16x 500mg";0;"gél.";1;"amoxicilline";"_";"_";500.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1390327";"00529";"1";"AFCA";"0000869";"22095-1743";"Progor gél. lib. prol. 28x 360mg";0;"gél. lib. prol.";1;"diltiazem chlorhydrate";"_";"_";360.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1418532";"01205";"1";"DAFA";"0003806";"24679-1263";"Singulair compr. pellic. 28x 10mg";0;"compr. pellic.";1;"montélukast";"_";"_";10.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"2553030";"00529";"1";"AFCA";"0000869";"22095-1743";"Progor gél. lib. prol. 56x 240mg";0;"gél. lib. prol.";1;"diltiazem chlorhydrate";"_";"_";240.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1370659";"01257";"1";"KDCACC";"0011023";"28977-372";"Viramune compr. (séc.) 60x 200mg";0;"compr. (séc.)";1;"névirapine";"_";"_";200.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1588144";"01629";"1";"CEGA";"0003251";"17038-943";"Microlax 625/90/9 sol. rect. 12x5ml";0;"sol. rect.";1;"sorbitol";"_";"_";625.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"1588144";"00388";"1";"CEGA";"0003251";"17038-943";"Microlax 625/90/9 sol. rect. 12x5ml";0;"sol. rect.";2;"citrate sodium";"_";"_";90.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"1588144";"01018";"1";"CEGA";"0003251";"17038-943";"Microlax 625/90/9 sol. rect. 12x5ml";0;"sol. rect.";3;"laurylsulfoacétate sodium";"_";"_";9.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"1390301";"00529";"1";"AFCA";"0000869";"22095-1743";"Progor gél. lib. prol. 28x 180mg";0;"gél. lib. prol.";1;"diltiazem chlorhydrate";"_";"_";180.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1390319";"00529";"1";"AFCA";"0000869";"22095-1743";"Progor gél. lib. prol. 28x 240mg";0;"gél. lib. prol.";1;"diltiazem chlorhydrate";"_";"_";240.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1390335";"00529";"1";"AFCA";"0000869";"22095-1743";"Progor gél. lib. prol. 28x 120mg";0;"gél. lib. prol.";1;"diltiazem chlorhydrate";"_";"_";120.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1405232";"00611";"1";"MCAC";"0012963";"9951-1446";"Farmorubicine sol. perf./instill. CytoVial [flac.] 1x 50mg/25ml";0;"sol. perf./instill. i.v./i.vésic. CytoVial [flac.]";1;"épirubicine chlorhydrate";"_";"_";50.0000;"mg";"/";25.0000;"ml";0.0000;"_";true;false
"2159291";"00529";"1";"AFCA";"0000869";"22095-1743";"Progor gél. lib. prol. 56x 180mg";0;"gél. lib. prol.";1;"diltiazem chlorhydrate";"_";"_";180.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1389303";"00019";"1";"BAACB";"0001925";"679-372";"Aggrenox 25/200 gél. lib. modif. 60x";0;"gél. lib. modif.";1;"acide acétylsalicylique";"_";"_";25.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1389303";"00538";"1";"BAACB";"0001925";"679-372";"Aggrenox 25/200 gél. lib. modif. 60x";0;"gél. lib. modif.";2;"dipyridamole";"_";"_";200.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
"1360429";"00747";"1";"MBCE";"0012823";"10868-1446";"Fluroblastine sol. inj./perf. i.v. [flac.] 1x 1g/20ml";0;"sol. inj./perf. i.v. [flac.]";1;"fluorouracil";"_";"_";1.0000;"g";"/";20.0000;"ml";0.0000;"_";true;false
"1531524";"00462";"1";"MADB";"0017095";"6957-1818";"Dacarbazine Medac sol. inj./perf. (pdr) i.v. [flac.] 1x 1g";0;"sol. inj./perf. (pdr) i.v. [flac.]";1;"dacarbazine";"_";"_";1.0000;"g";"_";0.0000;"_";0.0000;"_";true;false
"1554583";"01847";"1";"QCBBD";"0015891";"18424-943";"Nasasinutab sol. spray nas. 10ml 1mg/1ml";0;"sol. spray nas.";1;"xylométazoline chlorhydrate";"_";"_";1.0000;"mg";"/";1.0000;"ml";0.0000;"_";true;false
"1361161";"00888";"1";"IABAA";"0007054";"12765-1818";"Ibuprofen Teva gel transderm. local 50g 50mg/1g";0;"gel transderm. local";1;"ibuprofène";"_";"_";50.0000;"mg";"/";1.0000;"g";0.0000;"_";true;false
"1361542";"00138";"1";"ALAA";"0001552";"15396-1446";"Lipitor compr. pellic. 84x 20mg";0;"compr. pellic.";1;"atorvastatine";"_";"_";20.0000;"mg";"_";0.0000;"_";0.0000;"_";true;false
