"Mppcv";"Mppnm_";"Link2MPG";"Link2PVT"
"2159432";"Eludril gorgeldrank/mondspoeling 200 ml 5 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=34660";"http://www.bcfi.be/nl/contents/jump?amppid=34660&view=pvt"
"1777101";"Simvastatine Mylan filmomh. tabl. (deelb.) 56 x 40 mg";"http://www.bcfi.be/nl/contents/jump?amppid=30726";"http://www.bcfi.be/nl/contents/jump?amppid=30726&view=pvt"
"1777119";"Simvastatine Mylan filmomh. tabl. (deelb.) 98 x 40 mg";"http://www.bcfi.be/nl/contents/jump?amppid=30734";"http://www.bcfi.be/nl/contents/jump?amppid=30734&view=pvt"
"2164119";"Clarithromycine Mylan filmomh. tabl. 20 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=34892";"http://www.bcfi.be/nl/contents/jump?amppid=34892&view=pvt"
"2164127";"Clarithromycine Mylan filmomh. tabl. 14 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=34900";"http://www.bcfi.be/nl/contents/jump?amppid=34900&view=pvt"
"2767887";"Norditropin inj. oploss. s.c. Nordiflex [voorgev. pen] 1 x 15 mg / 1,5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=61770";"http://www.bcfi.be/nl/contents/jump?amppid=61770&view=pvt"
"2185502";"Euphon siroop oploss. 200 ml 27,5 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=35485";"http://www.bcfi.be/nl/contents/jump?amppid=35485&view=pvt"
"1777093";"Simvastatine Mylan filmomh. tabl. (deelb.) 28 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=30718";"http://www.bcfi.be/nl/contents/jump?amppid=30718&view=pvt"
"1777127";"Simvastatine Mylan filmomh. tabl. (deelb.) 84 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=30742";"http://www.bcfi.be/nl/contents/jump?amppid=30742&view=pvt"
"2664225";"Rhinosinutab 120/5 tabl. verl. afgifte 14 x";"http://www.bcfi.be/nl/contents/jump?amppid=52969";"http://www.bcfi.be/nl/contents/jump?amppid=52969&view=pvt"
"2141034";"Naropin 5 mg / 1 ml inj. oploss. i.thec. [amp.] 5 x 50 mg / 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=34207";"http://www.bcfi.be/nl/contents/jump?amppid=34207&view=pvt"
"2207058";"Nuso-San nas. spray oploss. Menthol 10 ml 1 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=36277";"http://www.bcfi.be/nl/contents/jump?amppid=36277&view=pvt"
"2208593";"Reyataz harde caps. 60 x 200 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36293";"http://www.bcfi.be/nl/contents/jump?amppid=36293&view=pvt"
"2237220";"Abilify tabl. 28 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=37481";"http://www.bcfi.be/nl/contents/jump?amppid=37481&view=pvt"
"3255684";"Abilify tabl. 98 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=127530";"http://www.bcfi.be/nl/contents/jump?amppid=127530&view=pvt"
"2208585";"Reyataz harde caps. 60 x 150 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36285";"http://www.bcfi.be/nl/contents/jump?amppid=36285&view=pvt"
"2231256";"Tachosil 5,5/2 epilaes. medic. spons 1 x (9,5 x 4,8 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=124891";"http://www.bcfi.be/nl/contents/jump?amppid=124891&view=pvt"
"2231249";"Tachosil 5,5/2 epilaes. medic. spons 2 x (4,8 x 4,8 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=124883";"http://www.bcfi.be/nl/contents/jump?amppid=124883&view=pvt"
"2231231";"Tachosil 5,5/2 epilaes. medic. spons 1 x (3 x 2,5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=124875";"http://www.bcfi.be/nl/contents/jump?amppid=124875&view=pvt"
"3414133";"Bipressil 5/5 filmomh. tabl. (deelb.) 90 x";"http://www.bcfi.be/nl/contents/jump?amppid=137505";"http://www.bcfi.be/nl/contents/jump?amppid=137505&view=pvt"
"2202364";"Amoxicilline Sandoz disp. tabl. (deelb.) 30 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36111";"http://www.bcfi.be/nl/contents/jump?amppid=36111&view=pvt"
"2202372";"Amoxicilline Sandoz disp. tabl. (deelb.) 20 x 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=36129";"http://www.bcfi.be/nl/contents/jump?amppid=36129&view=pvt"
"2697670";"Amoxicilline Sandoz disp. tabl. (deelb.) 24 x 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=54908";"http://www.bcfi.be/nl/contents/jump?amppid=54908&view=pvt"
"1525518";"Amoxicilline Sandoz disp. tabl. (deelb.) 8 x 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=23051";"http://www.bcfi.be/nl/contents/jump?amppid=23051&view=pvt"
"2224277";"Sertraline EG filmomh. tabl. (deelb.) 30 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=37010";"http://www.bcfi.be/nl/contents/jump?amppid=37010&view=pvt"
"2224285";"Sertraline EG filmomh. tabl. (deelb.) 60 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=37028";"http://www.bcfi.be/nl/contents/jump?amppid=37028&view=pvt"
"2224293";"Sertraline EG filmomh. tabl. (deelb.) 30 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=37036";"http://www.bcfi.be/nl/contents/jump?amppid=37036&view=pvt"
"2224301";"Sertraline EG filmomh. tabl. (deelb.) 60 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=37044";"http://www.bcfi.be/nl/contents/jump?amppid=37044&view=pvt"
"2232973";"Daphne 2/0,035 omh. tabl. 6 x 21";"http://www.bcfi.be/nl/contents/jump?amppid=37374";"http://www.bcfi.be/nl/contents/jump?amppid=37374&view=pvt"
"2237246";"Abilify tabl. 28 x 30 mg";"http://www.bcfi.be/nl/contents/jump?amppid=37507";"http://www.bcfi.be/nl/contents/jump?amppid=37507&view=pvt"
"2394062";"Daphne 2/0,035 omh. tabl. 13 x 21";"http://www.bcfi.be/nl/contents/jump?amppid=41988";"http://www.bcfi.be/nl/contents/jump?amppid=41988&view=pvt"
"2554103";"Sertraline EG filmomh. tabl. (deelb.) 100 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47142";"http://www.bcfi.be/nl/contents/jump?amppid=47142&view=pvt"
"1791078";"Fluconazole Sandoz harde caps. 1 x 150 mg";"http://www.bcfi.be/nl/contents/jump?amppid=31013";"http://www.bcfi.be/nl/contents/jump?amppid=31013&view=pvt"
"2084390";"Neorecormon inj. oploss. i.v./s.c. [voorgev. spuit] 4 x 30 000 IE / 0,6 ml";"http://www.bcfi.be/nl/contents/jump?amppid=32714";"http://www.bcfi.be/nl/contents/jump?amppid=32714&view=pvt"
"1791128";"Fluconazole Sandoz harde caps. 10 x 200 mg";"http://www.bcfi.be/nl/contents/jump?amppid=31039";"http://www.bcfi.be/nl/contents/jump?amppid=31039&view=pvt"
"2064566";"Fluconazole Sandoz harde caps. 20 x 200 mg";"http://www.bcfi.be/nl/contents/jump?amppid=31963";"http://www.bcfi.be/nl/contents/jump?amppid=31963&view=pvt"
"2171247";"Solian oploss. 60 ml 100 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=35071";"http://www.bcfi.be/nl/contents/jump?amppid=35071&view=pvt"
"2202331";"Pravastatine Sandoz tabl. (deelb.) 98 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36087";"http://www.bcfi.be/nl/contents/jump?amppid=36087&view=pvt"
"2202349";"Pravastatine Sandoz tabl. (deelb.) 28 x 40 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36095";"http://www.bcfi.be/nl/contents/jump?amppid=36095&view=pvt"
"2202356";"Pravastatine Sandoz tabl. (deelb.) 98 x 40 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36103";"http://www.bcfi.be/nl/contents/jump?amppid=36103&view=pvt"
"2139624";"Velcade inj. oploss. (pdr.) i.v./s.c. [flac.] 1 x 3,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=34090";"http://www.bcfi.be/nl/contents/jump?amppid=34090&view=pvt"
"2285575";"Dukoral susp. (susp. + bruisgran.) 2 x 1 dos.";"http://www.bcfi.be/nl/contents/jump?amppid=38760";"http://www.bcfi.be/nl/contents/jump?amppid=38760&view=pvt"
"2476430";"Lysodren tabl. (deelb.) 100 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=44891";"http://www.bcfi.be/nl/contents/jump?amppid=44891&view=pvt"
"2876555";"Litak inj. oploss. s.c. [flac.] 1 x 10 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=59915";"http://www.bcfi.be/nl/contents/jump?amppid=59915&view=pvt"
"2249449";"Levemir inj. oploss. s.c. FlexPen [voorgev. pen] 5 x 3 ml 100 E / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=37747";"http://www.bcfi.be/nl/contents/jump?amppid=37747&view=pvt"
"2158954";"Kentera transderm. pleister 8 x 3,9 mg / 24 u";"http://www.bcfi.be/nl/contents/jump?amppid=34603";"http://www.bcfi.be/nl/contents/jump?amppid=34603&view=pvt"
"2158947";"Kentera transderm. pleister 24 x 3,9 mg / 24 u";"http://www.bcfi.be/nl/contents/jump?amppid=34595";"http://www.bcfi.be/nl/contents/jump?amppid=34595&view=pvt"
"2242634";"Gonal-F inj. oploss. s.c. [voorgev. pen] 1 x 300 IE / 0,5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=37549";"http://www.bcfi.be/nl/contents/jump?amppid=37549&view=pvt"
"2242642";"Gonal-F inj. oploss. s.c. [voorgev. pen] 1 x 450 IE / 0,75 ml";"http://www.bcfi.be/nl/contents/jump?amppid=37556";"http://www.bcfi.be/nl/contents/jump?amppid=37556&view=pvt"
"2242659";"Gonal-F inj. oploss. s.c. [voorgev. pen] 1 x 900 IE / 1,5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=37564";"http://www.bcfi.be/nl/contents/jump?amppid=37564&view=pvt"
"2329480";"Lyrica harde caps. 14 x 75 mg";"http://www.bcfi.be/nl/contents/jump?amppid=39925";"http://www.bcfi.be/nl/contents/jump?amppid=39925&view=pvt"
"2329498";"Lyrica harde caps. 14 x 150 mg";"http://www.bcfi.be/nl/contents/jump?amppid=39933";"http://www.bcfi.be/nl/contents/jump?amppid=39933&view=pvt"
"2159135";"Lyrica harde caps. 56 x 75 mg";"http://www.bcfi.be/nl/contents/jump?amppid=34611";"http://www.bcfi.be/nl/contents/jump?amppid=34611&view=pvt"
"2159168";"Lyrica harde caps. 56 x 150 mg";"http://www.bcfi.be/nl/contents/jump?amppid=34629";"http://www.bcfi.be/nl/contents/jump?amppid=34629&view=pvt"
"3209137";"Lyrica harde caps. 100 x 25 mg";"http://www.bcfi.be/nl/contents/jump?amppid=129270";"http://www.bcfi.be/nl/contents/jump?amppid=129270&view=pvt"
"2162568";"Pravastatine Apotex tabl. (deelb.) 98 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=124776";"http://www.bcfi.be/nl/contents/jump?amppid=124776&view=pvt"
"2166759";"Vivelle Dot transderm. pleister 24 x 25 µg / 24 u";"http://www.bcfi.be/nl/contents/jump?amppid=34983";"http://www.bcfi.be/nl/contents/jump?amppid=34983&view=pvt"
"2163210";"Anusol 10/280 zetpil 18 x";"http://www.bcfi.be/nl/contents/jump?amppid=34876";"http://www.bcfi.be/nl/contents/jump?amppid=34876&view=pvt"
"2177749";"Endofalk oploss. (pdr., zakjes) 6 x";"http://www.bcfi.be/nl/contents/jump?amppid=35246";"http://www.bcfi.be/nl/contents/jump?amppid=35246&view=pvt"
"2162543";"Pravastatine Apotex tabl. (deelb.) 98 x 40 mg";"http://www.bcfi.be/nl/contents/jump?amppid=124768";"http://www.bcfi.be/nl/contents/jump?amppid=124768&view=pvt"
"3414158";"Bipressil 5/10 filmomh. tabl. (deelb.) 30 x";"http://www.bcfi.be/nl/contents/jump?amppid=137513";"http://www.bcfi.be/nl/contents/jump?amppid=137513&view=pvt"
"2164929";"Claudia 2/0,035 omh. tabl. 6 x 21";"http://www.bcfi.be/nl/contents/jump?amppid=34926";"http://www.bcfi.be/nl/contents/jump?amppid=34926&view=pvt"
"2186641";"Gabapentine Mylan harde caps. 100 x 300 mg";"http://www.bcfi.be/nl/contents/jump?amppid=35535";"http://www.bcfi.be/nl/contents/jump?amppid=35535&view=pvt"
"2186690";"Pamidronate EG inf. oploss. (conc.) i.v. [flac.] 1 x 15 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=35576";"http://www.bcfi.be/nl/contents/jump?amppid=35576&view=pvt"
"2186674";"Pamidronate EG inf. oploss. (conc.) i.v. [flac.] 1 x 30 mg / 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=35550";"http://www.bcfi.be/nl/contents/jump?amppid=35550&view=pvt"
"2186682";"Pamidronate EG inf. oploss. (conc.) i.v. [flac.] 1 x 60 mg / 20 ml";"http://www.bcfi.be/nl/contents/jump?amppid=35568";"http://www.bcfi.be/nl/contents/jump?amppid=35568&view=pvt"
"2186666";"Pamidronate EG inf. oploss. (conc.) i.v. [flac.] 1 x 90 mg / 30 ml";"http://www.bcfi.be/nl/contents/jump?amppid=35543";"http://www.bcfi.be/nl/contents/jump?amppid=35543&view=pvt"
"2280519";"Vesicare filmomh. tabl. 90 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=38695";"http://www.bcfi.be/nl/contents/jump?amppid=38695&view=pvt"
"2647428";"Vesicare filmomh. tabl. 200 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=51672";"http://www.bcfi.be/nl/contents/jump?amppid=51672&view=pvt"
"2162519";"Vesicare filmomh. tabl. 30 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=34835";"http://www.bcfi.be/nl/contents/jump?amppid=34835&view=pvt"
"2162527";"Vesicare filmomh. tabl. 30 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=34843";"http://www.bcfi.be/nl/contents/jump?amppid=34843&view=pvt"
"2131514";"Lambipol kauw-/disp. tabl. 60 x 200 mg";"http://www.bcfi.be/nl/contents/jump?amppid=33936";"http://www.bcfi.be/nl/contents/jump?amppid=33936&view=pvt"
"2131522";"Lambipol kauw-/disp. tabl. 60 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=33944";"http://www.bcfi.be/nl/contents/jump?amppid=33944&view=pvt"
"2131530";"Lambipol kauw-/disp. tabl. 60 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=33951";"http://www.bcfi.be/nl/contents/jump?amppid=33951&view=pvt"
"2188019";"Co-Lisinopril Mylan 20/12,5 tabl. 100 x";"http://www.bcfi.be/nl/contents/jump?amppid=35634";"http://www.bcfi.be/nl/contents/jump?amppid=35634&view=pvt"
"2445922";"Vesicare filmomh. tabl. 90 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=43430";"http://www.bcfi.be/nl/contents/jump?amppid=43430&view=pvt"
"2201416";"Mirtazapine Mylan filmomh. tabl. (deelb.) 50 x 15 mg";"http://www.bcfi.be/nl/contents/jump?amppid=76778";"http://www.bcfi.be/nl/contents/jump?amppid=76778&view=pvt"
"3380870";"Mirtazapine Mylan filmomh. tabl. (deelb.) 100 x 45 mg";"http://www.bcfi.be/nl/contents/jump?amppid=137869";"http://www.bcfi.be/nl/contents/jump?amppid=137869&view=pvt"
"2200228";"Isotretinoine EG zachte caps. 30 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=35972";"http://www.bcfi.be/nl/contents/jump?amppid=35972&view=pvt"
"2201424";"Mirtazapine Mylan filmomh. tabl. (deelb.) 30 x 30 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36038";"http://www.bcfi.be/nl/contents/jump?amppid=36038&view=pvt"
"2201432";"Mirtazapine Mylan filmomh. tabl. (deelb.) 50 x 30 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36046";"http://www.bcfi.be/nl/contents/jump?amppid=36046&view=pvt"
"2201440";"Mirtazapine Mylan filmomh. tabl. (deelb.) 30 x 45 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36053";"http://www.bcfi.be/nl/contents/jump?amppid=36053&view=pvt"
"2201465";"Mirtazapine Mylan filmomh. tabl. (deelb.) 50 x 45 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36061";"http://www.bcfi.be/nl/contents/jump?amppid=36061&view=pvt"
"2312767";"Gadovist 1 mmol / 1 ml inj. oploss. i.v. [voorgev. spuit] 1 x 10 mmol / 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=39172";"http://www.bcfi.be/nl/contents/jump?amppid=39172&view=pvt"
"2156271";"Certican tabl. 60 x 0,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=34546";"http://www.bcfi.be/nl/contents/jump?amppid=34546&view=pvt"
"2173649";"Rosaced crème 30 g 7,5 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=35154";"http://www.bcfi.be/nl/contents/jump?amppid=35154&view=pvt"
"2156289";"Certican tabl. 60 x 0,75 mg";"http://www.bcfi.be/nl/contents/jump?amppid=34553";"http://www.bcfi.be/nl/contents/jump?amppid=34553&view=pvt"
"2198604";"Isosupra harde caps. Lidose 30 x 16 mg";"http://www.bcfi.be/nl/contents/jump?amppid=35840";"http://www.bcfi.be/nl/contents/jump?amppid=35840&view=pvt"
"2198612";"Isosupra harde caps. Lidose 30 x 8 mg";"http://www.bcfi.be/nl/contents/jump?amppid=35857";"http://www.bcfi.be/nl/contents/jump?amppid=35857&view=pvt"
"2224269";"Budesonide inhalatiepdr. (voorverdeeld) Easyhaler 200 dos. 200 µg / 1 dos.";"http://www.bcfi.be/nl/contents/jump?amppid=37002";"http://www.bcfi.be/nl/contents/jump?amppid=37002&view=pvt"
"2320141";"Isosupra harde caps. Lidose 60 x 16 mg";"http://www.bcfi.be/nl/contents/jump?amppid=39404";"http://www.bcfi.be/nl/contents/jump?amppid=39404&view=pvt"
"2320158";"Isosupra harde caps. Lidose 60 x 8 mg";"http://www.bcfi.be/nl/contents/jump?amppid=39412";"http://www.bcfi.be/nl/contents/jump?amppid=39412&view=pvt"
"2179398";"Glucose Sterop 300 mg / 1 ml inf. oploss. i.v. [amp.] 10 x 3 g / 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=124826";"http://www.bcfi.be/nl/contents/jump?amppid=124826&view=pvt"
"2199537";"Omic tabl. verl. afgifte Ocas 90 x 0,4 mg";"http://www.bcfi.be/nl/contents/jump?amppid=35949";"http://www.bcfi.be/nl/contents/jump?amppid=35949&view=pvt"
"2179331";"Glucose Sterop 100 mg / 1 ml inf. oploss. i.v. [amp.] 10 x 1 g / 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=124792";"http://www.bcfi.be/nl/contents/jump?amppid=124792&view=pvt"
"2179356";"Glucose Sterop 200 mg / 1 ml inf. oploss. i.v. [amp.] 10 x 2 g / 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=124800";"http://www.bcfi.be/nl/contents/jump?amppid=124800&view=pvt"
"2179372";"Glucose Sterop 200 mg / 1 ml inf. oploss. i.v. [amp.] 10 x 4 g / 20 ml";"http://www.bcfi.be/nl/contents/jump?amppid=124818";"http://www.bcfi.be/nl/contents/jump?amppid=124818&view=pvt"
"2179414";"Glucose Sterop 300 mg / 1 ml inf. oploss. i.v. [amp.] 10 x 6 g / 20 ml";"http://www.bcfi.be/nl/contents/jump?amppid=124834";"http://www.bcfi.be/nl/contents/jump?amppid=124834&view=pvt"
"2179448";"Glucose Sterop 500 mg / 1 ml inf. oploss. i.v. [amp.] 10 x 5 g / 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=124842";"http://www.bcfi.be/nl/contents/jump?amppid=124842&view=pvt"
"2211233";"Clarithromycine EG filmomh. tabl. (deelb.) 21 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36392";"http://www.bcfi.be/nl/contents/jump?amppid=36392&view=pvt"
"2211241";"Clarithromycine EG filmomh. tabl. 10 x 250 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36400";"http://www.bcfi.be/nl/contents/jump?amppid=36400&view=pvt"
"2214906";"Tradonal orodisp. tabl. Odis 30 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36467";"http://www.bcfi.be/nl/contents/jump?amppid=36467&view=pvt"
"2219566";"Clarithromycine EG filmomh. tabl. (deelb.) 10 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36871";"http://www.bcfi.be/nl/contents/jump?amppid=36871&view=pvt"
"2164036";"Pedea inf. oploss. i.v. [amp.] 4 x 10 mg / 2 ml";"http://www.bcfi.be/nl/contents/jump?amppid=34884";"http://www.bcfi.be/nl/contents/jump?amppid=34884&view=pvt"
"2173177";"Yentreve harde maagsapresist. caps. 56 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=35121";"http://www.bcfi.be/nl/contents/jump?amppid=35121&view=pvt"
"2170322";"Yentreve harde maagsapresist. caps. 56 x 40 mg";"http://www.bcfi.be/nl/contents/jump?amppid=35048";"http://www.bcfi.be/nl/contents/jump?amppid=35048&view=pvt"
"2215663";"Puregon inj. oploss. s.c. [patr.] voor Puregon Pen 1 x 900 IE / 1,08 ml";"http://www.bcfi.be/nl/contents/jump?amppid=36475";"http://www.bcfi.be/nl/contents/jump?amppid=36475&view=pvt"
"2220721";"Clozapine Sandoz tabl. (deelb. in 4) 30 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36939";"http://www.bcfi.be/nl/contents/jump?amppid=36939&view=pvt"
"2220739";"Clozapine Sandoz tabl. (deelb.) 30 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36947";"http://www.bcfi.be/nl/contents/jump?amppid=36947&view=pvt"
"2220747";"Clozapine Sandoz tabl. (deelb.) 30 x 25 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36954";"http://www.bcfi.be/nl/contents/jump?amppid=36954&view=pvt"
"2209401";"Gabapentine EG harde caps. 90 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36335";"http://www.bcfi.be/nl/contents/jump?amppid=36335&view=pvt"
"2216562";"Atacand tabl. (deelb.) 98 x 32 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36699";"http://www.bcfi.be/nl/contents/jump?amppid=36699&view=pvt"
"2234847";"Perindopril Servier tabl. 100 x 8 mg";"http://www.bcfi.be/nl/contents/jump?amppid=61069";"http://www.bcfi.be/nl/contents/jump?amppid=61069&view=pvt"
"2210946";"Fenogal harde caps. Lidose 30 x 267 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36376";"http://www.bcfi.be/nl/contents/jump?amppid=36376&view=pvt"
"2211209";"Fenogal harde caps. Lidose 90 x 267 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36384";"http://www.bcfi.be/nl/contents/jump?amppid=36384&view=pvt"
"2322691";"Gynoxin ovule 3 x 200 mg";"http://www.bcfi.be/nl/contents/jump?amppid=39743";"http://www.bcfi.be/nl/contents/jump?amppid=39743&view=pvt"
"2682649";"Iomeron 350 mg / 1 ml inj./instill. oploss. i.v./i.arter./i.card./i.duct./i.uter. [flac.] 1 x 357,2 g / 500 ml";"http://www.bcfi.be/nl/contents/jump?amppid=54262";"http://www.bcfi.be/nl/contents/jump?amppid=54262&view=pvt"
"2682656";"Iomeron 300 mg / 1 ml inj./instill. oploss. i.v./i.arter./i.card./i.cavern./i.duct./i.uter./urethr. [flac.] 1 x 306,2 g / 500 ml";"http://www.bcfi.be/nl/contents/jump?amppid=54270";"http://www.bcfi.be/nl/contents/jump?amppid=54270&view=pvt"
"2204147";"Mirtazapine EG filmomh. tabl. (deelb.) 60 x 30 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36160";"http://www.bcfi.be/nl/contents/jump?amppid=36160&view=pvt"
"2205706";"Mirtazapine EG filmomh. tabl. (deelb.) 60 x 15 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36236";"http://www.bcfi.be/nl/contents/jump?amppid=36236&view=pvt"
"2209385";"Gabapentine EG harde caps. 90 x 400 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36319";"http://www.bcfi.be/nl/contents/jump?amppid=36319&view=pvt"
"2209393";"Gabapentine EG harde caps. 90 x 300 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36327";"http://www.bcfi.be/nl/contents/jump?amppid=36327&view=pvt"
"2336253";"Mirtazapine EG filmomh. tabl. 50 x 45 mg";"http://www.bcfi.be/nl/contents/jump?amppid=40113";"http://www.bcfi.be/nl/contents/jump?amppid=40113&view=pvt"
"2336261";"Mirtazapine EG filmomh. tabl. 100 x 45 mg";"http://www.bcfi.be/nl/contents/jump?amppid=40121";"http://www.bcfi.be/nl/contents/jump?amppid=40121&view=pvt"
"2526101";"Mirtazapine EG filmomh. tabl. (deelb.) 100 x 30 mg";"http://www.bcfi.be/nl/contents/jump?amppid=46094";"http://www.bcfi.be/nl/contents/jump?amppid=46094&view=pvt"
"2559425";"Gabapentine EG harde caps. 200 x 400 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47399";"http://www.bcfi.be/nl/contents/jump?amppid=47399&view=pvt"
"2559433";"Gabapentine EG harde caps. 200 x 300 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47407";"http://www.bcfi.be/nl/contents/jump?amppid=47407&view=pvt"
"2172575";"Alimta inf. oploss. conc. (pdr.) i.v. [flac.] 1 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=35113";"http://www.bcfi.be/nl/contents/jump?amppid=35113&view=pvt"
"2329506";"Lyrica harde caps. 14 x 300 mg";"http://www.bcfi.be/nl/contents/jump?amppid=39941";"http://www.bcfi.be/nl/contents/jump?amppid=39941&view=pvt"
"2409571";"Angiox inj./inf. oploss. conc. (pdr.) i.v. [flac.] 10 x 250 mg";"http://www.bcfi.be/nl/contents/jump?amppid=42382";"http://www.bcfi.be/nl/contents/jump?amppid=42382&view=pvt"
"2205714";"Mirtazapine EG filmomh. tabl. (deelb.) 30 x 15 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36244";"http://www.bcfi.be/nl/contents/jump?amppid=36244&view=pvt"
"2381515";"Apidra inj. oploss. i.v./s.c. [flac.] 1 x 10 ml 100 E / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=41566";"http://www.bcfi.be/nl/contents/jump?amppid=41566&view=pvt"
"2526085";"Mirtazapine EG filmomh. tabl. (deelb.) 100 x 15 mg";"http://www.bcfi.be/nl/contents/jump?amppid=46086";"http://www.bcfi.be/nl/contents/jump?amppid=46086&view=pvt"
"2769248";"Millepertuis Sint-Janskruid Pierre Fabre Medicament harde caps. 60 x 300 mg";"http://www.bcfi.be/nl/contents/jump?amppid=64220";"http://www.bcfi.be/nl/contents/jump?amppid=64220&view=pvt"
"1757087";"Co-Enalapril Sandoz 20/12,5 tabl. (deelb.) 98 x";"http://www.bcfi.be/nl/contents/jump?amppid=30056";"http://www.bcfi.be/nl/contents/jump?amppid=30056&view=pvt"
"2192938";"Steovit 1000/880 bruistabl. Forte Sinaasappel 30 x";"http://www.bcfi.be/nl/contents/jump?amppid=35717";"http://www.bcfi.be/nl/contents/jump?amppid=35717&view=pvt"
"2401230";"Steovit 1000/880 bruistabl. Forte Sinaasappel 90 x";"http://www.bcfi.be/nl/contents/jump?amppid=42168";"http://www.bcfi.be/nl/contents/jump?amppid=42168&view=pvt"
