"HyrCV";"HYR";"MPGRP";"TI";"INTRO";"POS"
"0006205";"GBAA";true;"Alfuzosine";"_";"benigne prostaathypertrofie: - 10 mg p.d. in 1 à 2 doses"
"0017079";"GBAB";true;"Silodosine";"_";"benigne prostaathypertrofie: - 4 à 8 mg p.d. in 1 dosis"
"0006213";"GBAC";true;"Tamsulosine";"_";"benigne prostaathypertrofie: - 0,4 mg p.d. in 1 dosis"
"0006221";"GBAD";true;"Terazosine";"_";"benigne prostaathypertrofie - 1 mg p.d., geleidelijk verhogen tot 5 à 10 mg p.d., in 1 dosis hypertensie - 1 à 2 mg p.d. in 1 dosis"
"0006239";"GBB";false;"5-alfa-reductase-inhibitoren";"Finasteride en dutasteride verminderen het prostaatvolume door remming van de omzetting van testosteron tot dihydrotestosteron. **_Plaatsbepaling_** - [Zie 7.2. Benigne prostaathypertrofie](http://www.bcfi.be/nl/contents/6189) - Finasteride wordt in lage dosis ook soms gebruikt bij _alopecia androgenetica_. Het effect is tijdelijk en beperkt, en er is weinig geweten over de veiligheid op lange termijn. Deze indicatie wordt niet vermeld in de SKP [[zie Folia april 2009](http://www.bcfi.be/nl/articles/query?number=F36N04G)]. **_Indicaties (synthese van de SKP)_** - Benigne prostaathypertrofie met prostaatvolume ≥ 30 ml. **_Contra-indicaties_** - **Zwangerschap.** **_Ongewenste effecten_** - Antiandrogene effecten: impotentie, verminderde libido, ejaculatiestoornissen, gynaecomastie. - Rash. - Pijn ter hoogte van de testes. - Daling van het prostaatspecifiek antigeen (PSA), met implicaties voor screening voor prostaatcarcinoom. - Vermoeden van verhoogd risico van borstkanker bij mannen [[zie Folia november 2010](http://www.bcfi.be/nl/articles/query?number=F37N11F)] en van verhoogd risico van hooggradige prostaattumoren [[zie Folia oktober 2012](http://www.bcfi.be/nl/articles/query?number=F39N10E) _en_ [Folia december 2014](http://www.bcfi.be/nl/articles/query?number=F41N12B)]. **_Zwangerschap en borstvoeding_** - **Finasteride en dutasteride zijn teratogeen.** Men raadt daarom aan dat mannen die deze producten innemen, een condoom gebruiken in geval van seksuele betrekkingen met een zwangere vrouw of een vrouw die kan zwanger worden. Zwangere vrouwen mogen geen geneesmiddelen op basis van finasteride of dutasteride manipuleren. **_Interacties_** - Dutasteride is een substraat van CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). **_Bijzondere voorzorgen_** - Het is aanbevolen prostaatkanker uit te sluiten vooraleer een behandeling te starten.";"_"
"0006247";"GBBA";true;"Dutasteride";"_";"0,5 mg p.d. in 1 dosis"
"0006353";"GCA";false;"Fosfodiësterase type 5-inhibitoren";"Avanafil, sildenafil, tadalafil en vardenafil leiden bij seksuele stimulatie tot erectie. **_Indicaties (synthese van de SKP)_** - Erectiestoornissen van diverse oorsprong. - Tadalafil 5 mg: ook benigne prostaathypertrofie ([zie 7.2. Benigne prostaathypertrofie](http://www.bcfi.be/nl/contents/6189)). - Sildenafil en tadalafil: ook arteriële pulmonale hypertensie ([zie 1.13. Middelen bij pulmonale hypertensie](http://www.bcfi.be/nl/contents/1768)). **_Contra-indicaties_** - Gebruik samen met nitraten, molsidomine, α1-blokkers of riociguat (risico van ernstige hypotensie). - Hypotensie (&lt; 90 mmHg systolisch), instabiele angor, recent cerebrovasculair accident of myocardinfarct. - Ischemische optische neuropathie. - Sikkelcelanemie. - Ernstige nierinsufficiëntie; leverinsufficiëntie. **_Ongewenste effecten_** - Hoofdpijn, warmte-opwellingen, dyspepsie, nausea. - Hypotensie, duizeligheid; zelden cerebrovasculair accident/TIA en myocardinfarct. - Tijdelijke visusstoornissen; gevallen van ischemische optische neuropathie zijn gerapporteerd [[zie Folia november 2006](http://www.bcfi.be/nl/articles/query?number=F33N11I)]. - Priapisme. - Verergering van slaapapneu. **_Interacties_** - Ernstige hypotensie bij associëren met antihypertensiva, nitraten, molsidomine, α1-blokkers of riociguat (_zie ook rubriek “Contra-indicaties”)_; ook bij associëren van alcohol. - Fosfodiësterase type 5-inhibitoren zijn substraten van CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). **_Bijzondere voorzorgen_** - De veiligheid van deze geneesmiddelen bij ernstig leverlijden, hypotensie, recent cardiovasculair of cerebrovasculair accident, of erfelijke degeneratieve stoornissen van de retina staat niet vast. **_Dosering_** - Deze middelen dienen 30 minuten à 1 uur voor de seksuele betrekkingen te worden ingenomen. Het effect van avanafil, sildenafil en vardenafil houdt enkele uren aan; tadalafil werkt door zijn langere halfwaardetijd meer dan 24 uur.";"_"
"0020453";"GCAA";true;"Avanafil";"_";"50 à 200 mg (max. 1 x p.d.)"
"0019430";"GCAB";true;"Sildenafil";"_";"25 à 100 mg (max. 1 x p.d.)"
"0019448";"GCAC";true;"Tadalafil";"_";"Erectiestoornissen: 10 à 20 mg (max. 1 x p.d.) Benigne prostaathypertrofie: 5 mg p.d."
"0019455";"GCAD";true;"Vardenafil";"_";"5 à 20 mg (max. 1 x p.d.)"
"0006338";"GCB";false;"Yohimbine";"Yohimbine wordt, zonder argumenten, sinds lang voorgesteld bij impotentie. **_Contra-indicaties_** - Lever- of nierinsufficiëntie. **_Ongewenste effecten_** - Bloeddrukstijging. - Neurologische ongewenste effecten en tachycardie bij hoge doses.";"_"
"0006346";"GCBA";true;"Specialiteiten [Yohimbine]";"_";"_"
"0006312";"GCC";false;"Alprostadil";"Alprostadil (prostaglandine E1) heeft vasodilaterende eigenschappen. Een specialiteit op basis van alprostadil voor intraveneuze toediening ([zie 1.14. Alprostadil](http://www.bcfi.be/nl/contents/1784)) wordt gebruikt voor het openhouden van de _ductus arteriosus_ bij neonati met bepaalde congenitale hartafwijkingen. **_Indicaties (synthese van de SKP)_** - Erectiedisfunctie: intracaverneus. **_Contra-indicaties_** - Risico van verlengde erectie (bv. bij sikkelcelanemie, multipel myeloom, leukemie). **_Ongewenste effecten_** - Lokale pijn en priapisme bij intracaverneus gebruik.";"_"
"0006320";"GCCA";true;"Specialiteiten [Alprostadil]";"_";"_"
"0006379";"GD";false;"Diverse middelen bij urogenitale problemen";"**_Plaatsbepaling_** - _Arctostaphylos uva-ursi_ (beredruif) wordt zonder veel wetenschappelijke argumenten voorgesteld voor de behandeling van niet-gecompliceerde cystitis bij de vrouw. - Citraatzouten kunnen door alkalinisatie van de urine uraat- en cystinestenen oplossen of voorkomen. Ze zijn ook nuttig bij de preventie van de vorming van recidiverende calciumoxalaatstenen, zeker bij patiënten met hypocitraturie. - Dapoxetine is een selectieve serotonine-heropnameremmer (SSRI) met premature ejaculatie als indicatie in de SKP. Paroxetine wordt ook gebruikt in deze indicatie, maar deze indicatie wordt niet vermeld in de SKP van het product. De risico-batenverhouding in deze indicatie is voor deze beide moleculen onduidelijk. - _Echinacea purpura extract_ in combinatie met laaggedoseerd _Serenoa repens_ extract wordt zonder argumenten voorgesteld bij moeilijkheden bij het urineren wegens goedaardige prostaatvergroting, en bij de vrouw bij cystalgie en blaasinstabiliteit. - Fenazopyridine wordt, zonder argumenten, voorgesteld voor verschillende symptomen ter hoogte van de urinaire tractus; bij bewezen infectie of bij sterk vermoeden ervan, dient gekozen te worden voor een antibacterieel middel. - Mercaptamine (cysteamine) wordt gebruikt voor de behandeling van nefropathische cystinose (een stapelingsziekte). - Tolvaptan, een vasopressine-antagonist ter hoogte van de nieren, wordt gebruikt voor het vertragen van de progressie van cysten en nierinsufficiëntie van autosomaal dominante polycysteuze nierziekte bij volwassenen met chronische nierziekte en tekenen van snelle progressie van de ziekte. **_Contra-indicaties_** - _Arctostaphylos uva-ursi_: nierinsufficiëntie. - Dapoxetine: ernstig hartlijden; antecedenten van syncope, van bipolaire stoornissen of van ernstige depressie; leverinsufficiëntie; ernstige nierinsufficiëntie. - Fenazopyridine: nierinsufficiëntie, ernstige hepatitis. - Tolvaptan: leverinsufficiëntie, hypovolemie, hypernatriëmie. **_Ongewenste effecten_** - _Arctostaphylos uva-ursi_: gastro-intestinale stoornissen, hepatotoxiciteit. - Dapoxetine: deze van de SSRI's ([zie Inl.6.2.4. Serotoninesyndroom](http://www.bcfi.be/nl/contents/9990185) _en_ [10.3.1. Selectieve heropnameremmers](http://www.bcfi.be/nl/contents/18168)); daarenboven orthostatische hypotensie, syncope. - Fenazopyridine: oranjeverkleuring van de urine (wat het correct aflezen van urinestrips bemoeilijkt), leverfunctiestoornissen, hemolytische anemie, methemoglobinemie, nefrolithiasis en kristallurie. - Tolvaptan: dorst, monddroogte, polyurie, pollakiurie, hypernatriëmie, hepatotoxiciteit. **_Interacties_** - Dapoxetine is een SSRI: farmacodynamische interacties met MAO-inhibitoren en met andere middelen met serotoninerge werking kunnen niet uitgesloten worden ([zie 10.3.1. Selectieve heropnameremmers](http://www.bcfi.be/nl/contents/18168)). - Dapoxetine niet combineren met alcohol of _party drugs_ (risico van ernstige hypotensie); toename van sedatie bij associëren met andere geneesmiddelen met sederend effect of met alcohol. - Dapoxetine is een substraat van CYP2D6 en CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). - Tolvaptan is een substraat van CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). **_Bijzondere voorzorgen_** - Citraatzouten: let op bij patiënten op streng zoutarm dieet gezien het hoog gehalte aan natrium, en bij patiënten met nierinsufficiëntie gezien het hoog gehalte aan kalium. - Tolvaptan: de leverfunctie controleren voor starten van de behandeling en tijdens de behandeling.";"_"
"0006387";"GDA";true;"Specialiteiten [Diverse middelen bij urogenitale problemen]";"_";"_"
"0006395";"H";false;"Pijn en koorts";"- 8.1. Medicamenteuze koorts- en pijnbestrijding - 8.2. Analgetica - antipyretica - 8.3. Opioïden - 8.4. Opioïdantagonisten De NSAID’s worden besproken in [ 9.1. Niet-steroïdale anti-inflammatoire middelen](http://www.bcfi.be/nl/contents/6767)";"_"
"0006403";"HA";true;"Medicamenteuze koorts- en pijnbestrijding";"**_Plaatsbepaling_** - _Koorts_ - Bij koorts tracht men eerst de oorzaak te achterhalen en te behandelen. - Koorts hoeft niet noodzakelijk behandeld te worden. Bij een kind met koorts is het belangrijk de ouders daarover te informeren. Antipyretica hebben geen effect op het optreden of het verloop van koortsstuipen [[zie Folia maart 2010](http://www.bcfi.be/nl/articles/query?number=F37N03D) _en_ [Folia september 2015](http://www.bcfi.be/nl/articles/query?number=F42N09B)]. - Paracetamol oraal ([zie 8.2.1. Paracetamol](http://www.bcfi.be/nl/contents/6429)) is de eerste keuze voor de behandeling van koorts. - Ibuprofen ([zie 9.1. Niet-steroïdale anti-inflammatoire middelen](http://www.bcfi.be/nl/contents/6767)) is even doeltreffend als paracetamol, maar het risico van ongewenste effecten is groter. Vooral bij kinderen met dehydratie zijn ernstige nierproblemen gerapporteerd met ibuprofen. Ibuprofen wordt daarom afgeraden bij kinderen met dehydratie of met diarree, en bij kinderen met nierinsufficiëntie [[zie Folia juli 2005](http://www.bcfi.be/nl/articles/query?number=F32N07D) _en_ [Folia december 2008](http://www.bcfi.be/nl/articles/query?number=F35N12D)]. Ook bij varicella is ibuprofen te mijden wegens verhoogde incidentie van zeer ernstige huidcomplicaties ([zie 9.1. Niet-steroïdale anti-inflammatoire middelen](http://www.bcfi.be/nl/contents/6767)). - Acetylsalicylzuur ([zie 8.2.2. Acetylsalicylzuur](http://www.bcfi.be/nl/contents/6445)) is in de behandeling van koorts geen eerste keuze meer omwille van zijn ongewenste effecten. Het zou daarenboven het risico van optreden van het (zeer zeldzame) syndroom van Reye verhogen bij kinderen met virale infecties (influenza, varicella). Het gebruik van acetylsalicylzuur bij kinderen jonger dan 12 jaar wordt daarom afgeraden [[zie Folia maart 2003](http://www.bcfi.be/nl/articles/query?number=F30N03I) _en_ [Folia september 2003](http://www.bcfi.be/nl/articles/query?number=F30N09F)]. - _Acute pijn_ - Bij acute pijn tracht men eerst de oorzaak te achterhalen en te behandelen, maar dit mag geen uitstel geven voor adequate pijnstilling. - Paracetamol ([zie 8.2.1. Paracetamol](http://www.bcfi.be/nl/contents/6429)) wordt bij acute pijn algemeen als eerste stap beschouwd. De juiste plaats van acetylsalicylzuur ([zie 8.2.2. Acetylsalicylzuur](http://www.bcfi.be/nl/contents/6445)), NSAID's ([zie 9.1. Niet-steroïdale anti-inflammatoire middelen](http://www.bcfi.be/nl/contents/6767)), codeïne ([zie 8.3. Opioïden](http://www.bcfi.be/nl/contents/6544)), tapentadol ([zie 8.3. Opioïden](http://www.bcfi.be/nl/contents/6544)), tramadol ([zie 8.3. Opioïden](http://www.bcfi.be/nl/contents/6544)) en tilidine ([zie 8.3. Opioïden](http://www.bcfi.be/nl/contents/6544)) bij acute pijn is weinig onderbouwd en hun eventuele meerwaarde ten opzichte van paracetamol is onduidelijk. In principe zijn combinatiepreparaten ([zie 8.2.5. Combinatiepreparaten](http://www.bcfi.be/nl/contents/6510) _en_ [ 8.3.2. Combinatiepreparaten](http://www.bcfi.be/nl/contents/6718)) te vermijden. - Er bestaan weinig gecontroleerde studies over _musculoskeletale en traumatische acute pijn_. Men gebruikt zo mogelijk eerst paracetamol als veiligste mineur analgeticum. - In verband met _acute jicht_, [zie 9.3. Jicht](http://www.bcfi.be/nl/contents/7138) - Bij _acute spanningshoofdpijn_ blijken paracetamol, acetylsalicylzuur en NSAID's werkzaam, waarbij paracetamol omwille van een beter veiligheidsprofiel te verkiezen is. - In verband met _migraine_, [zie 10.9. Antimigrainemiddelen](http://www.bcfi.be/nl/contents/9142) - De aanpak van _acute viscerale pijn en abdominale krampen_ is niet goed onderbouwd, met uitzondering van NSAID's en opioïden bij nierkolieken. Ook bij galblaaskolieken worden, door extrapolatie, NSAID's aangeraden. Voor darmkolieken worden soms, zonder veel evidentie, spasmolytica gegeven ([zie 3.2. Spasmolytica](http://www.bcfi.be/nl/contents/2667)). - _Chronische pijn_ - Bij chronische pijn zijn altijd precieze diagnosestelling, bio-psychosociale evaluatie en periodieke herevaluatie noodzakelijk. Medicamenteuze behandeling is slechts één aspect van de globale pijnbenadering en moet geïntegreerd worden in een multidisciplinaire aanpak. - Bij chronische pijn is gebruik van pijnstillers volgens een vast tijdsschema te verkiezen: men wacht niet tot de pijn opnieuw optreedt. Ook hier gebruikt men zo mogelijk eerst paracetamol, tot 3 à 4 x 1 g per dag bij de gezonde volwassene, minder bij zeer magere volwassenen (&lt;50 kg), bij hoogbejaarde personen en bij alcoholisme, chronische ondervoeding, lever- of nierinsufficiëntie [[zie Folia april 2011](http://www.bcfi.be/nl/articles/query?number=F38N04F)]. - In principe zijn combinatiepreparaten te vermijden. Bij sommige patiënten kan associëren van codeïne aan paracetamol echter nuttig zijn, eventueel in een vaste associatie; de dosis codeïne dient hoog genoeg te zijn (voor een volwassene 30 mg codeïne of meer per dosis). - Of chronisch gebruik van analgetica aanleiding geeft tot nefropathie blijft controversieel. - Gebruik van krachtige opioïden ([zie 8.3. Opioïden](http://www.bcfi.be/nl/contents/6544)) voor chronische pijn bij niet-oncologische patiënten is controversieel [[zie Folia september 2016](http://www.bcfi.be/nl/articles/query?number=F43N09B)]. Een grondig bio-psychosociaal bilan, nauwkeurige medische opvolging en periodieke herevaluaties zijn hier noodzakelijk. Zeker bij patiënten met antecedenten van toxicomanie of alcoholisme zal men zeer terughoudend zijn. - In verband met pijn bij artrose, [zie 9.4. Artrose](http://www.bcfi.be/nl/contents/7211) - Bij chronische neuropathische pijn worden ook bepaalde tricyclische antidepressiva en duloxetine ([zie 10.3. Antidepressiva](http://www.bcfi.be/nl/contents/7997)) en anti-epileptica (carbamazepine, gabapentine en pregabaline, [zie 10.7. Anti-epileptica](http://www.bcfi.be/nl/contents/8706)) gebruikt [[zie Transparantiefiche “Aanpak van neuropathische pijn”](http://www.bcfi.be/nl/tf/NL/TN_Neuralg.pdf)]. - Chronisch gebruik van pijnstillers bij patiënten met migraine of spanningshoofpijn kan leiden tot medicatie-afhankelijke hoofdpijn [[zie 10.9.1. Middelen bij de acute migraineaanval](http://www.bcfi.be/nl/contents/9159), [Transparantiefiche “Geneesmiddelen bij migraine”](http://www.bcfi.be/nl/tf/NL/TN_MIG_Lng.pdf) _en_ [Folia februari 2006](http://www.bcfi.be/nl/articles/query?number=F33N02F)]. Bij frequente migraineaanvallen is het nut van medicamenteuze profylaxe voor verschillende geneesmiddelen bewezen ([zie 10.9.2. Profylactische middelen](http://www.bcfi.be/nl/contents/9282)); bij frequente spanningshoofdpijn is er voor geen enkel geneesmiddel sterk bewijs van werkzaamheid [[zie Folia november 2010](http://www.bcfi.be/nl/articles/query?number=F37N11E)], hoewel er voor amitriptyline en mirtazapine een aantal positieve studies zijn. - In magistrale bereiding worden acetylsalicylzuur, paracetamol, codeïne, codeïnefosfaat en coffeïne, onderling geassocieerd of afzonderlijk voorgeschreven, vergoed voor behandeling van chronische pijn, mits toelating van de adviserend geneesheer van de verzekeringsinstelling. Eenzelfde terugbetalingsregeling mits toelating geldt ook voor sommige specialiteiten op basis van paracetamol (symbool bij de verpakking). Ten slotte kunnen voor sommige specialiteiten op basis van paracetamol (of op basis van de associatie paracetamol + codeïne) patiënten met chronische persisterende pijn een bijzondere tussenkomst bekomen in de kostprijs, na toelating van de adviserend geneesheer [[zie Folia oktober 2012](http://www.bcfi.be/nl/articles/query?number=F39N10D)]: het gaat enkel om bepaalde verpakkingen van vaste vormen voor oraal gebruik (zie “Chr” bij deze verpakkingen). - _Pijnbestrijding bij palliatieve zorg_ - In het kader van de palliatieve zorg is adequate pijnstilling cruciaal, maar slechts één facet van de symptoomcontrole. - De pijnladder van de Wereldgezondheidsorganisatie voorziet een aantal stappen voor de pijnstilling in de palliatieve zorg. - Eerste stap: een mineure pijnstiller zoals paracetamol, een NSAID of - steeds minder - acetylsalicylzuur. - Tweede stap: toevoegen van of overschakelen naar een weinig krachtig opioïden zoals codeïne of tramadol. - Derde stap: toevoegen van of overschakelen naar een krachtig opioïd oraal of transdermaal. - Vierde stap: parenterale toediening van een krachtig opioïd via subcutane pijnpomp, intraveneus, eventueel epiduraal of intrathecaal, met behoud van paracetamol of een NSAID. - Morfine - Drinkbare morfine-oplossing of -siroop, om de 4 uur te nemen, bestaat als specialiteit ([zie 8.3.1. Enkelvoudige preparaten](http://www.bcfi.be/nl/contents/6551)), en kan ook magistraal worden voorgeschreven, bv. als volgt: - R/ Siroop met vijf milligram* morfinehydrochloride/5 ml TMF, DT x ml - (* vijf milligram tot vijfentwintig milligram/5ml) - of - R/ Oplossing met twintig milligram morfinehydrochloride/ml TMF, DT x ml - Afgeschermd van het licht kan deze siroop of oplossing zeker 1 maand bewaard worden. - Morfine als vast, oraal preparaat met normale afgifte kan om de 4 uur gegeven worden. - De dosis morfine wordt opgedreven in functie van de noden, trapsgewijs met 25% of meer. - Na het vinden van de correcte dosis morfine zal men meestal overschakelen naar een oraal morfinepreparaat met verlengde afgifte. - Indien orale toediening van morfine niet (meer) mogelijk is, kan morfine parenteraal worden gegeven, bv. in subcutaan infuus via pijnpomp, waarbij meestal gestart wordt met de helft van de orale dosis. Ook pleisters op basis van buprenorfine of van fentanyl kunnen gebruikt worden wanneer orale toediening niet (meer) mogelijk is. Ze hebben echter slechts een beperkte plaats wanneer snelle aanpassing van de dosis noodzakelijk is ([zie 8.3. Opioïden](http://www.bcfi.be/nl/contents/6544)). - In verband met _rescue_ medicatie bij doorbraakpijnen en in verband met opioïdrotatie, [zie 8.3. Opioïden](http://www.bcfi.be/nl/contents/6544) - Bij chronisch gebruik van opioïden dient rekening gehouden te worden met de ongewenste effecten ([zie 8.3. Opioïden](http://www.bcfi.be/nl/contents/6544)), en associëren van een laxativum is de regel; dikwijls is ook een anti-emeticum aangewezen. - Bij neuropathische pijn wordt dikwijls gebruik gemaakt van bepaalde anti-epileptica of antidepressiva (zie hoger); bij neuropathische pijn door tumorale compressie en oedeem gebruikt men dexamethason. - Bij botpijnen door metastasen worden NSAID’s gebruikt voor hun pijnstillend effect, alhoewel hun superioriteit daarbij nooit duidelijk werd aangetoond.";"_"
"0006411";"HB";false;"Analgetica - Antipyretica";"In dit hoofdstuk worden besproken: - paracetamol - acetylsalicylzuur - metamizol - nefopam - combinatiepreparaten. De NSAID's worden besproken in [ 9.1. Niet-steroïdale anti-inflammatoire middelen](http://www.bcfi.be/nl/contents/6767)";"_"
"0006429";"HBA";false;"Paracetamol";"Paracetamol heeft analgetische en antipyretische eigenschappen, maar geen anti-inflammatoir effect. **_Plaatsbepaling_** - [Zie 8.1. Medicamenteuze koorts- en pijnbestrijding](http://www.bcfi.be/nl/contents/6403) - Omwille van zijn goede tolerantie en gunstig veiligheidsprofiel wordt paracetamol beschouwd als de eerste keuze bij de symptomatische aanpak van pijn en koorts, zeker bij kinderen, zwangeren en ouderen. - Gebruik van paracetamol laat, bv. bij artrosepijnen ([zie 9.4. Artrose](http://www.bcfi.be/nl/contents/7211)), dikwijls toe het chronisch gebruik van niet-steroïdale anti-inflammatoire middelen te vermijden, zeker als er geen inflammatoire component is. Doses van 2 à 4 g paracetamol per dag in vast schema worden aangeraden. - Het voordeel van paracetamol in een preparaat met gereguleerde afgifte is niet duidelijk. **_Indicaties (synthese van de SKP)_** - Nociceptieve (niet-neuropathische) pijn. - Koorts. **_Ongewenste effecten_** - Weinig of geen irritatie van de gastro-intestinale tractus. - Bij overdosering: hepatotoxiciteit met icterus en soms fatale necrose, dikwijls pas 24 à 48 uur na massale ingestie. Bij volwassenen zijn problemen te verwachten vanaf een inname van 10 g. Bij bestaan van risicofactoren kan reeds toxiciteit worden gezien vanaf lagere hoeveelheden, zelfs bij chronisch gebruik van de gebruikelijke maximale dagdosis (4 g) (_zie rubriek “Bijzondere voorzorgen”_). Bij kinderen kan hepatotoxiciteit optreden vanaf 150 mg/kg. Indien uit meting van de plasmaconcentratie van paracetamol blijkt dat het gevaar op hepatotoxiciteit reëel is, wordt ter preventie zo vlug mogelijk intraveneus acetylcysteïne gegeven ([zie Inl.7.1. Geneesmiddelenintoxicaties](http://www.bcfi.be/nl/contents/9990300) _en_ [ 20.1.1.6. Acetylcysteïne bij paracetamolintoxicatie](http://www.bcfi.be/nl/contents/19257)). **_Zwangerschap en borstvoeding_** - Paracetamol lijkt veilig tijdens de zwangerschap en de periode van borstvoeding. **_Bijzondere voorzorgen_** - De drempel voor levertoxiciteit is verlaagd bij volgende risicopatiënten: kinderen, zeer magere volwassenen (&lt;50 kg), hoogbejaarde personen en patiënten met alcoholafhankelijkheid, chronische ondervoede patiënten en patiënten met lever- of nierinsufficiëntie [[zie Folia april 2011](http://www.bcfi.be/nl/articles/query?number=F38N04F)]. - In geval van leverlijden (leverinsufficiëntie, chronisch alcoholgebruik) moet de maximale dagelijkse dosis beperkt worden tot 3 g per dag (tot 2 g bij patiënten &lt; 50 kg). Bij personen met acute leverinsufficiëntie is paracetamol te mijden. - In geval van ernstige nierinsufficiëntie moet de dosis worden verminderd en een langer doseringsinterval worden gerespecteerd. - De resorptie van paracetamol vanuit suppositoria is wisselend; orale toediening is te verkiezen, ook bij zuigelingen. - Orodispergeerbare tabletten bieden geen voordelen in termen van snelheid van werking of doeltreffendheid. - Het natriumgehalte in bruispreparaten (tabletten, poeders, granulaten) kan problemen geven bij patiënten op streng zoutarm dieet. **Nota** Voor de verpakkingen die meer dan 10,05 g paracetamol bevatten, moet er een medisch voorschrift zijn, of een schriftelijke aanvraag van de patiënt [[zie Inl.3. Specialiteiten, symbolen en afkortingen](http://www.bcfi.be/nl/contents/9990037) _en_ [Folia december 2003](http://www.bcfi.be/nl/articles/query?number=F30N12F)].";"_"
"0006437";"HBAA";true;"Specialiteiten [Paracetamol]";"_";"- _per os_: - volw. (≥ 50 kg): 500 mg à 1 g, tot 4 x p.d. - kind en volw. (&lt; 50 kg): 15 mg/kg tot 4 x p.d. of 10 mg/kg tot 6 x p.d. - _parenteraal_: - volw.: tot 4 x p.d. 1 g"
