"mppcv";"hyr_";"hyrcv";"ogc";"mpcv";"ouc";"mppnm";"VolgNr";"GalCV";"spef";"cq";"cu";"cfq";"cfu";"aq";"au";"afq";"afu";"atype";"cmucomb";"law";"ssecr";"pupr";"use";"note";"pos";"Content_";"GalNm_";"Index";"RemA";"RemW";"InnCnk";"VosNm_";"BT";"gdkp";"Excip";"Cheapest";"SpecRules";"Narcotic";"Amb";"Hosp"
"2311066";"FFCA";"0005983";"R";"28134-315";"O";"Utrogestan vag. zachte caps. 45x 200mg";"_";"00558";"_";45;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";21.0200;"_";"_";"_";"_";"vag. zachte caps.";18.3300;8.2500;6.5000;"26534";"progesteron vaginaal 200 mg";false;false;"_";false;false;false;true;false
"2312585";"HCAM";"0006619";"G";"27284-1636";"O";"Tramadol Sandoz druppels oploss. (druppelfl.) 1x10ml 100mg/1ml";"_";"00231";"_";1;"x";10.0000;"ml";"_";"_";0.0000;"_";"_";"_";"R";"b";6.5100;"_";"1 ml = 40 druppels = 100 mg";"_";"_";"druppels oploss. (druppelfl.)";6.6000;0.6600;0.4000;"31104";"tramadol oraal [40 dr / ml] 100 mg / 1 ml";false;true;"_";true;false;false;true;false
"2312593";"HCAM";"0006619";"G";"27284-1636";"O";"Tramadol Sandoz druppels oploss. (druppelfl.) 1x30ml 100mg/1ml";"_";"00231";"_";1;"x";30.0000;"ml";"_";"_";0.0000;"_";"_";"_";"R";"b";9.7200;"_";"1 ml = 40 druppels = 100 mg";"_";"_";"druppels oploss. (druppelfl.)";6.0300;1.8100;1.0900;"31104";"tramadol oraal [40 dr / ml] 100 mg / 1 ml";false;true;"_";true;false;false;true;false
"2312601";"HCAM";"0006619";"G";"27284-1636";"O";"Tramadol Sandoz druppels oploss. (doseerpomp) 1x50ml 100mg/1ml";"_";"00438";"_";1;"x";50.0000;"ml";"_";"_";0.0000;"_";"_";"_";"R";"b";12.3500;"_";"1 ml = 8 drukken = 100 mg";"_";"_";"druppels oploss. (doseerpomp)";5.4400;2.7200;1.6300;"31104";"tramadol oraal [40 dr / ml] 100 mg / 1 ml";false;true;"_";true;false;false;true;false
"3138617";"IEBC";"0007294";"R";"3525-1529";"O";"Bonviva (PIP) filmomh. tabl. 3x 150mg";"_";"00009";"_";3;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";31.2700;"_";"parallelle distributie";"_";"_";"filmomh. tabl.";407.3300;12.2200;9.3000;"16162";"ibandroninezuur oraal 150 mg";false;false;"_";false;false;false;true;false
"2314235";"FBAAB";"0005348";"_";"17004-299";"U";"Microgynon 20 0,02/0,1 omh. tabl. 3x21";"_";"00046";"_";3;"x";21.0000;"x";"_";"_";0.0000;"_";"_";"_";"R";"J";18.3100;"_";"_";"_";"_";"omh. tabl.";14.7800;9.3100;9.3100;"11593";"ethinylestradiol + levonorgestrel oraal 0,02 mg + 0,1 mg [no switch: oraal anticonceptivum]";false;false;"_";false;false;false;true;false
"2139723";"JIAAF";"0009225";"_";"12823-828";"O";"Imitrex disp. tabl. Instant 12x 50mg";"_";"00765";"_";12;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";66.9100;"_";"_";"_";"_";"disp. tabl. Instant";557.5800;66.9100;66.9100;"29439";"sumatriptan oraal 50 mg";false;false;"_";false;false;false;true;false
"2139707";"JIAAF";"0009225";"_";"12823-828";"O";"Imitrex disp. tabl. Instant 6x 100mg";"_";"00765";"_";6;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";66.9100;"_";"_";"_";"_";"disp. tabl. Instant";1115.1700;66.9100;66.9100;"29405";"sumatriptan oraal 100 mg";false;false;"_";false;false;false;true;false
"2322592";"IEBD";"0007302";"_";"20628-1818";"O";"Pamidrin inf. oploss. (conc.) i.v. [flac.] 1x 15mg/5ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"24562";"pamidronaat infusie 15 mg / 5 ml";false;false;"_";false;false;false;true;false
"2322600";"IEBD";"0007302";"_";"20628-1818";"O";"Pamidrin inf. oploss. (conc.) i.v. [flac.] 1x 30mg/10ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"24570";"pamidronaat infusie 30 mg / 10 ml";false;false;"_";false;false;false;true;false
"2322626";"IEBD";"0007302";"_";"20628-1818";"O";"Pamidrin inf. oploss. (conc.) i.v. [flac.] 1x 90mg/30ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"24612";"pamidronaat infusie 90 mg / 30 ml";false;false;"_";false;false;false;true;false
"2374254";"MEBC";"0013185";"_";"20560-844";"O";"Paclitaxel Hospira inf. oploss. (conc.) i.v. [flac.] 1x 100mg/16,7ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"24398";"paclitaxel infusie 100 mg / 16,7 ml [no switch: onco]";false;false;"_";false;false;false;true;false
"2374262";"MEBC";"0013185";"_";"20560-844";"O";"Paclitaxel Hospira inf. oploss. (conc.) i.v. [flac.] 1x 150mg/25ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"24406";"paclitaxel infusie 150 mg / 25 ml [no switch: onco]";false;false;"_";false;false;false;true;false
"2374270";"MEBC";"0013185";"_";"20560-844";"O";"Paclitaxel Hospira inf. oploss. (conc.) i.v. [flac.] 1x 300mg/50ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"24414";"paclitaxel infusie 300 mg / 50 ml [no switch: onco]";false;false;"_";false;false;false;true;false
"2374247";"MEBC";"0013185";"_";"20560-844";"O";"Paclitaxel Hospira inf. oploss. (conc.) i.v. [flac.] 1x 30mg/5ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"24422";"paclitaxel infusie 30 mg / 5 ml [no switch: onco]";false;false;"_";false;false;false;true;false
"3318771";"CAABB";"0002568";"G";"32425-2303";"O";"Lansoprazol Krka harde maagsapresist. caps. 28x 30mg";"_";"00058";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"c2";14.1300;"_";"_";"_";"_";"harde maagsapresist. caps.";23.7900;6.6600;6.6600;"18531";"lansoprazol oraal 30 mg";false;true;"_";true;false;false;true;false
"2374296";"TACCA";"0016469";"B";"11148-1727";"O";"Fosrenol kauwtabl. 90x 750mg";"_";"00037";"_";90;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";230.5900;"_";"_";"_";"_";"kauwtabl.";16.4400;14.8000;9.8000;"18564";"lanthaan oraal 750 mg";false;false;"_";true;false;false;true;false
"2916690";"TACCA";"0016469";"B";"11148-1727";"O";"Fosrenol kauwtabl. 90x 1g";"_";"00037";"_";90;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";262.2700;"_";"_";"_";"_";"kauwtabl.";16.4400;14.8000;9.8000;"18549";"lanthaan oraal 1 g";false;false;"_";true;false;false;true;false
"3318839";"CAABB";"0002568";"G";"32425-2303";"O";"Lansoprazol Krka harde maagsapresist. caps. 28x 15mg";"_";"00058";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"c2";9.3000;"_";"_";"_";"_";"harde maagsapresist. caps.";11.8900;3.3300;3.3300;"18523";"lansoprazol oraal 15 mg";false;true;"_";true;false;false;true;false
"3318755";"CAABB";"0002568";"G";"32425-2303";"O";"Lansoprazol Krka harde maagsapresist. caps. 56x 30mg";"_";"00058";"_";56;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b2";23.1900;"_";"_";"_";"_";"harde maagsapresist. caps.";11.5900;6.4900;3.8600;"18531";"lansoprazol oraal 30 mg";false;true;"_";true;false;false;true;false
"3318813";"CAABB";"0002568";"G";"32425-2303";"O";"Lansoprazol Krka harde maagsapresist. caps. 56x 15mg";"_";"00058";"_";56;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b2";14.1300;"_";"_";"_";"_";"harde maagsapresist. caps.";5.9500;3.3300;2.0000;"18523";"lansoprazol oraal 15 mg";false;true;"_";true;false;false;true;false
"2374288";"TACCA";"0016469";"B";"11148-1727";"O";"Fosrenol kauwtabl. 90x 500mg";"_";"00037";"_";90;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";186.2800;"_";"_";"_";"_";"kauwtabl.";16.4400;14.8000;9.8000;"18556";"lanthaan oraal 500 mg";false;false;"_";true;false;false;true;false
"2318558";"JIAAF";"0009225";"B";"25494-1636";"O";"Sumatriptan Sandoz tabl. (deelb.) 6x 50mg";"_";"00010";"_";6;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";15.5700;"_";"_";"_";"_";"tabl. (deelb.)";63.8300;3.8300;2.3000;"29439";"sumatriptan oraal 50 mg";false;false;"_";false;false;false;true;false
"2438703";"RAAC";"0019117";"_";"22210-711";"O";"Propolipid inj./inf. emuls. i.v. [flac.] 10x 500mg/50ml";"_";"00104";"_";10;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inj./inf. emuls. i.v. [flac.]";0.0000;0.0000;0.0000;"26682";"propofol injectie/infusie 500 mg / 50 ml [no switch: anesthesie]";false;false;"_";false;false;false;true;false
"2481208";"RAAC";"0019117";"_";"22210-711";"O";"Propolipid inj./inf. emuls. i.v. [amp.] 5x 200mg/20ml";"_";"00098";"_";5;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inj./inf. emuls. i.v. [amp.]";0.0000;0.0000;0.0000;"26666";"propofol injectie/infusie 200 mg / 20 ml [no switch: anesthesie]";false;false;"_";false;false;false;true;false
"2318566";"JIAAF";"0009225";"B";"25494-1636";"O";"Sumatriptan Sandoz tabl. (deelb.) 12x 50mg";"_";"00010";"_";12;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";20.4200;"_";"_";"_";"_";"tabl. (deelb.)";45.8300;5.5000;3.3000;"29439";"sumatriptan oraal 50 mg";false;false;"_";false;false;false;true;false
"2318582";"JIAAF";"0009225";"G";"25494-1636";"O";"Sumatriptan Sandoz tabl. (deelb.) 2x 100mg";"_";"00010";"_";2;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";11.1500;"_";"_";"_";"_";"tabl. (deelb.)";115.5000;2.3100;1.3800;"29405";"sumatriptan oraal 100 mg";false;true;"_";true;false;false;true;false
"2318590";"JIAAF";"0009225";"B";"25494-1636";"O";"Sumatriptan Sandoz tabl. (deelb.) 6x 100mg";"_";"00010";"_";6;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";15.5700;"_";"_";"_";"_";"tabl. (deelb.)";63.8300;3.8300;2.3000;"29405";"sumatriptan oraal 100 mg";false;false;"_";false;false;false;true;false
"2318608";"JIAAF";"0009225";"B";"25494-1636";"O";"Sumatriptan Sandoz tabl. (deelb.) 12x 100mg";"_";"00010";"_";12;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";20.4200;"_";"_";"_";"_";"tabl. (deelb.)";45.8300;5.5000;3.3000;"29405";"sumatriptan oraal 100 mg";false;false;"_";false;false;false;true;false
"3000148";"JIAAF";"0009225";"G";"25494-1636";"O";"Sumatriptan Sandoz tabl. (deelb.) 24x 100mg";"_";"00010";"_";24;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";28.5400;"_";"_";"_";"_";"tabl. (deelb.)";32.3300;7.7600;4.6200;"29405";"sumatriptan oraal 100 mg";false;true;"_";true;false;false;true;false
"2438729";"RAAC";"0019117";"_";"22210-711";"O";"Propolipid inj./inf. emuls. i.v. [flac.] 10x 1g/50ml";"_";"00104";"_";10;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inj./inf. emuls. i.v. [flac.]";0.0000;0.0000;0.0000;"34686";"propofol injectie/infusie 1 g / 50 ml [no switch: anesthesie]";false;false;"_";false;false;false;true;false
"2506673";"MDBA";"0013094";"_";"9605-1636";"O";"Etoposid Sandoz inf. oploss. (conc.) i.v. [flac.] 1x 200mg/10ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"11825";"etoposide infusie 200 mg / 10 ml [no switch: onco]";false;false;"_";false;false;false;true;false
"2506699";"MDBA";"0013094";"_";"9605-1636";"O";"Etoposid Sandoz inf. oploss. (conc.) i.v. [flac.] 1x 400mg/20ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"11841";"etoposide infusie 400 mg / 20 ml [no switch: onco]";false;false;"_";false;false;false;true;false
"2506657";"MDBA";"0013094";"_";"9605-1636";"O";"Etoposid Sandoz inf. oploss. (conc.) i.v. [flac.] 1x 1g/50ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"11817";"etoposide infusie 1 g / 50 ml [no switch: onco]";false;false;"_";false;false;false;true;false
"2454726";"EAAEBA";"0004309";"B";"19372-1354";"U";"NovoMix 50 50/50 inj. susp. s.c. Penfill [patr.] 5x3ml";"_";"00519";"_";5;"x";3.0000;"ml";"_";"_";0.0000;"_";"_";"_";"R";"a4";39.3200;"_";"_";"_";"_";"inj. susp. s.c. Penfill [patr.]";0.0000;0.0000;0.0000;"17046";"insuline aspart + insuline aspart protamine injectie 50 E + 50 E / 1 ml [NOVOS: biological]";false;false;"_";true;false;false;true;false
"2824167";"EAAEBA";"0004309";"B";"19372-1354";"U";"NovoMix 50 50/50 inj. susp. s.c. FlexPen [voorgev. pen] 5x3ml";"_";"00310";"_";5;"x";3.0000;"ml";"_";"_";0.0000;"_";"_";"_";"R";"a4";42.5200;"_";"_";"_";"_";"inj. susp. s.c. FlexPen [voorgev. pen]";0.0000;0.0000;0.0000;"17046";"insuline aspart + insuline aspart protamine injectie 50 E + 50 E / 1 ml [NOVOS: biological]";false;false;"_";true;false;false;true;false
"3138625";"MDBA";"0013094";"_";"9605-1636";"O";"Etoposid Sandoz inf. oploss. (conc.) i.v. [flac.] 5x 100mg/5ml";"_";"00016";"_";5;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"11791";"etoposide infusie 100 mg / 5 ml [no switch: onco]";false;false;"_";false;false;false;true;false
"2318517";"AADD";"0000141";"G";"6148-1636";"U";"Co-Ramipril Sandoz 5/25 tabl. (deelb.) 50x";"_";"00010";"_";50;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";15.6700;"_";"_";"_";"_";"tabl. (deelb.)";7.7200;3.8600;2.3200;"27193";"ramipril + hydrochloorthiazide oraal 5 mg + 25 mg";false;true;"_";true;false;false;true;false
"2318525";"AADD";"0000141";"G";"6148-1636";"U";"Co-Ramipril Sandoz 5/25 tabl. (deelb.) 100x";"_";"00010";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";26.6000;"_";"_";"_";"_";"tabl. (deelb.)";7.3000;7.3000;4.3400;"27193";"ramipril + hydrochloorthiazide oraal 5 mg + 25 mg";false;true;"_";true;false;false;true;false
"2447761";"JBDG";"0007971";"G";"23481-935";"O";"Risperdal filmomh. tabl. (deelb.) 20x 1mg";"_";"00007";"_";20;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";10.7900;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";10.9000;2.1800;1.3100;"27649";"risperidon oraal 1 mg";false;true;"_";true;false;false;true;false
"2447787";"JBDG";"0007971";"B";"23481-935";"O";"Risperdal filmomh. tabl. (deelb.) 100x 3mg";"_";"00007";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";81.2700;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";14.8000;14.8000;9.8000;"27680";"risperidon oraal 3 mg";false;false;"_";false;false;false;true;false
"2503829";"EAAEBA";"0004309";"B";"19380-1354";"U";"NovoMix 70 70/30 inj. susp. s.c. Penfill [patr.] 5x3ml";"_";"00519";"_";5;"x";3.0000;"ml";"_";"_";0.0000;"_";"_";"_";"R";"a4";39.3200;"_";"_";"_";"_";"inj. susp. s.c. Penfill [patr.]";0.0000;0.0000;0.0000;"17053";"insuline aspart + insuline aspart protamine injectie 70 E + 30 E / 1 ml [NOVOS: biological]";false;false;"_";true;false;false;true;false
"2655025";"OEEA";"0014530";"G";"13631-1537";"O";"Isocural zachte caps. 60x 20mg";"_";"00019";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";37.3500;"_";"_";"_";"_";"zachte caps.";16.4300;9.8600;5.8600;"17632";"isotretinoïne oraal 20 mg";false;true;"_";true;false;false;true;false
"2824175";"EAAEBA";"0004309";"B";"19380-1354";"U";"NovoMix 70 70/30 inj. susp. s.c. FlexPen [voorgev. pen] 5x3ml";"_";"00310";"_";5;"x";3.0000;"ml";"_";"_";0.0000;"_";"_";"_";"R";"a4";42.5200;"_";"_";"_";"_";"inj. susp. s.c. FlexPen [voorgev. pen]";0.0000;0.0000;0.0000;"17053";"insuline aspart + insuline aspart protamine injectie 70 E + 30 E / 1 ml [NOVOS: biological]";false;false;"_";true;false;false;true;false
"2981785";"OEEA";"0014530";"G";"13631-1537";"O";"Isocural zachte caps. 60x 10mg";"_";"00019";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";22.6400;"_";"_";"_";"_";"zachte caps.";10.5300;6.3200;3.7900;"17616";"isotretinoïne oraal 10 mg";false;true;"_";true;false;false;true;false
"2512093";"IDAA";"0021402";"_";"8128-1115";"O";"Donacom oploss. (pdr., zakjes) 90x 1178mg";"_";"00132";"_";90;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";39.9500;"_";"_";"_";"_";"oploss. (pdr., zakjes)";44.3900;39.9500;39.9500;"14761";"glucosamine oraal 1 178 mg";false;false;"_";false;false;false;true;false
"2512085";"IDAA";"0021402";"_";"8128-1115";"O";"Donacom oploss. (pdr., zakjes) 30x 1178mg";"_";"00132";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";18.0000;"_";"_";"_";"_";"oploss. (pdr., zakjes)";60.0000;18.0000;18.0000;"14761";"glucosamine oraal 1 178 mg";false;false;"_";false;false;false;true;false
"2322428";"JEBAA";"0008417";"_";"18945-1396";"O";"Niquitin oromuc. zuigtabl. Mint 72x 2mg";"_";"00612";"_";72;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";26.7500;"_";"_";"_";"_";"oromuc. zuigtabl. Mint";37.1500;26.7500;26.7500;"22913";"nicotine oromucosaal 2 mg";false;false;"_";false;false;false;true;false
"2322410";"JEBAA";"0008417";"_";"18945-1396";"O";"Niquitin oromuc. zuigtabl. Mint 72x 4mg";"_";"00612";"_";72;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";26.7500;"_";"_";"_";"_";"oromuc. zuigtabl. Mint";37.1500;26.7500;26.7500;"22939";"nicotine oromucosaal 4 mg";false;false;"_";false;false;false;true;false
"2388700";"ALBC";"0001636";"R";"15370-2386";"O";"Lipanthylnano filmomh. tabl. 30x 145mg";"_";"00009";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b2";11.3700;"_";"_";"_";"_";"filmomh. tabl.";12.8700;3.8600;3.2200;"12401";"fenofibraat oraal 145 mg";false;false;"_";true;false;false;true;false
"2322006";"JAAB";"0007492";"_";"3707-1636";"O";"Bromazepam Sandoz tabl. 50x 3mg";"_";"00002";"_";50;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";4.7000;"_";"_";"_";"_";"tabl.";9.4000;4.7000;4.7000;"4192";"bromazepam oraal 3 mg";false;false;"_";false;false;false;true;false
"2322014";"JAAB";"0007492";"_";"3707-1636";"O";"Bromazepam Sandoz tabl. (deelb.) 50x 6mg";"_";"00010";"_";50;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";5.9300;"_";"_";"_";"_";"tabl. (deelb.)";11.8600;5.9300;5.9300;"4200";"bromazepam oraal 6 mg";false;false;"_";false;false;false;true;false
"2776706";"SBAA";"0016303";"_";"21998-299";"O";"Primovist 0,25mmol/1ml inj. oploss. i.v. [voorgev. spuit] 1x 2,5mmol/10ml";"_";"00032";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inj. oploss. i.v. [voorgev. spuit]";0.0000;0.0000;0.0000;"14191";"gadoxetaat injectie 0,25 mmol / 1 ml [no switch: diagnosticum]";false;false;"_";false;false;false;true;false
"2321677";"JHD";"0009100";"_";"29074-166";"O";"Vistabel inj. oploss. (pdr.) i.m. [flac.] 1x 50E";"_";"00436";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";135.3900;"_";"_";"_";"_";"inj. oploss. (pdr.) i.m. [flac.]";13539.0000;135.3900;135.3900;"4101";"botulinetoxine type A injectie 50 E [NOVOS: biological]";false;false;"_";false;false;false;true;false
"0092767";"GDA";"0006387";"_";"28001-1115";"U";"Urgenin 0,28/0,65 druppels oploss. 50ml";"_";"00151";"_";1;"x";50.0000;"ml";"_";"_";0.0000;"_";"_";"_";"_";"_";9.3500;"_";"_";"_";"_";"druppels oploss.";18.7000;9.3500;9.3500;"10108";"Echinacea purpurea + Serenoa repens oraal 0,28 g + 0,65 g / 1 g";false;false;"_";false;false;false;true;false
"2325884";"MACC";"0012666";"_";"8912-2097";"O";"Eloxatin inf. oploss. (conc.) i.v. [flac.] 1x 50mg/10ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"24075";"oxaliplatine infusie 50 mg / 10 ml [no switch: onco]";false;false;"_";false;false;false;true;false
"2325868";"MACC";"0012666";"_";"8912-2097";"O";"Eloxatin inf. oploss. (conc.) i.v. [flac.] 1x 100mg/20ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"24059";"oxaliplatine infusie 100 mg / 20 ml [no switch: onco]";false;false;"_";false;false;false;true;false
"2353514";"HCAM";"0006619";"R";"6478-810";"O";"Contramal tabl. verl. afgifte Uno 30x 100mg";"_";"00638";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";11.8800;"_";"_";"_";"_";"tabl. verl. afgifte Uno";13.7000;4.1100;3.4100;"31120";"tramadol oraal (gereg. afgifte) 1x/d 100 mg";false;false;"_";false;false;false;true;false
"2353522";"HCAM";"0006619";"R";"6478-810";"O";"Contramal tabl. verl. afgifte Uno 30x 200mg";"_";"00638";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";18.2000;"_";"_";"_";"_";"tabl. verl. afgifte Uno";23.7000;7.1100;5.7100;"31179";"tramadol oraal (gereg. afgifte) 1x/d 200 mg";false;false;"_";false;false;false;true;false
"2547925";"IAABB";"0006866";"_";"19471-1610";"O";"Nurofen 2% siroop susp. (zonder suiker) Kinderen 200ml 100mg/5ml";"_";"00532";"_";1;"x";200.0000;"ml";"_";"_";0.0000;"_";"_";"_";"_";"_";8.9700;"_";"_";"_";"_";"siroop susp. (zonder suiker) Kinderen";4.4900;8.9700;8.9700;"16220";"ibuprofen oraal 100 mg / 5 ml";false;false;"_";false;false;false;true;false
"2322501";"JDA";"0008326";"_";"25304-570";"O";"Strattera harde caps. 7x 25mg";"_";"00011";"_";7;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";30.9700;"_";"_";"_";"_";"harde caps.";442.4300;30.9700;30.9700;"2410";"atomoxetine oraal 25 mg";false;false;"_";false;false;false;true;false
"2311587";"JIAAF";"0009225";"G";"25486-1289";"O";"Sumatriptan Mylan filmomh. tabl. 6x 50mg";"_";"00009";"_";6;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";10.9000;"_";"_";"_";"_";"filmomh. tabl.";37.0000;2.2200;1.3300;"29439";"sumatriptan oraal 50 mg";false;true;"_";true;false;false;true;false
"3412616";"JIAAF";"0009225";"G";"25486-1289";"O";"Sumatriptan Mylan filmomh. tabl. 24x 100mg";"_";"00009";"_";24;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";28.5400;"_";"_";"_";"_";"filmomh. tabl.";32.3300;7.7600;4.6200;"29405";"sumatriptan oraal 100 mg";false;true;"_";true;false;false;true;false
"2308195";"JIAAF";"0009225";"G";"25486-1289";"O";"Sumatriptan Mylan filmomh. tabl. 24x 50mg";"_";"00009";"_";24;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";28.5400;"_";"_";"_";"_";"filmomh. tabl.";32.3300;7.7600;4.6200;"29439";"sumatriptan oraal 50 mg";false;true;"_";true;false;false;true;false
"2308229";"JIAAF";"0009225";"G";"25486-1289";"O";"Sumatriptan Mylan filmomh. tabl. 6x 100mg";"_";"00009";"_";6;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";10.9000;"_";"_";"_";"_";"filmomh. tabl.";37.0000;2.2200;1.3300;"29405";"sumatriptan oraal 100 mg";false;true;"_";true;false;false;true;false
"2281715";"KDCBG";"0011130";"B";"1933-372";"O";"Aptivus zachte caps. 120x 250mg";"_";"00019";"_";120;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4";761.6200;"_";"_";"_";"_";"zachte caps.";0.0000;0.0000;0.0000;"30718";"tipranavir oraal 250 mg";false;false;"_";true;false;false;true;false
"2249829";"JDE";"0008359";"_";"29660-1909";"O";"Xyrem oploss. 180ml 500mg/1ml";"_";"00049";"_";1;"x";180.0000;"ml";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"verdovend middel";"_";"_";"oploss.";0.0000;0.0000;0.0000;"24133";"oxybaat oraal 500 mg / 1 ml [VOS!: verdoving+]";false;false;"_";false;false;true;true;false
