"mppcv";"Stofcv";"ppid";"hyr_";"hyrcv_";"mpcv_";"mppnm_";"ppq";"ppgal";"InRank";"StofNm_";"Dim";"InX";"InQ";"InU";"Add";"InBasQ";"InBasU";"InQ2";"InU2";"Amb";"Hosp"
"2353530";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal tabl. verl. afgifte Uno 30x 300mg";0;"tabl. verl. afgifte Uno";1;"tramadol hydrochloride";;;300.0000;"mg";;0.0000;;0.0000;;true;false
"2308179";"01658";"1";"JIAAF";"0009225";"25486-1289";"Sumatriptan Mylan filmomh. tabl. 12x 50mg";0;"filmomh. tabl.";1;"sumatriptan";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2308195";"01658";"1";"JIAAF";"0009225";"25486-1289";"Sumatriptan Mylan filmomh. tabl. 24x 50mg";0;"filmomh. tabl.";1;"sumatriptan";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2311587";"01658";"1";"JIAAF";"0009225";"25486-1289";"Sumatriptan Mylan filmomh. tabl. 6x 50mg";0;"filmomh. tabl.";1;"sumatriptan";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"3412616";"01658";"1";"JIAAF";"0009225";"25486-1289";"Sumatriptan Mylan filmomh. tabl. 24x 100mg";0;"filmomh. tabl.";1;"sumatriptan";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2308229";"01658";"1";"JIAAF";"0009225";"25486-1289";"Sumatriptan Mylan filmomh. tabl. 6x 100mg";0;"filmomh. tabl.";1;"sumatriptan";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2308211";"01658";"1";"JIAAF";"0009225";"25486-1289";"Sumatriptan Mylan filmomh. tabl. 12x 100mg";0;"filmomh. tabl.";1;"sumatriptan";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2322469";"00136";"1";"JDA";"0008326";"25304-570";"Strattera harde caps. 7x 10mg";0;"harde caps.";1;"atomoxetine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2322485";"00136";"1";"JDA";"0008326";"25304-570";"Strattera harde caps. 7x 18mg";0;"harde caps.";1;"atomoxetine";;;18.0000;"mg";;0.0000;;0.0000;;true;false
"2322550";"00136";"1";"JDA";"0008326";"25304-570";"Strattera harde caps. 28x 25mg";0;"harde caps.";1;"atomoxetine";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"2322501";"00136";"1";"JDA";"0008326";"25304-570";"Strattera harde caps. 7x 25mg";0;"harde caps.";1;"atomoxetine";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"2341501";"01011";"1";"CAABB";"0002568";"14530-1636";"Lansoprazol Sandoz harde maagsapresist. caps. 98x 15mg";0;"harde maagsapresist. caps.";1;"lansoprazol";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"2341493";"01011";"1";"CAABB";"0002568";"14530-1636";"Lansoprazol Sandoz harde maagsapresist. caps. 56x 15mg";0;"harde maagsapresist. caps.";1;"lansoprazol";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"2341485";"01011";"1";"CAABB";"0002568";"14530-1636";"Lansoprazol Sandoz harde maagsapresist. caps. 28x 15mg";0;"harde maagsapresist. caps.";1;"lansoprazol";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"2341519";"01011";"1";"CAABB";"0002568";"14530-1636";"Lansoprazol Sandoz harde maagsapresist. caps. 98x 30mg";0;"harde maagsapresist. caps.";1;"lansoprazol";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"2341527";"01011";"1";"CAABB";"0002568";"14530-1636";"Lansoprazol Sandoz harde maagsapresist. caps. 56x 30mg";0;"harde maagsapresist. caps.";1;"lansoprazol";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"2341535";"01011";"1";"CAABB";"0002568";"14530-1636";"Lansoprazol Sandoz harde maagsapresist. caps. 28x 30mg";0;"harde maagsapresist. caps.";1;"lansoprazol";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"2281715";"01747";"1";"KDCBG";"0011130";"1933-372";"Aptivus zachte caps. 120x 250mg";0;"zachte caps.";1;"tipranavir";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"2474674";"01731";"1";"FCCA";"0005728";"12278-1222";"Heria tabl. 1x28x 2,5mg";0;"tabl.";1;"tibolon";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"2249829";"01333";"1";"JDE";"0008359";"29660-1909";"Xyrem oploss. 180ml 500mg/1ml";0;"oploss.";1;"oxybaat natrium";;;500.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"2373348";"01665";"1";"OGAA";"0014563";"6742-1610";"Curatoderm cut. emuls. 2x30ml 4µg/1g";0;"cut. emuls.";1;"tacalcitol";;;4.0000;"µg";"/";1.0000;"g";0.0000;;true;false
"2488674";"00676";"1";"BBAA";"0002246";"19562-1370";"Octanate inj./inf. oploss. (pdr.+solv.) i.v. [2x flac.] 1000IE";0;"inj./inf. oploss. (pdr. + solv.) i.v. [2x flac.]";1;"factor VIII";;;1000.0000;"IE";;0.0000;;0.0000;;true;false
"2488682";"00676";"1";"BBAA";"0002246";"19562-1370";"Octanate inj./inf. oploss. (pdr.+solv.) i.v. [2x flac.] 250IE";0;"inj./inf. oploss. (pdr. + solv.) i.v. [2x flac.]";1;"factor VIII";;;250.0000;"IE";;0.0000;;0.0000;;true;false
"2338085";"01318";"1";"CDBB";"0002931";"20024-1289";"Ondansetron Mylan inj./inf. oploss. i.v. [amp.] 5x 4mg/2ml";0;"inj./inf. oploss. i.v. [amp.]";1;"ondansetron";;;4.0000;"mg";"/";2.0000;"ml";0.0000;;true;false
"2338119";"01318";"1";"CDBB";"0002931";"20024-1289";"Ondansetron Mylan inj./inf. oploss. i.v. [amp.] 5x 8mg/4ml";0;"inj./inf. oploss. i.v. [amp.]";1;"ondansetron";;;8.0000;"mg";"/";4.0000;"ml";0.0000;;true;false
"2338101";"01318";"1";"CDBB";"0002931";"20024-1289";"Ondansetron Mylan filmomh. tabl. 10x 8mg";0;"filmomh. tabl.";1;"ondansetron";;;8.0000;"mg";;0.0000;;0.0000;;true;false
"2338028";"01309";"1";"AADF";"0000166";"19794-1651";"Olmetec Plus 20/12,5 filmomh. tabl. 98x";0;"filmomh. tabl.";1;"olmesartan medoxomil";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2338028";"00866";"1";"AADF";"0000166";"19794-1651";"Olmetec Plus 20/12,5 filmomh. tabl. 98x";0;"filmomh. tabl.";2;"hydrochloorthiazide";;;12.5000;"mg";;0.0000;;0.0000;;true;false
"2337988";"01309";"1";"AADF";"0000166";"19794-1651";"Olmetec Plus 20/12,5 filmomh. tabl. 28x";0;"filmomh. tabl.";1;"olmesartan medoxomil";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2337988";"00866";"1";"AADF";"0000166";"19794-1651";"Olmetec Plus 20/12,5 filmomh. tabl. 28x";0;"filmomh. tabl.";2;"hydrochloorthiazide";;;12.5000;"mg";;0.0000;;0.0000;;true;false
"2337947";"01309";"1";"AADF";"0000166";"19794-1651";"Olmetec Plus 20/25 filmomh. tabl. 98x";0;"filmomh. tabl.";1;"olmesartan medoxomil";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2337947";"00866";"1";"AADF";"0000166";"19794-1651";"Olmetec Plus 20/25 filmomh. tabl. 98x";0;"filmomh. tabl.";2;"hydrochloorthiazide";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"2338051";"01309";"1";"AADF";"0000166";"19794-1651";"Olmetec Plus 20/25 filmomh. tabl. 28x";0;"filmomh. tabl.";1;"olmesartan medoxomil";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2338051";"00866";"1";"AADF";"0000166";"19794-1651";"Olmetec Plus 20/25 filmomh. tabl. 28x";0;"filmomh. tabl.";2;"hydrochloorthiazide";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"2363109";"01309";"1";"AADF";"0000166";"3020-1172";"Belsar Plus 20/12,5 filmomh. tabl. 28x";0;"filmomh. tabl.";1;"olmesartan medoxomil";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2363109";"00866";"1";"AADF";"0000166";"3020-1172";"Belsar Plus 20/12,5 filmomh. tabl. 28x";0;"filmomh. tabl.";2;"hydrochloorthiazide";;;12.5000;"mg";;0.0000;;0.0000;;true;false
"2363117";"01309";"1";"AADF";"0000166";"3020-1172";"Belsar Plus 20/12,5 filmomh. tabl. 98x";0;"filmomh. tabl.";1;"olmesartan medoxomil";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2363117";"00866";"1";"AADF";"0000166";"3020-1172";"Belsar Plus 20/12,5 filmomh. tabl. 98x";0;"filmomh. tabl.";2;"hydrochloorthiazide";;;12.5000;"mg";;0.0000;;0.0000;;true;false
"2363133";"01309";"1";"AADF";"0000166";"3020-1172";"Belsar Plus 20/25 filmomh. tabl. 28x";0;"filmomh. tabl.";1;"olmesartan medoxomil";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2363133";"00866";"1";"AADF";"0000166";"3020-1172";"Belsar Plus 20/25 filmomh. tabl. 28x";0;"filmomh. tabl.";2;"hydrochloorthiazide";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"2363083";"01309";"1";"AADF";"0000166";"3020-1172";"Belsar Plus 20/25 filmomh. tabl. 98x";0;"filmomh. tabl.";1;"olmesartan medoxomil";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2363083";"00866";"1";"AADF";"0000166";"3020-1172";"Belsar Plus 20/25 filmomh. tabl. 98x";0;"filmomh. tabl.";2;"hydrochloorthiazide";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"2346237";"00962";"1";"ABCA";"0000323";"22061-1701";"Procoralan filmomh. tabl. (deelb.) 56x 5mg";0;"filmomh. tabl. (deelb.)";1;"ivabradine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"2346252";"00962";"1";"ABCA";"0000323";"22061-1701";"Procoralan filmomh. tabl. 56x 7,5mg";0;"filmomh. tabl.";1;"ivabradine";;;7.5000;"mg";;0.0000;;0.0000;;true;false
"3245347";"02012";"1";"AADE";"0000158";"31096-1818";"Peramteva 10/5 tabl. 30x";0;"tabl.";1;"perindopril tosilaat";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3245347";"00094";"1";"AADE";"0000158";"31096-1818";"Peramteva 10/5 tabl. 30x";0;"tabl.";2;"amlodipine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"2318939";"01673";"1";"GBAC";"0006213";"25841-1818";"Tamsulosine Teva harde caps. geregul. afgifte 30x 0,4mg";0;"harde caps. geregul. afgifte";1;"tamsulosine hydrochloride";;;0.4000;"mg";;0.0000;;0.0000;;true;false
"2318947";"01673";"1";"GBAC";"0006213";"25841-1818";"Tamsulosine Teva harde caps. geregul. afgifte 90x 0,4mg";0;"harde caps. geregul. afgifte";1;"tamsulosine hydrochloride";;;0.4000;"mg";;0.0000;;0.0000;;true;false
"2587244";"01673";"1";"GBAC";"0006213";"25841-1818";"Tamsulosine Teva harde caps. geregul. afgifte 200x 0,4mg";0;"harde caps. geregul. afgifte";1;"tamsulosine hydrochloride";;;0.4000;"mg";;0.0000;;0.0000;;true;false
"2475689";"00888";"1";"IAABB";"0006866";"19471-1610";"Nurofen zetpil Kinderen 10x 125mg";0;"zetpil Kinderen";1;"ibuprofen";;;125.0000;"mg";;0.0000;;0.0000;;true;false
"2475705";"00888";"1";"IAABB";"0006866";"19471-1610";"Nurofen zetpil Kinderen 10x 60mg";0;"zetpil Kinderen";1;"ibuprofen";;;60.0000;"mg";;0.0000;;0.0000;;true;false
"2340610";"00090";"1";"JBCA";"0007880";"1388-612";"Amisulpride EG tabl. (deelb.) 60x 50mg";0;"tabl. (deelb.)";1;"amisulpride";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2340628";"00090";"1";"JBCA";"0007880";"1388-612";"Amisulpride EG tabl. (deelb.) 30x 50mg";0;"tabl. (deelb.)";1;"amisulpride";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2340644";"00090";"1";"JBCA";"0007880";"1388-612";"Amisulpride EG tabl. (deelb.) 150x 100mg";0;"tabl. (deelb.)";1;"amisulpride";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2340636";"00090";"1";"JBCA";"0007880";"1388-612";"Amisulpride EG tabl. (deelb.) 60x 100mg";0;"tabl. (deelb.)";1;"amisulpride";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2340669";"00090";"1";"JBCA";"0007880";"1388-612";"Amisulpride EG tabl. (deelb.) 150x 200mg";0;"tabl. (deelb.)";1;"amisulpride";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"2340651";"00090";"1";"JBCA";"0007880";"1388-612";"Amisulpride EG tabl. (deelb.) 30x 200mg";0;"tabl. (deelb.)";1;"amisulpride";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"2340677";"00090";"1";"JBCA";"0007880";"1388-612";"Amisulpride EG filmomh. tabl. (deelb.) 60x 400mg";0;"filmomh. tabl. (deelb.)";1;"amisulpride";;;400.0000;"mg";;0.0000;;0.0000;;true;false
"2340685";"00090";"1";"JBCA";"0007880";"1388-612";"Amisulpride EG filmomh. tabl. (deelb.) 150x 400mg";0;"filmomh. tabl. (deelb.)";1;"amisulpride";;;400.0000;"mg";;0.0000;;0.0000;;true;false
"2335438";"01116";"1";"IAADA";"0006940";"16535-1636";"Meloxicam Sandoz tabl. (deelb.) 30x 15mg";0;"tabl. (deelb.)";1;"meloxicam";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"2335420";"01116";"1";"IAADA";"0006940";"16535-1636";"Meloxicam Sandoz tabl. (deelb.) 30x 7,5mg";0;"tabl. (deelb.)";1;"meloxicam";;;7.5000;"mg";;0.0000;;0.0000;;true;false
"2369643";"00960";"1";"KBCB";"0010470";"13755-612";"Itraconazole EG harde caps. 15x 100mg";0;"harde caps.";1;"itraconazol";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2369668";"00960";"1";"KBCB";"0010470";"13755-612";"Itraconazole EG harde caps. 60x 100mg";0;"harde caps.";1;"itraconazol";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2400315";"00044";"1";"TCA";"0016485";"22434-1024";"Pulmolast inf. oploss. (pdr.+solv.) i.v. [2x flac.] 1x 1g";0;"inf. oploss. (pdr. + solv.) i.v. [2x flac.]";1;"alfa-1-proteïnase-inhibitor";;;1.0000;"g";;0.0000;;0.0000;;true;false
"2371557";"00043";"1";"IEBA";"0007260";"844-612";"Alendronate EG tabl. 28x 10mg";0;"tabl.";1;"alendroninezuur";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2371573";"00043";"1";"IEBA";"0007260";"844-612";"Alendronate EG tabl. 98x 10mg";0;"tabl.";1;"alendroninezuur";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2371532";"00043";"1";"IEBA";"0007260";"844-612";"Alendronate EG tabl. 4x 70mg";0;"tabl.";1;"alendroninezuur";;;70.0000;"mg";;0.0000;;0.0000;;true;false
"2371540";"00043";"1";"IEBA";"0007260";"844-612";"Alendronate EG tabl. 12x 70mg";0;"tabl.";1;"alendroninezuur";;;70.0000;"mg";;0.0000;;0.0000;;true;false
"2274660";"01694";"1";"KBDA";"0010538";"26435-1636";"Terbinafine Sandoz tabl. (deelb.) 56x 250mg";0;"tabl. (deelb.)";1;"terbinafine";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"2274652";"01694";"1";"KBDA";"0010538";"26435-1636";"Terbinafine Sandoz tabl. (deelb.) 28x 250mg";0;"tabl. (deelb.)";1;"terbinafine";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"2274645";"01694";"1";"KBDA";"0010538";"26435-1636";"Terbinafine Sandoz tabl. (deelb.) 14x 250mg";0;"tabl. (deelb.)";1;"terbinafine";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"2329555";"01693";"1";"OACE";"0014092";"14431-1347";"Lamisil gel Dermgel 15g 10mg/1g";0;"gel Dermgel";1;"terbinafine";;;10.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"2339679";"00960";"1";"KBCB";"0010470";"13763-1289";"Itraconazole Mylan harde caps. 15x 100mg";0;"harde caps.";1;"itraconazol";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2339661";"00960";"1";"KBCB";"0010470";"13763-1289";"Itraconazole Mylan harde caps. 28x 100mg";0;"harde caps.";1;"itraconazol";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2339653";"00960";"1";"KBCB";"0010470";"13763-1289";"Itraconazole Mylan harde caps. 60x 100mg";0;"harde caps.";1;"itraconazol";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2339646";"00960";"1";"KBCB";"0010470";"13763-1289";"Itraconazole Mylan harde caps. 4x 100mg";0;"harde caps.";1;"itraconazol";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2339620";"00914";"1";"LBAA";"0011874";"18309-414";"Nanogam inf. oploss. i.v. [flac.] 1x 1g/20ml";0;"inf. oploss. i.v. [flac.]";1;"immunoglobulinen";;;1.0000;"g";"/";20.0000;"ml";0.0000;;true;false
"2520559";"00914";"1";"LBAA";"0011874";"18309-414";"Nanogam inf. oploss. i.v. [flac.] 1x 2,5g/50ml";0;"inf. oploss. i.v. [flac.]";1;"immunoglobulinen";;;2.5000;"g";"/";50.0000;"ml";0.0000;;true;false
"2520567";"00914";"1";"LBAA";"0011874";"18309-414";"Nanogam inf. oploss. i.v. [flac.] 1x 5g/100ml";0;"inf. oploss. i.v. [flac.]";1;"immunoglobulinen";;;5.0000;"g";"/";100.0000;"ml";0.0000;;true;false
"2520575";"00914";"1";"LBAA";"0011874";"18309-414";"Nanogam inf. oploss. i.v. [flac.] 1x 10g/200ml";0;"inf. oploss. i.v. [flac.]";1;"immunoglobulinen";;;10.0000;"g";"/";200.0000;"ml";0.0000;;true;false
"2520583";"00914";"1";"LBAA";"0011874";"18309-414";"Nanogam inf. oploss. i.v. [flac.] 1x 20g/400ml";0;"inf. oploss. i.v. [flac.]";1;"immunoglobulinen";;;20.0000;"g";"/";400.0000;"ml";0.0000;;true;false
"2340149";"01673";"1";"GBAC";"0006213";"25833-1636";"Tamsulosine Sandoz harde caps. geregul. afgifte 30x 0,4mg";0;"harde caps. geregul. afgifte";1;"tamsulosine hydrochloride";;;0.4000;"mg";;0.0000;;0.0000;;true;false
"2340156";"01673";"1";"GBAC";"0006213";"25833-1636";"Tamsulosine Sandoz harde caps. geregul. afgifte 90x 0,4mg";0;"harde caps. geregul. afgifte";1;"tamsulosine hydrochloride";;;0.4000;"mg";;0.0000;;0.0000;;true;false
"2562817";"01673";"1";"GBAC";"0006213";"25833-1636";"Tamsulosine Sandoz harde caps. geregul. afgifte 200x 0,4mg";0;"harde caps. geregul. afgifte";1;"tamsulosine hydrochloride";;;0.4000;"mg";;0.0000;;0.0000;;true;false
"2276186";"01610";"1";"AMF";"0017327";"23200-1446";"Revatio filmomh. tabl. 90x 20mg";0;"filmomh. tabl.";1;"sildenafil";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2450146";"00052";"1";"CABA";"0002634";"11551-1610";"Gaviscon 1/200 siroop susp. (zakjes) Advance Munt 20x10ml";0;"siroop susp. (zakjes) Advance Munt";1;"alginaat natrium";;;1.0000;"g";"/";10.0000;"ml";0.0000;;true;false
"2450146";"00979";"1";"CABA";"0002634";"11551-1610";"Gaviscon 1/200 siroop susp. (zakjes) Advance Munt 20x10ml";0;"siroop susp. (zakjes) Advance Munt";2;"waterstofcarbonaat kalium";;;200.0000;"mg";"/";10.0000;"ml";0.0000;;true;false
"2360139";"01318";"1";"CDBB";"0002931";"20008-612";"Ondansetron EG inj./inf. oploss. [amp.] 5x 4mg/2ml";0;"inj./inf. oploss. i.m./i.v. [amp.]";1;"ondansetron";;;4.0000;"mg";"/";2.0000;"ml";0.0000;;true;false
"2360154";"01318";"1";"CDBB";"0002931";"20008-612";"Ondansetron EG inj./inf. oploss. [amp.] 5x 8mg/4ml";0;"inj./inf. oploss. i.m./i.v. [amp.]";1;"ondansetron";;;8.0000;"mg";"/";4.0000;"ml";0.0000;;true;false
"2360105";"01318";"1";"CDBB";"0002931";"20008-612";"Ondansetron EG filmomh. tabl. 10x 8mg";0;"filmomh. tabl.";1;"ondansetron";;;8.0000;"mg";;0.0000;;0.0000;;true;false
"2257186";"00650";"1";"FBAAC";"0005355";"11684-1222";"Gestofeme 0,03/0,075 omh. tabl. 6x21";0;"omh. tabl.";1;"ethinylestradiol";;;0.0300;"mg";;0.0000;;0.0000;;true;false
"2257186";"00818";"1";"FBAAC";"0005355";"11684-1222";"Gestofeme 0,03/0,075 omh. tabl. 6x21";0;"omh. tabl.";2;"gestodeen";;;0.0750;"mg";;0.0000;;0.0000;;true;false
"2257152";"00650";"1";"FBAAC";"0005355";"11684-1222";"Gestofeme 0,03/0,075 omh. tabl. 3x21";0;"omh. tabl.";1;"ethinylestradiol";;;0.0300;"mg";;0.0000;;0.0000;;true;false
"2257152";"00818";"1";"FBAAC";"0005355";"11684-1222";"Gestofeme 0,03/0,075 omh. tabl. 3x21";0;"omh. tabl.";2;"gestodeen";;;0.0750;"mg";;0.0000;;0.0000;;true;false
"2314763";"00650";"1";"FBAAC";"0005355";"11684-1222";"Gestofeme 0,03/0,075 omh. tabl. 13x21";0;"omh. tabl.";1;"ethinylestradiol";;;0.0300;"mg";;0.0000;;0.0000;;true;false
"2314763";"00818";"1";"FBAAC";"0005355";"11684-1222";"Gestofeme 0,03/0,075 omh. tabl. 13x21";0;"omh. tabl.";2;"gestodeen";;;0.0750;"mg";;0.0000;;0.0000;;true;false
"2257178";"00650";"1";"FBAAC";"0005355";"11676-1222";"Gestodelle 0,02/0,075 omh. tabl. 3x21";0;"omh. tabl.";1;"ethinylestradiol";;;0.0200;"mg";;0.0000;;0.0000;;true;false
"2257178";"00818";"1";"FBAAC";"0005355";"11676-1222";"Gestodelle 0,02/0,075 omh. tabl. 3x21";0;"omh. tabl.";2;"gestodeen";;;0.0750;"mg";;0.0000;;0.0000;;true;false
"2257160";"00650";"1";"FBAAC";"0005355";"11676-1222";"Gestodelle 0,02/0,075 omh. tabl. 6x21";0;"omh. tabl.";1;"ethinylestradiol";;;0.0200;"mg";;0.0000;;0.0000;;true;false
"2257160";"00818";"1";"FBAAC";"0005355";"11676-1222";"Gestodelle 0,02/0,075 omh. tabl. 6x21";0;"omh. tabl.";2;"gestodeen";;;0.0750;"mg";;0.0000;;0.0000;;true;false
"2314771";"00650";"1";"FBAAC";"0005355";"11676-1222";"Gestodelle 0,02/0,075 omh. tabl. 13x21";0;"omh. tabl.";1;"ethinylestradiol";;;0.0200;"mg";;0.0000;;0.0000;;true;false
"2314771";"00818";"1";"FBAAC";"0005355";"11676-1222";"Gestodelle 0,02/0,075 omh. tabl. 13x21";0;"omh. tabl.";2;"gestodeen";;;0.0750;"mg";;0.0000;;0.0000;;true;false
"2456556";"00043";"1";"IEBA";"0007260";"851-1289";"Alendronate Mylan tabl. 98x 10mg";0;"tabl.";1;"alendroninezuur";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2456572";"00043";"1";"IEBA";"0007260";"851-1289";"Alendronate Mylan tabl. 12x 70mg";0;"tabl.";1;"alendroninezuur";;;70.0000;"mg";;0.0000;;0.0000;;true;false
"2456564";"00043";"1";"IEBA";"0007260";"851-1289";"Alendronate Mylan tabl. 4x 70mg";0;"tabl.";1;"alendroninezuur";;;70.0000;"mg";;0.0000;;0.0000;;true;false
"2357200";"00303";"1";"CEDAB";"0003194";"11973-1602";"Grains de Vals Senna omh. tabl. 20x 16mg";0;"omh. tabl.";1;"Cassia senna (sennoside B)";;;16.0000;"mg";;0.0000;;0.0000;;true;false
"2872729";"01673";"1";"GBAC";"0006213";"25809-612";"Tamsulosine EG harde caps. geregul. afgifte 200x 0,4mg";0;"harde caps. geregul. afgifte";1;"tamsulosine hydrochloride";;;0.4000;"mg";;0.0000;;0.0000;;true;false
"2322444";"01673";"1";"GBAC";"0006213";"25809-612";"Tamsulosine EG harde caps. geregul. afgifte 90x 0,4mg";0;"harde caps. geregul. afgifte";1;"tamsulosine hydrochloride";;;0.4000;"mg";;0.0000;;0.0000;;true;false
"2322451";"01673";"1";"GBAC";"0006213";"25809-612";"Tamsulosine EG harde caps. geregul. afgifte 30x 0,4mg";0;"harde caps. geregul. afgifte";1;"tamsulosine hydrochloride";;;0.4000;"mg";;0.0000;;0.0000;;true;false
"2721587";"00906";"1";"AMC";"0017319";"28613-299";"Ventavis verneveloploss. [amp.] 168x 10µg/1ml";0;"verneveloploss. [amp.]";1;"iloprost";;;10.0000;"µg";"/";1.0000;"ml";0.0000;;true;false
"2270361";"01064";"1";"KDCBH";"0020214";"13920-59";"Kaletra 200/50 filmomh. tabl. 120x";0;"filmomh. tabl.";1;"lopinavir";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"2270361";"01553";"1";"KDCBH";"0020214";"13920-59";"Kaletra 200/50 filmomh. tabl. 120x";0;"filmomh. tabl.";2;"ritonavir";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2379709";"00789";"1";"ADABB";"0000463";"11346-1636";"Furosemide Sandoz tabl. (deelb.) 100x 40mg";0;"tabl. (deelb.)";1;"furosemide";;;40.0000;"mg";;0.0000;;0.0000;;true;false
"2251064";"01299";"1";"BBAA";"0002246";"14258-299";"Kogenate inj./inf. oploss. (pdr.+solv.) i.v. [flac.+voorgev. spuit] 250IE";0;"inj./inf. oploss. (pdr. + solv.) i.v. [flac. + voorgev. spuit]";1;"octocog alfa";;;250.0000;"IE";;0.0000;;0.0000;;true;false
"2251072";"01299";"1";"BBAA";"0002246";"14258-299";"Kogenate inj./inf. oploss. (pdr.+solv.) i.v. [flac.+voorgev. spuit] 500IE";0;"inj./inf. oploss. (pdr. + solv.) i.v. [flac. + voorgev. spuit]";1;"octocog alfa";;;500.0000;"IE";;0.0000;;0.0000;;true;false
"2251080";"01299";"1";"BBAA";"0002246";"14258-299";"Kogenate inj./inf. oploss. (pdr.+solv.) i.v. [flac.+voorgev. spuit] 1000IE";0;"inj./inf. oploss. (pdr. + solv.) i.v. [flac. + voorgev. spuit]";1;"octocog alfa";;;1000.0000;"IE";;0.0000;;0.0000;;true;false
"2367324";"00094";"1";"AFAA";"0000729";"1420-216";"Amlodipine Apotex tabl. 28x 5mg";0;"tabl.";1;"amlodipine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"2367357";"00094";"1";"AFAA";"0000729";"1420-216";"Amlodipine Apotex tabl. 56x 5mg";0;"tabl.";1;"amlodipine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"2367290";"00094";"1";"AFAA";"0000729";"1420-216";"Amlodipine Apotex tabl. 98x 5mg";0;"tabl.";1;"amlodipine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"2367449";"00094";"1";"AFAA";"0000729";"1420-216";"Amlodipine Apotex tabl. 100x 10mg";0;"tabl.";1;"amlodipine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2367464";"00094";"1";"AFAA";"0000729";"1420-216";"Amlodipine Apotex tabl. 30x 10mg";0;"tabl.";1;"amlodipine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"1530369";"00789";"1";"ADABB";"0000463";"11346-1636";"Furosemide Sandoz tabl. (deelb.) 50x 40mg";0;"tabl. (deelb.)";1;"furosemide";;;40.0000;"mg";;0.0000;;0.0000;;true;false
"2363232";"00043";"1";"IEBA";"0007260";"877-1818";"Alendronate Teva tabl. 12x 70mg";0;"tabl.";1;"alendroninezuur";;;70.0000;"mg";;0.0000;;0.0000;;true;false
