"MPcv";"Hyrcv";"Hyr_";"MPnm";"IRCV";"BT";"note";"pos";"WadaN";"WadaF";"rank";"nmcv";"Orphan";"SpecRules";"Narcotic";"Amb";"Hosp"
"12377-513";"0011874";"LBAA";"Hizentra";"00513";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10785-67";"0012823";"MBCE";"Fluorouracil Accord Healthcare";"00067";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15560-2386";"0000844";"AFBA";"Lodixal";"02386";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28563-1289";"0008144";"JCBBB";"Venlafaxine Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22012-1115";"0014175";"OAEA";"Prioderm";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16006-1263";"0019422";"FBBAA";"Lueva";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"760-125";"0015511";"PGA";"Alcon Adequad";"00125";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4820-1222";"0019422";"FBBAA";"Celea";"01222";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23945-927";"0005892";"ECGE";"Salvacyl";"00927";false;"_";"_";"Hman";"Hman";0;0;false;false;false;true;false
"26013-125";"0015511";"PGA";"Tears Naturale";"00125";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7450-554";"0019422";"FBBAA";"Desopop";"00554";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16386-125";"0015206";"PBDA";"Maxitrol";"00125";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"26906-125";"0015206";"PBDA";"Tobradex";"00125";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"7484-372";"0015966";"QCBDA";"Dexa Rhinospray";"00372";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"21642-1834";"0015636";"QAAA";"Polydexa";"01834";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"7435-315";"0019422";"FBBAA";"Desogestrel Besins";"00315";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24034-1636";"0019422";"FBBAA";"Saphirena";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7468-1446";"0006130";"GAAH";"Detrusitol";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28332-1446";"0017962";"HCBC";"Valtran";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25627-1248";"0005033";"EEAA";"Synacthen";"01248";false;"_";"_";"H";"H";0;0;false;false;false;true;false
"22749-216";"0006213";"GBAC";"Ranomax";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25817-240";"0006213";"GBAC";"Tamsulosine HCl Yamanouchi";"00240";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25841-1818";"0006213";"GBAC";"Tamsulosine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9548-1347";"0017145";"FCBBA";"Estalis";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28266-1636";"0008730";"JGAAA";"Valproate Sandoz";"01636";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"25684-935";"0005611";"FCABA";"Systen";"00935";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"59-232";"0005637";"FCACA";"Aacifemine";"00232";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28241-612";"0008730";"JGAAA";"Valproate EG";"00612";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"12021-1180";"0005645";"FCACB";"Gynoflor";"01180";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20230-1636";"0020271";"TBAA";"Orlistat Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20594-1818";"0013185";"MEBC";"Paclitaxin";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28589-1958";"0013342";"NAABA";"Venofer";"01958";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"18309-414";"0011874";"LBAA";"Nanogam";"00414";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18168-1347";"0012104";"LCAEA";"Myfortic";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9886-1347";"0016444";"TACBA";"Exjade";"01347";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"21527-26";"0006957";"IAADB";"Piromed";"00026";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23689-1636";"0008581";"JFBD";"Ropinirol Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12906-1263";"0005520";"FBBDA";"Implanon";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28092-281";"0018978";"MJB";"Uromitexan";"00281";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29934-828";"0010793";"KDAE";"Zelitrex";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22277-1115";"0009340";"JJA";"Prostigmine";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23986-1347";"0017707";"EEEB";"Sandostatine";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29876-1446";"0008854";"JGCAA";"Zarontin";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15768-1818";"0012484";"LDAAG";"Loratadine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27078-1446";"0013243";"MHA";"Torisel";"01446";false;"_";"_";"_";"_";0;0;true;false;false;true;false
"26898-1347";"0009993";"KAIE";"Tobi";"01347";false;"_";"_";"_";"_";0;0;true;false;false;true;false
"25957-1115";"0016808";"JFCB";"Tasmar";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24265-257";"0000661";"AEH";"Selozok";"00257";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"14613-1628";"0019398";"KCBACA";"Lariam";"01628";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29215-828";"0017293";"AMA";"Volibris";"00828";false;"_";"_";"_";"_";0;0;true;false;false;true;false
"21220-1693";"0005843";"FEBA";"Pergoveris";"01693";false;"_";"_";"Hman";"Hman";0;0;false;false;false;true;false
"21105-1941";"0018010";"KAAAAB";"Peni-Oral";"01941";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21550-1636";"0006957";"IAADB";"Piroxicam Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21758-612";"0008573";"JFBC";"Pramipexole EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1776-1149";"0017350";"BABCBA";"Angiox";"01149";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23440-1636";"0007310";"IEBE";"Risedronaat Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1305-1776";"0012542";"LDBA";"Alyostal St Vespula";"01776";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30346-1347";"0007336";"IEBF";"Zometa";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"323-1347";"0007336";"IEBF";"Aclasta";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10124-612";"0001636";"ALBC";"Fenofibraat EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16964-1453";"0003442";"CGCA";"Mezavant";"01453";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21840-1818";"0001578";"ALAC";"Pravastatine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3301-2386";"0009845";"KABBB";"Biclar";"02386";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26096-1347";"0008821";"JGBAA";"Tegretol";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"620-1248";"0001529";"AKB";"Aethoxysklerol";"01248";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19356-1115";"0003566";"DAAAA";"Novolizer Salbutamol";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29447-1446";"0007484";"JAAA";"Xanax";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13896-2097";"0018788";"MEBA";"Jevtana";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6775-2428";"0019364";"TABAA";"Cyanokit";"02428";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2733-26";"0009837";"KABBA";"Azithromed";"00026";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24455-1651";"0000190";"AADJ";"Sevikar / HCT";"01651";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"16261-257";"0016147";"RBC";"Marcaine";"00257";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12005-141";"0012542";"LDBA";"Grazax";"00141";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6262-1883";"0003251";"CEGA";"Colexklysma";"01883";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11767-1636";"0004358";"EACB";"Gliclazide Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27987-2022";"0010272";"KAGAB";"Urfadyn PL";"02022";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29280-1727";"0016485";"TCA";"Vpriv";"01727";false;"_";"_";"_";"_";0;0;true;false;false;true;false
"9399-901";"0019521";"DCCA";"Esbriet";"00901";true;"_";"_";"_";"_";0;0;true;false;false;true;false
"19190-1321";"0003004";"CEAA";"Normacol";"01321";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12419-570";"0004309";"EAAEBA";"Humalog Mix 50";"00570";false;"_";"_";"H";"H";0;0;false;false;false;true;false
"12401-570";"0004309";"EAAEBA";"Humalog Mix 25";"00570";false;"_";"_";"H";"H";0;0;false;false;false;true;false
"13466-612";"0001024";"AGBC";"Irbesartan EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21048-1818";"0008201";"JCAAE";"Paroxetine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25486-1289";"0009225";"JIAAF";"Sumatriptan Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30114-1529";"0001594";"ALAE";"Zocor";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5330-612";"0010173";"KAEA";"Ciprofloxacine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22442-1628";"0004051";"DBBCA";"Pulmozyme";"01628";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27698-2444";"0015453";"PEEA";"Trusopt";"02444";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6593-2444";"0015479";"PEFA";"Cosopt";"02444";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"28761-1446";"0009910";"KACA";"Vibratab";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22905-1446";"0009183";"JIAAB";"Relert";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19067-1529";"0004697";"MIAAA";"Nolvadex";"01529";false;"_";"_";"AO";"AO";0;0;false;false;false;true;false
"5843-1636";"0001875";"BAABA";"Clopidogrel Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10413-1834";"0007054";"IABAA";"Flector Tissugel";"01834";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17814-1529";"0002857";"CDAB";"Motilium";"01529";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"20289-1552";"0002857";"CDAB";"Oroperidys";"01552";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"30015-968";"0002857";"CDAB";"Zilium";"00968";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"32268-612";"0007922";"JBDA";"Aripiprazole EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1297-1776";"0012542";"LDBA";"Alyostal St Apis Mellifera";"01776";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5710-299";"0005611";"FCABA";"Climara";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16089-2022";"0003970";"DBAF";"Lysotossil";"02022";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13086-2097";"0015982";"QCCA";"Inhalo Rhinathiol";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10983-612";"0013581";"NBHA";"Folinate EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1875-1115";"0001222";"AHCDA";"Apocard";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9134-323";"0003343";"CFBA";"Enterol";"00323";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23366-513";"0019588";"BBAH";"Riastap";"00513";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26443-1818";"0010538";"KBDA";"Terbinafine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27995-2022";"0010074";"KAKBA";"Urfamycine";"02022";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18192-1818";"0012955";"MCAB";"Myocet";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4655-2485";"0001610";"ALBA";"Cedur";"02485";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5496-612";"0008169";"JCAAA";"Citalopram EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1925-2097";"0001024";"AGBC";"Aprovel";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"14605-232";"0012807";"MBBF";"Lanvis";"00232";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1990-1446";"0009373";"JKAA";"Aricept";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27227-372";"0018887";"EAGB";"Trajenta";"00372";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2055-1164";"0014407";"ODA";"Arnican";"01164";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25650-2014";"0002634";"CABA";"Syngel";"02014";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13383-216";"0002584";"CAABD";"Ippracid";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7864-1263";"0014258";"OBAA";"Diprosone";"01263";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"15941-1263";"0014340";"OBEB";"Lotriderm";"01263";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"7856-1263";"0014589";"OGBA";"Diprosalic";"01263";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"3210-828";"0014274";"OBBA";"Betnelan V";"00828";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"3541-828";"0018440";"LACEA";"Boostrix";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3236-125";"0015354";"PEBA";"Betoptic";"00125";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"31724-1800";"0013417";"IEAB";"Steovit";"01800";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31542-1990";"0013417";"IEAB";"Cacit Vitamine D3";"01990";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31708-1636";"0013417";"IEAB";"Sandoz Ca-D";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31740-554";"0013417";"IEAB";"Natecal";"00554";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31716-1636";"0013417";"IEAB";"Sandoz Calcium D3";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24000-1636";"0013409";"IEAA";"Sandoz Calcium";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2907-927";"0003327";"CFAC";"Barexal";"00927";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3558-828";"0018457";"LACFA";"Boostrix Polio";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13060-828";"0018465";"LACGA";"Infanrix-IPV";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26534-2097";"0018465";"LACGA";"Tetravac";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3129-216";"0015727";"QBA";"Betahistine Apotex";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3145-1289";"0015727";"QBA";"Betahistine Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3160-1818";"0015727";"QBA";"Betahistine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3194-2386";"0015727";"QBA";"Betaserc";"02386";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3194-1529";"0015727";"QBA";"Betaserc";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3137-612";"0015727";"QBA";"Betahistine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7831-1263";"0014258";"OBAA";"Diprolene";"01263";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"18911-1446";"0011700";"LABEBA";"Nimenrix";"01446";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"3764-885";"0018499";"LACKA";"Broncho-Vaxom";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3764-1958";"0018499";"LACKA";"Broncho-Vaxom";"01958";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16600-2154";"0011684";"LABEAA";"Meningitec";"02154";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3764-1529";"0018499";"LACKA";"Broncho-Vaxom";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16634-828";"0011700";"LABEBA";"Menveo";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18556-1446";"0011684";"LABEAA";"Neisvac-C";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27862-1164";"0017152";"NACA";"Ultra Mg";"01164";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23671-1628";"0012252";"LCBLA";"Roferon A";"01628";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22830-1693";"0012252";"LCBLA";"Rebif";"01693";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2642-331";"0012252";"LCBLA";"Avonex";"00331";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3103-299";"0012252";"LCBLA";"Betaferon";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12831-372";"0012252";"LCBLA";"Immukine";"00372";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9134-1529";"0003343";"CFBA";"Enterol";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27771-2097";"0011809";"LABHA";"Typhim Vi";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27631-1966";"0020198";"KDCAAG";"Trizivir";"01966";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23044-299";"0002634";"CABA";"Rennie";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"356-2097";"0011585";"LABDA";"Act-Hib";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"14019-2097";"0018317";"TACAA";"Kayexalate Ca";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21907-1263";"0005843";"FEBA";"Pregnyl";"01263";false;"_";"_";"Hman";"Hman";0;0;false;false;false;true;false
"5215-661";"0005843";"FEBA";"Choragon";"00661";false;"_";"_";"Hman";"Hman";0;0;false;false;false;true;false
"20982-1800";"0013243";"MHA";"Paronal";"01800";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5009-828";"0011460";"LAAKA";"Cervarix";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11528-1263";"0011460";"LAAKA";"Gardasil";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1255-1818";"0007484";"JAAA";"Alprazolam Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"14217-1966";"0020198";"KDCAAG";"Kivexa";"01966";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23077-935";"0001941";"BAADA";"Reopro";"00935";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24109-2097";"0000588";"AEA";"Sectral";"02097";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"11841-299";"0004499";"EAHA";"Glucobay";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32516-612";"0006791";"IAAAA";"Aceclofenac Eurogenerics";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24117-2097";"0000125";"AADA";"Sectrazide";"02097";false;"_";"_";"B,D";"B,D";0;0;false;false;false;true;false
"133-1818";"0000588";"AEA";"Acebutolol Teva";"01818";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"6239-1685";"0002261";"BBAF";"Cofact";"01685";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3335-174";"0006791";"IAAAA";"Biofenac";"00174";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"166-1818";"0006791";"IAAAA";"Aceclofenac Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"190-612";"0004002";"DBBAA";"Acetylcysteine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24687-1198";"0017400";"BABBA";"Sintrom";"01198";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16097-1172";"0004002";"DBBAA";"Lysox";"01172";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"182-216";"0004002";"DBBAA";"Acetylcysteine Apotex";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"158-174";"0006791";"IAAAA";"Aceclofenac Sintesa";"00174";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"208-1289";"0004002";"DBBAA";"Acetylcysteine Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4101-1180";"0025163";"JEAA";"Campral";"01180";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"273-1636";"0010744";"KDAA";"Aciclovir Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"265-1289";"0010744";"KDAA";"Aciclovir Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"257-844";"0010744";"KDAA";"Aciclovir Hospira";"00844";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"240-612";"0014126";"OADA";"Aciclovir EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28985-216";"0014126";"OADA";"Viratop";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"232-216";"0010744";"KDAA";"Aciclovir Apotex";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19778-1446";"0001685";"ALDA";"Olbetam";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18630-2485";"0014621";"OGDA";"Neotigason";"02485";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7013-1164";"0013888";"OAAK";"Dakin Cooper";"01164";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12435-59";"0012294";"LCBQA";"Humira";"00059";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7708-745";"0014514";"OEDA";"Differin";"00745";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5140-851";"0013813";"OAAC";"ChloraPrep";"00851";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4481-299";"0006460";"BAAAB";"Cardioaspirine";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2139-1636";"0025072";"BAAAA";"Asa Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2212-2097";"0006452";"HBBA";"Aspegic";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2147-1800";"0006460";"BAAAB";"Asaflow";"01800";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24166-406";"0006452";"HBBA";"Sedergine";"00406";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17160-2097";"0009274";"JIACA";"Migpriv";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9209-745";"0014449";"OEFA";"Epiduo";"00745";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"513-2097";"0001115";"AHAAA";"Adenocor";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23101-1115";"0001503";"AKA";"Reparil";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9936-2097";"0016485";"TCA";"Fabrazyme";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16626-661";"0005843";"FEBA";"Menopur";"00661";false;"_";"_";"Hman";"Hman";0;0;false;false;false;true;false
"844-612";"0007260";"IEBA";"Alendronate EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"851-1289";"0007260";"IEBA";"Alendronate Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"869-1636";"0007260";"IEBA";"Alendronate Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11080-1263";"0007260";"IEBA";"Fosamax";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11098-1263";"0007344";"IEBG";"Fosavance";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26617-2097";"0012344";"LDABA";"Theralene";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"877-1818";"0007260";"IEBA";"Alendronate Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26-1040";"0013672";"NBKA";"1 Alpha Leo";"01040";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22764-935";"0017723";"RABA";"Rapifen";"00935";false;"_";"_";"N";"N";0;0;false;false;true;true;false
"16121-2097";"0002634";"CABA";"Maalox Antacid";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16188-1164";"0002634";"CABA";"Maglid";"01164";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15487-2097";"0002840";"CDAA";"Litican";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1123-1818";"0017848";"ICBA";"Allopurinol-Ratiopharm";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12245-794";"0016550";"KDDA";"Hepsera";"00794";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23119-1115";"0014407";"ODA";"Reparil Gel";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23127-1727";"0016485";"TCA";"Replagal";"01727";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29447-1529";"0007484";"JAAA";"Xanax";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1081-612";"0017848";"ICBA";"Allopurinol EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1206-216";"0007484";"JAAA";"Alpratop";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1214-1743";"0007484";"JAAA";"Alpraz";"01743";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1248-1636";"0007484";"JAAA";"Alprazolam Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1230-1289";"0007484";"JAAA";"Alprazolam Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22301-1446";"0001792";"ANA";"Prostin VR";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4606-1446";"0006320";"GCAA";"Caverject";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"380-372";"0017459";"BACA";"Actilyse";"00372";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"786-497";"0000562";"ADDA";"Aldactazine";"00497";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"25007-1115";"0002675";"CBA";"Spasmine";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1107-1636";"0017848";"ICBA";"Allopurinol Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1115-1818";"0017848";"ICBA";"Allopurinol Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30486-1743";"0017848";"ICBA";"Zyloric";"01743";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1362-1636";"0001164";"AHCAA";"Amiodarone Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6536-2097";"0001164";"AHCAA";"Cordarone";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
