"GalCV";"NGalNm";"FGalNm";"Amb";"Hosp"
"00595";"tabl. verl. afgifte XR";"compr. lib. prol. XR";true;false
"00596";"inj. oploss. s.c. [patr.]";"sol. inj. s.c. [cart.]";true;false
"00597";"inj./inf. oploss. i.m./i.v./s.c. [flac.]";"sol. inj./perf. i.m./i.v./s.c. [flac.]";true;false
"00598";"inj. susp. s.c. [patr.]";"susp. inj. s.c. [cart.]";true;false
"00599";"susp. Pediatrie";"susp. Pédiatrie";true;false
"00600";"transderm. pleister Septem";"dispositif transderm. Septem";true;false
"00601";"oploss. voor inhalatiedamp [druppelfl.]";"sol. inhal. vapeur [flac. compte-gouttes]";true;false
"00602";"inj./instill. oploss. (pdr. + solv.) i.m./i.v./i.vesic./endotrach./i.perit./i.pleur. [flac. + amp.]";"sol. inj./instill. (pdr + solv.) i.m./i.v./i.vésic./endotrach./i.périt./i.pleur. [flac. + amp.]";true;false
"00603";"inf. oploss. conc. (pdr. + solv.) i.v. [flac.]";"sol. perf. à diluer (pdr + solv.) i.v. [flac.]";true;false
"00604";"kauwtabl. D3 Sinaasappel";"compr. à croquer D3 Orange";true;false
"00605";"bruisgran. (zakjes) Orange";"gran. efferv. (sachet) Orange";true;false
"00606";"kauwtabl. D3";"compr. à croquer D3";true;false
"00607";"bruisgran. (zakjes) Forte Orange";"gran. efferv. (sachet) Forte Orange";true;false
"00608";"bruistabl. Forte Sinaasappel";"compr. efferv. Forte Orange";true;false
"00609";"inj. oploss. (pdr. + solv.) i.m. [flac. + voorgev. spuit]";"sol. inj. (pdr + solv.) i.m. [flac. + ser. préremplie]";true;false
"00610";"harde caps. Volw.";"gél. Adulte";true;false
"00611";"harde caps. Kind";"gél. Enfant";true;false
"00612";"inj. oploss. (pdr. + solv.) i.m. [2x flac.]";"sol. inj. (pdr + solv.) i.m. [2x flac.]";true;false
"00613";"inj. oploss. (pdr. + solv.) i.m. Bio-Set [flac. + voorgev. spuit]";"sol. inj. (pdr + solv.) i.m. Bio-Set [flac. + ser. préremplie]";true;false
"00614";"inj. oploss. s.c. [amp.]";"sol. inj. s.c. [amp.]";true;false
"00615";"zuigtabl. (zonder suiker) Mint";"past. (sans sucre) Mint";true;false
"00616";"kauwtabl. Munt";"compr. à croquer Menthe";true;false
"00617";"or./rect. susp. (pdr.)";"susp. (pdr) or./rect.";true;false
"00618";"inj. susp. i.m. Junior [flac.]";"susp. inj. i.m. Junior [flac.]";true;false
"00619";"inj. oploss. (pdr. + solv.) i.m./s.c. [2x amp.]";"sol. inj. (pdr + solv.) i.m./s.c. [2x amp.]";true;false
"00620";"inj. oploss. (pdr. + solv.) i.m. [2x amp.]";"sol. inj. (pdr + solv.) i.m. [2x amp.]";true;false
"00621";"inj. oploss. (pdr. + solv.) i.m./s.c. [2x flac.]";"sol. inj. (pdr + solv.) i.m./s.c. [2x flac.]";true;false
"00622";"filmomh. tabl. GE";"compr. pellic. GE";true;false
"00623";"oploss. (gran., zakjes) Junior";"sol. (gran., sachet) Junior";true;false
"00624";"zuigtabl. Pastille";"past. Pastille";true;false
"00625";"inj./inf./instill./verneveloploss. i.m./i.v./auric./endotrach./inhal./nas. [amp.]";"sol. inj./perf./instill./inhal. nébul. i.m./i.v./auric./endotrach./inhal./nas. [amp.]";true;false
"00626";"inj. oploss. s.c. Kinderen [flac.]";"sol. inj. s.c. Pédiatrique [flac.]";true;false
"00627";"cut. oploss. (unidose) (alc.) Getinte";"sol. (unidose) cut. (alc.) Coloré";true;false
"00628";"bruistabl. (deelb.) Forte";"compr. efferv. (séc.) Forte";true;false
"00629";"inj. oploss. (pdr. + solv.) i.m./i.v. [flac. + amp.]";"sol. inj. (pdr + solv.) i.m./i.v. [flac. + amp.]";true;false
"00630";"gel (doseerpomp)";"gel (pompe doseuse)";true;false
"00631";"tabl. Wekelijks";"compr. Hebdomadaire";true;false
"00632";"kauwtabl. (zonder suiker) Suikervrij";"compr. à croquer (sans sucre) Sans Sucre";true;false
"00633";"kauwtabl. Forte";"compr. à croquer Forte";true;false
"00634";"siroop susp. Munt";"sirop susp. Menthe";true;false
"00636";"inj./inf. oploss. i.v./i.arter. [amp.]";"sol. inj./perf. i.v./i.artér. [amp.]";true;false
"00637";"inj. oploss. (pdr. + solv.) i.cavern. [flac. + voorgev. spuit]";"sol. inj. (pdr + solv.) i.cavern. [flac. + ser. préremplie]";true;false
"00638";"harde caps. Forte";"gél. Forte";true;false
"00639";"tabl. (deelb.) Besilate";"compr. (séc.) Besilate";true;false
"00640";"orofar. zuigtabl. Cassis";"past. orophar. Cassis";true;false
"00641";"siroop oploss. Aardbei";"sirop sol. Fraise";true;false
"00642";"inf. susp. (conc.) i.v. [flac.]";"susp. perf. à diluer i.v. [flac.]";true;false
"00643";"oplosb. tabl. (deelb.) Solutab";"compr. sol. (séc.) Solutab";true;false
"00644";"disp. tabl. Solutab";"compr. disp. Solutab";true;false
"00645";"filmomh. tabl. Calcium";"compr. pellic. Calcium";true;false
"00646";"inj./inf. oploss. (pdr.) i.v. P [flac.]";"sol. inj./perf. (pdr) i.v. P [flac.]";true;false
"00647";"orofar. zuigtabl. (zonder suiker) Suikervrij Aardbei";"past. orophar. (sans sucre) Sans Sucre Fraise";true;false
"00648";"orofar. zuigtabl. (zonder suiker) Suikervrij Citroen";"past. orophar. (sans sucre) Sans Sucre Citron";true;false
"00649";"disp. tabl. (deelb.) Disp.";"compr. disp. (séc.) Disp.";true;false
"00650";"harde caps. verl. afgifte L.A.";"gél. lib. prol. L.A.";true;false
"00651";"orofar. zuigtabl.";"past. orophar.";true;false
"00652";"orofar. zuigtabl. Vit. C Sinaasappel";"past. orophar. Vit. C Orange";true;false
"00653";"tabl. (deelb.) Minor";"compr. (séc.) Minor";true;false
"00654";"filmomh. tabl. Mitis";"compr. pellic. Mitis";true;false
"00655";"tabl. Mitis";"compr. Mitis";true;false
"00656";"filmomh. tabl. Junior";"compr. pellic. Junior";true;false
"00657";"inj. oploss. i.v./s.c. [amp.]";"sol. inj. i.v./s.c. [amp.]";true;false
"00658";"susp. (conc.) Scanner";"susp. à diluer Scanner";true;false
"00659";"inj./inf. oploss. i.thec. [amp.]";"sol. inj./perf. i.théc. [amp.]";true;false
"00660";"orofar. caps. Parels Munt";"caps. orophar. Perles Menthe";true;false
"00661";"orofar. caps. Parels";"caps. orophar. Perles";true;false
"00662";"gel (pdr. + solv. + gel)";"gel (pdr + solv. + gel)";true;false
"00663";"druppels vloeist.";"gtts liq.";true;false
"00664";"or./rect. susp.";"susp. or./rect.";true;false
"00665";"tabl. verl. afgifte Exel";"compr. lib. prol. Exel";true;false
"00666";"filmomh. tabl. (deelb.) Mitis";"compr. pellic. (séc.) Mitis";true;false
"00667";"filmomh. tabl. (deelb.) Minor";"compr. pellic. (séc.) Minor";true;false
"00668";"orodisp. tabl. SolTab";"compr. orodisp. SolTab";true;false
"00669";"inj. oploss. (pdr.) i.m./s.c./i.derm. [flac.]";"sol. inj. (pdr) i.m./s.c./i.derm. [flac.]";true;false
"00670";"inj. oploss. (pdr.) i.m./i.derm. [flac.]";"sol. inj. (pdr) i.m./i.derm. [flac.]";true;false
"00671";"inhalatiepdr. (voorverdeeld) Forte Turbohaler";"poudre inhal. (unidose) Forte Turbohaler";true;false
"00672";"nas. poeder Turbohaler";"poudre nas. Turbohaler";true;false
"00673";"cut. susp. Lotion";"susp. cut. Lotion";true;false
"00674";"subling. tabl. (deelb.)";"compr. subling. (séc.)";true;false
"00675";"cut. stift";"bâton cut.";true;false
"00676";"or. pasta";"pâte or.";true;false
"00677";"filmomh. tabl. Low";"compr. pellic. Low";true;false
"00678";"inj./inf. oploss. (pdr.) i.m./i.v./s.c./i.arter./i.perit./i.pleur./i.tumor. [flac.]";"sol. inj./perf. (pdr) i.m./i.v./s.c./i.artér./i.périt./i.pleur./i.tumor. [flac.]";true;false
"00679";"siroop oploss. Kind";"sirop sol. Enfant";true;false
"00680";"siroop oploss. (zonder suiker) Kind";"sirop sol. (sans sucre) Enfant";true;false
"00681";"siroop oploss. (zonder suiker) Volw.";"sirop sol. (sans sucre) Adulte";true;false
"00682";"orofar. zuigpastille";"pâte à sucer orophar.";true;false
"00683";"inj. oploss. i.ocul. [amp.]";"sol. inj. i.ocul. [amp.]";true;false
"00684";"cut./vag. oploss. (tabl.) (deelb.)";"sol. (compr.) cut./vag. (séc.)";true;false
"00685";"inj./inf. oploss. i.v. Onco-Tain [flac.]";"sol. inj./perf. i.v. Onco-Tain [flac.]";true;false
"00686";"inj. susp. (pdr. + solv.) i.m. [flac. + voorgev. spuit]";"susp. inj. (pdr + solv.) i.m. [flac. + ser. préremplie]";true;false
"00687";"inj. susp. verl. afgifte (pdr. + solv.) s.c. [flac. + voorgev. spuit]";"susp. inj. lib. prol. (pdr + solv.) s.c. [flac. + ser. préremplie]";true;false
"00688";"cut./or./oromuc. oploss.";"sol. cut./or./oromuq.";true;false
"00689";"gingiv./oromuc. gel";"gel gingiv./oromuq.";true;false
"00690";"oromuc. spoeling";"bain de bouche oromuq.";true;false
"00691";"cut. oploss. (conc.)";"sol. à diluer cut.";true;false
"00692";"susp. (susp. + bruisgran.)";"susp. (susp. + gran. efferv.)";true;false
"00693";"orofar. spray oploss. Menthol";"sol. spray orophar. Menthol";true;false
"00694";"orofar. spray oploss. Lemon";"sol. spray orophar. Lemon";true;false
"00695";"cut. oploss. (alc.) Alcoholicus + Azorubine";"sol. cut. (alc.) Alcoholicus + Azorubine";true;false
"00696";"orofar. zuigtabl. Menthol";"compr. à sucer orophar. Menthol";true;false
"00697";"zeep";"savon";true;false
"00698";"orofar. zuigtabl. Lemon";"compr. à sucer orophar. Lemon";true;false
"00699";"dent./gingiv./oromuc. gel";"gel dent./gingiv./oromuq.";true;false
"00700";"cut. oploss. (alc.) Alcoholicus";"sol. cut. (alc.) Alcoholicus";true;false
"00701";"druppels susp.";"gtts susp.";true;false
"00702";"susp. (gran. + solv.)";"susp. (gran. + solv.)";true;false
"00703";"auric./ocul. druppels oploss.";"gtts sol. auric./opht.";true;false
"00704";"oploss. (gran.)";"sol. (gran.)";true;false
"00705";"siroop susp. (gran.) Kids";"sirop susp. (gran.) Kids";true;false
"00706";"inj. oploss. (pdr.) i.camer. [flac.]";"sol. inj. (pdr) i.camér. [flac.]";true;false
"00707";"kauwtabl. (deelb.) Orange";"compr. à croquer (séc.) Orange";true;false
"00708";"omh. tabl. Forte";"compr. enr. Forte";true;false
"00709";"cut. oploss. Topical";"sol. cut. Topical";true;false
"00710";"cut. schuim";"mousse cut.";true;false
"00711";"inj./drinkb. oploss. i.m./i.v./s.c./or. [amp.]";"sol. inj./buv. i.m./i.v./s.c./or. [amp.]";true;false
"00712";"inj. oploss. (pdr. + solv.) i.m./s.c. [flac. + voorgev. spuit]";"sol. inj. (pdr + solv.) i.m./s.c. [flac. + ser. préremplie]";true;false
"00713";"inj./inf. oploss. i.m./i.v./s.c./i.thec. Onco-Tain [flac.]";"sol. inj./perf. i.m./i.v./s.c./i.théc. Onco-Tain [flac.]";true;false
"00714";"inj./inf. oploss. (conc.) i.v. Cytosafe [flac.]";"sol. inj./perf. à diluer i.v. Cytosafe [flac.]";true;false
"00715";"inj./inf. oploss. i.v./s.c./i.thec. Cytosafe [flac.]";"sol. inj./perf. i.v./s.c./i.théc. Cytosafe [flac.]";true;false
"00716";"inj. susp. i.thec. [flac.]";"susp. inj. i.théc. [flac.]";true;false
"00717";"inj./inf. oploss. (pdr.) i.m./i.v./s.c. [flac.]";"sol. inj./perf. (pdr) i.m./i.v./s.c. [flac.]";true;false
"00718";"i.laes. implantatieketen";"implant en chaîne i.lés.";true;false
"00719";"inj./inf. oploss. i.v./s.c. [amp.]";"sol. inj./perf. i.v./s.c. [amp.]";true;false
"00720";"inj. oploss. (pdr.) i.v. [amp.]";"sol. inj. (pdr) i.v. [amp.]";true;false
"00721";"dent. gel";"gel dent.";true;false
"00722";"weefsellijm (oploss.) [flac.]";"colle (sol.) [flac.]";true;false
"00723";"filmomh. tabl. + bruistabl.";"compr. pellic. + compr. efferv.";true;false
"00724";"weefsellijm (oploss.) [voorgev. spuit]";"colle (sol.) [ser. préremplie]";true;false
"00725";"cut. oploss. (unidose) (alc.)";"sol. (unidose) cut. (alc.)";true;false
"00726";"filmomh. tabl. Starter Pack";"compr. pellic. Starter Pack";true;false
"00727";"gingiv./oromuc. oploss.";"sol. gingiv./oromuq.";true;false
"00728";"vernevelsusp. (unidose) Nebules";"susp. inhal. nébul. (unidose) Nebules";true;false
"00729";"inj. oploss. (pdr. + solv.) i.v. [voorgev. spuit]";"sol. inj. (pdr + solv.) i.v. [ser. préremplie]";true;false
"00730";"rect. schuim";"mousse rect.";true;false
"00731";"cut. oploss. voor huidpriktest [flac.]";"sol. pour prick-test cut. [flac.]";true;false
"00732";"gran. (zakjes) Instant Vanille/Fraise";"gran. (sachet) Instant Vanille/Fraise";true;false
"00733";"omh. tabl. + tabl.";"compr. enr. + compr.";true;false
"00734";"tabl. (deelb. in 4) PAK";"compr. (séc. en 4) PAK";true;false
"00735";"druppels oploss. (doseerpomp)";"gtts sol. (pompe doseuse)";true;false
"00736";"siroop oploss. Eucalyptussmaak";"sirop sol. Goût eucalyptus";true;false
"00737";"inj. oploss. s.c. [patr.] voor SurePal Pen 10";"sol. inj. s.c. [cart.] pour SurePal Pen 10";true;false
"00738";"inj. oploss. s.c. [patr.] voor SurePal Pen 5";"sol. inj. s.c. [cart.] pour SurePal Pen 5";true;false
"00739";"maagsapresist. gran.";"gran. gastro-résist.";true;false
"00740";"inj. oploss. (pdr. + solv.) i.m./s.c. Kit [flac. + voorgev. spuit]";"sol. inj. (pdr + solv.) i.m./s.c. Kit [flac. + ser. préremplie]";true;false
"00741";"inj. susp. s.c. [flac.]";"susp. inj. s.c. [flac.]";true;false
"00742";"inf. oploss. i.v. IV Flexibag [zak]";"sol. perf. i.v. IV Flexibag [sac]";true;false
"00743";"inj. susp. verl. afgifte (pdr. + solv.) s.c. [voorgev. pen]";"susp. inj. lib. prol. (pdr + solv.) s.c. [stylo prérempli]";true;false
"00744";"inj. oploss. s.c. Sureclick [voorgev. pen]";"sol. inj. s.c. Sureclick [stylo prérempli]";true;false
"00745";"inj./inf. oploss. i.v. [voorgev. spuit]";"sol. inj./perf. i.v. [ser. préremplie]";true;false
"00746";"inhalatiepdr. (harde caps.) [inhalator]";"poudre inhal. (gél.) [inhalateur]";true;false
"00747";"inj./inf. oploss. (conc.) i.m./i.v./s.c. [amp.]";"sol. inj./perf. à diluer i.m./i.v./s.c. [amp.]";true;false
"00748";"epilaes. medic. spons";"éponge médic. épilés.";true;false
"00749";"inj./inf. oploss. (conc.) i.v./s.c. [flac.]";"sol. inj./perf. à diluer i.v./s.c. [flac.]";true;false
"00750";"oploss. (pdr. + solv.)";"sol. (pdr + solv.)";true;false
"00751";"orofar. zuigtabl. Honing/Citroen";"past. orophar. Miel/Citron";true;false
"00752";"rect. susp. (tabl.) Enema";"susp. rect. (compr.) Enema";true;false
"00753";"i.laes. implantaat";"implant i.lés.";true;false
"00754";"inj. oploss. i.derm. [flac.]";"sol. inj. i.derm. [flac.]";true;false
"00755";"inj. susp. i.m./s.c. Paediatric [voorgev. spuit]";"susp. inj. i.m./s.c. Enfant [ser. préremplie]";true;false
"00756";"inj./inf. oploss. (pdr.) i.v./i.arter. [flac.]";"sol. inj./perf. (pdr) i.v./i.artér. [flac.]";true;false
"00757";"s.c. implantaat [implantaatinjector]";"implant s.c. [pistolet pour implant]";true;false
"00758";"filmomh. tabl. Fasttabs";"compr. pellic. Fasttabs";true;false
"00759";"inj. oploss. s.c. [patr.] voor Genotonorm Pen 5,3";"sol. inj. (pdr + solv.) s.c. [cart.] pour Genotonorm Pen 5,3";true;false
"00760";"inj. susp. (pdr. + solv.) i.v. [flac. + voorgev. spuit]";"susp. inj. (pdr + solv.) i.v. [flac. + ser. préremplie]";true;false
"00761";"inj./instill. oploss. i.v./i.arter./i.card./i.cavern./i.duct./i.uter./urethr. [flac.]";"sol. inj./instill. i.v./i.artér./i.canal./i.card./i.cavern./i.utér./urétr. [flac.]";true;false
"00762";"inj./instill. oploss. i.v./i.arter./i.card./i.duct./i.uter. [flac.]";"sol. inj./instill. i.v./i.artér./i.canal./i.card./i.utér. [flac.]";true;false
"00763";"geïmpr. verbandgaas";"compresse impr.";true;false
"00764";"siroop oploss. Honing & Citroen";"sirop sol. Miel & Citron";true;false
"00765";"i.vitr. implantaat [implantaatinjector]";"implant i.vitr. [pistolet pour implant]";true;false
"00766";"inj. oploss. (pdr. + solv.) i.laes. [2x flac.]";"sol. inj. (pdr + solv.) i.lés. [2x flac.]";true;false
"00767";"inj. oploss. (conc.) i.vitr. [flac.]";"sol. inj. à diluer i.vitr. [flac.]";true;false
"00768";"inj. oploss. (pdr.) i.v./s.c. [flac.]";"sol. inj. (pdr) i.v./s.c. [flac.]";true;false
"00769";"kauwtabl. Antizuur-Antireflux";"compr. à croquer Antiacide-Antireflux";true;false
"00770";"inj. susp. verl. afgifte (pdr. + solv.) i.m. Maintena [2x flac.]";"susp. inj. lib. prol. (pdr + solv.) i.m. Maintena [2x flac.]";true;false
"00771";"inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. Chronodose [flac.]";"susp. inj. lib. prol. i.m./i.derm./i.artic./i.lés./i.burs./p.artic. Chronodose [flac.]";true;false
"00772";"bruisgran. (zakjes) Forte Citron";"gran. efferv. (sachet) Forte Citron";true;false
"00773";"inj./inf. oploss. (pdr. + solv.) i.v./s.c. [flac. + voorgev. spuit]";"sol. inj./perf. (pdr + solv.) i.v./s.c. [flac. + ser. préremplie]";true;false
"00774";"tabl. (deelb.) Mitis";"compr. (séc.) Mitis";true;false
"00775";"gingiv./oromuc. gel Volwassenen";"gel gingiv./oromuq. Adulte";true;false
"00776";"gingiv./oromuc. gel Kinderen";"gel gingiv./oromuq. Enfants";true;false
"00777";"nas. spray oploss. Eucalyptus";"sol. spray nas. Eucalyptus";true;false
"00778";"inj. susp. verl. afgifte i.derm./i.artic. [flac.]";"susp. inj. lib. prol. i.derm./i.artic. [flac.]";true;false
"00779";"nas. druppels oploss. Kind";"gtts sol. nas. Enfant";true;false
"00780";"oplosb. tabl.";"compr. sol.";true;false
"00781";"inj. oploss. i.m. Acutard [amp.]";"sol. inj. i.m. Acutard [amp.]";true;false
"00782";"harde caps. verl. afgifte P";"gél. lib. prol. P";true;false
"00783";"cut. oploss. (alc.) Transdermaal";"sol. cut. (alc.) Transdermique";true;false
"00784";"inj./inf. oploss. (pdr.) i.v./s.c. [flac.]";"sol. inj./perf. (pdr) i.v./s.c. [flac.]";true;false
"00785";"inhalatiepdr. (harde caps.) Handihaler";"poudre inhal. (gél.) Handihaler";true;false
"00786";"cut./vag. oploss.";"sol. cut./vag.";true;false
"00787";"lyofilisaat Expidet";"lyophilisat Expidet";true;false
"00788";"inj. emuls. i.v. [amp.]";"émuls. inj. i.v. [amp.]";true;false
"00789";"tabl. + oploss.";"compr. + sol.";true;false
"00790";"oromuc. gel";"gel oromuq.";true;false
"00791";"cut. oploss. Tinctuur";"sol. cut. Teinture";true;false
"00792";"lyofilisaat Zydis";"lyophilisat Zydis";true;false
"00793";"inj. oploss. s.mucos. Special [patr.]";"sol. inj. s.muq. Special [cart.]";true;false
"00794";"inj. oploss. dent. [patr.]";"sol. inj. dent. [cart.]";true;false
"00795";"gingiv./oromuc. spray oploss.";"sol. spray gingiv./oromuq.";true;false
"00796";"gingiv./oromuc. geïmpr. wattenschijfjes Pellets";"tampon impr. gingiv./oromuq. Pellets";true;false
"00797";"gingiv./oromuc. spray oploss. (alc.)";"sol. spray gingiv./oromuq. (alc.)";true;false
"00798";"cut. oploss. (unidose) (alc.) Hydroalcoholische";"sol. (unidose) cut. (alc.) Hydroalcoolique";true;false
"00799";"zeep (unidose)";"savon (unidose)";true;false
"00800";"inj./instill. oploss. (pdr.) i.v./i.vesic./i.arter. [flac.]";"sol. inj./instill. (pdr) i.v./i.vésic./i.artér. [flac.]";true;false
"00801";"inj./instill. oploss. (pdr.) i.vesic. [flac.]";"sol. inj./instill. (pdr) i.vésic. [flac.]";true;false
"00802";"kauwtabl. Orange";"compr. à croquer Orange";true;false
"00803";"cut. oploss. (unidose) Dermicum";"sol. (unidose) cut. Dermique";true;false
"00804";"nas. zalf";"pommade nas.";true;false
"00805";"harde caps. Immediate Release";"gél. Immediate Release";true;false
"00806";"zalf Soluble Dressing";"pommade Soluble Dressing";true;false
"00807";"medic. kauwgom";"gomme à mâcher médic.";true;false
"00808";"medic. kauwgom Cool Mint";"gomme à mâcher médic. Cool Mint";true;false
"00809";"disp. tabl. Instant";"compr. disp. Instant";true;false
"00810";"nas. spray oploss. Sine Conservans";"sol. spray nas. Sine Conservans";true;false
"00811";"gel Dermgel";"gel Dermgel";true;false
"00812";"oromuc. zuigtabl. Mint";"compr. à sucer oromuq. Mint";true;false
"00813";"tabl. + zachte caps.";"compr. + caps. molle";true;false
"00814";"p.odont. gel [patr.]";"gel p.odont. [cart.]";true;false
"00815";"rect. zalf";"pommade rect.";true;false
"00816";"bucc. tabl.";"compr. bucc.";true;false
"00817";"gel (doseerpomp) [Applicator]";"gel (pompe doseuse) [Applicateur]";true;false
"00818";"disp. maagsapresist. tabl. (deelb.) Mups";"compr. gastro-résist. disp. (séc.) Mups";true;false
"00819";"inj. susp. (pdr.) s.c. [flac.]";"susp. inj. (pdr) s.c. [flac.]";true;false
"00820";"siroop oploss. Pediatrie";"sirop sol. Pédiatrie";true;false
"00821";"inj./inf./verneveloploss. (pdr.) i.m./i.v./inhal. [flac.]";"sol. inj./perf./inhal. nébul. (pdr) i.m./i.v./inhal. [flac.]";true;false
"00822";"cut. oploss. Crème Rinse";"sol. cut. Crème Rinse";true;false
"00823";"maagsapresist. gran. verl. afgifte (zakjes)";"gran. gastro-résist. lib. prol. (sachet)";true;false
"00824";"filmomh. tabl. (deelb. in 3)";"compr. pellic. (séc. en 3)";true;false
"00825";"subling. spray oploss.";"sol. spray subling.";true;false
"00826";"cut. spray pdr.";"poudre spray cut.";true;false
"00827";"inhalatiedamp Inhaler [patr.]";"vapeur inhal. Inhaler [cart.]";true;false
"00828";"inj. oploss. i.artic./epidur./p.neur. [flac., locoregionale infiltr.]";"sol. inj. i.artic./p.dural/p.neur. [flac., infiltr. locorégionale]";true;false
"00829";"ocul. druppels oploss. (unidose) Unit Dose [zonder bew.]";"collyre sol. (unidose) Unit Dose [sans cons.]";true;false
"00830";"inj./inf. oploss. i.m./i.v./i.artic./i.burs./s.conj. [amp.]";"sol. inj./perf. i.m./i.v./i.artic./i.burs./s.conj. [amp.]";true;false
"00831";"inf./drinkb. oploss. i.v./or. [amp.]";"sol. perf./buv. i.v./or. [amp.]";true;false
"00832";"cut./nas./ocul. spoeloploss. (unidose)";"sol. irrig. cut./nas./opht. (unidose)";true;false
"00833";"orodisp. tabl. (deelb.)";"compr. orodisp. (séc.)";true;false
"00834";"ocul. druppels verl. afgifte Ocumeter Plus";"collyre lib. prol. Ocumeter Plus";true;false
"00835";"zuigtabl. Honing";"past. Miel";true;false
"00836";"tabl. geregul. afgifte XR";"compr. lib. modif. XR";true;false
"00837";"harde caps. verl. afgifte Diffucaps";"gél. lib. prol. Diffucaps";true;false
"00838";"ocul. druppels susp. (unidose) S. [zonder bew.]";"collyre susp. (unidose) S. [sans cons.]";true;false
"00839";"ocul. druppels susp. S.";"collyre susp. S.";true;false
"00840";"transderm. gel (zakjes)";"gel (sachet) transderm.";true;false
"00841";"kauwtabl. D3 Citroen";"compr. à croquer D3 Citron";true;false
"00842";"maagsapresist. gran. (zakjes)";"gran. gastro-résist. (sachet)";true;false
"00843";"harde caps. verl. afgifte HBS";"gél. lib. prol. HBS";true;false
"00844";"filmomh. tabl. D3";"compr. pellic. D3";true;false
"00845";"inf. oploss. (conc.) i.v. [voorgev. spuit]";"sol. perf. à diluer i.v. [ser. préremplie]";true;false
"00846";"gran. (zakjes) Instant Aardbei/Vanille";"gran. (sachet) Instant Fraise/Vanille";true;false
"00847";"omh. tabl. Bedtime";"compr. enr. Bedtime";true;false
"00848";"inhalatiepdr. (harde caps.) Podhaler";"poudre inhal. (gél.) Podhaler";true;false
"00849";"siroop susp. (zakjes) Advance Munt";"sirop susp. (sachet) Advance Menthe";true;false
"00850";"oploss. (conc.) Vloeibaar Sinaasappelsmaak";"sol. à diluer Liquide Goût orange";true;false
"00851";"siroop oploss. Forte";"sirop sol. Forte";true;false
"00852";"inj. oploss. s.c. Daily [voorgev. spuit]";"sol. inj. s.c. Daily [ser. préremplie]";true;false
"00853";"nas. spray susp. Aqua";"susp. spray nas. Aqua";true;false
"00854";"bucc. oploss. [voorgev. spuit]";"sol. bucc. [ser. préremplie]";true;false
"00855";"disp. tabl. (deelb.) Dispersal";"compr. disp. (séc.) Dispersal";true;false
"00856";"inj. oploss. i.v./s.c./i.arter. [flac.]";"sol. inj. i.v./s.c./i.artér. [flac.]";true;false
"00857";"inf./instill. oploss. i.v./i.cistern. [flac.]";"sol. perf./instill. i.v./i.cistern. [flac.]";true;false
"00858";"susp. (gran.) Baby";"susp. (gran.) Baby";true;false
"00859";"inj./inf./drinkb. oploss. i.m./i.v./or. [amp.]";"sol. inj./perf./buv. i.m./i.v./or. [amp.]";true;false
"00860";"gran. (zakjes) Junior Instant";"gran. (sachet) Junior Instant";true;false
"00861";"siroop oploss. Menthol";"sirop sol. Menthol";true;false
"00862";"siroop susp. (zakjes)";"sirop susp. (sachet)";true;false
"00863";"inhalatiepdr. (harde caps.) Turbospin";"poudre inhal. (gél.) Turbospin";true;false
"00864";"crème Lipid";"crème Lipid";true;false
"00865";"oromuc. zuigtabl. Freshmint";"past. oromuq. Freshmint";true;false
"00866";"s.c. implantaat L.A. [implantaatinjector]";"implant s.c. L.A. [pistolet pour implant]";true;false
"00867";"bucc. spray oploss.";"sol. spray bucc.";true;false
"00868";"inf. oploss. (conc.) i.v. (alc.) [amp.]";"sol. perf. à diluer i.v. (alc.) [amp.]";true;false
"00869";"inj. oploss. oromuc./s.mucos. Zonder Vaatvernauwer [patr.]";"sol. inj. oromuq./s.muq. Sans Vasoconstricteur [cart.]";true;false
"00870";"transderm. lok. gel Emulgel Forte";"gel transderm. local Emulgel Forte";true;false
"00871";"gran. (zakjes) Instant Junior";"gran. (sachet) Instant Junior";true;false
"00872";"omh. tabl. Relax";"compr. enr. Relax";true;false
"00873";"susp. (zakjes) Antizuur-Antireflux Unidose";"susp. (sachet) Antiacide-Antireflux Unidose";true;false
"00874";"inj. oploss. i.v./s.c. Solostar [voorgev. pen]";"sol. inj. i.v./s.c. Solostar [stylo prérempli]";true;false
